"base_row_id","rhsns_original_case_key","accepted_original_case_key","family","tau_label","fit_size","row_id","phase","profile_id_row","gate_current","accepted_compare","rebuild_compare","runtime_sec","q_rmse_rank","beta_rmse_rank","beta_coverage_gap_rank","cie_rank","selected_source_type","selected_source_subtype","selected_candidate","selected_variant_tag","selected_fit_path","selected_health_path","selected_summary_path","selection_mode","selection_reason"
44,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","static_shrink::gausmix::0p25::1000::rhs::exal::mcmc","gausmix","0p25",1000,5,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","bridge_rw_f0845_s100_b12000_k2000_sub2","WARN","matches_accepted","better_than_accepted",293.829,0.321082537722167,0.104783905167098,0.164285714285714,-0.854428571428571,"rhsns_exal_mcmc_gausmix_stationarity_bridge_20260410","phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","row_0005","orig288_static_shrink_rhsns_exal_mcmc_gausmix_stationarity_bridge_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_gausmix_stationarity_bridge_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_exal_mcmc_gausmix_stationarity_bridge_20260410__bridge_rw_f0845_s100_b12000_k2000_sub2.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_gausmix_stationarity_bridge_20260410/health/health_0005.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_gausmix_stationarity_bridge_20260410/health/health_0005.csv","promoted_rhsns_stationarity_bridge_working_baseline","Promote corrected rhs_ns stationarity-bridge row row_0005 for static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc after improving the rhs_ns working baseline from FAIL to WARN."
