"scenario_key","scope_label","block","root_kind","family","tau_label","fit_size","prior_semantics","inference","gate_overall.al","healthy.al","gate_rank_num.al","runtime_sec.al","selected_pool.al","selected_candidate.al","gate_overall.exal","healthy.exal","gate_rank_num.exal","runtime_sec.exal","selected_pool.exal","selected_candidate.exal","gate_delta_exal_minus_al","gate_comparison","runtime_ratio_exal_over_al","faster_method"
"static_shrink::normal::0p05::100::rhs","root__static_shrink__normal__tau_0p05__tt_100__rhs","static_shrink","static_shrink","normal","0p05",100,"rhs","vb","PASS",TRUE,1,,"baseline_original","baseline","PASS",TRUE,1,12.375,"static_refresh_compact","rhsns_impl_refresh_20260329",0,"tie",,
"static_shrink::normal::0p05::100::ridge","root__static_shrink__normal__tau_0p05__tt_100__ridge","static_shrink","static_shrink","normal","0p05",100,"ridge","mcmc","PASS",TRUE,1,7.187,"static_refresh_compact","rhsns_impl_refresh_20260329","WARN",TRUE,2,28.692,"static_refresh_compact","rhsns_impl_refresh_20260329",-1,"al_better",3.992208,"al"
"static_shrink::normal::0p05::100::ridge","root__static_shrink__normal__tau_0p05__tt_100__ridge","static_shrink","static_shrink","normal","0p05",100,"ridge","vb","PASS",TRUE,1,,"baseline_original","baseline","PASS",TRUE,1,11.315,"static_refresh_compact","rhsns_impl_refresh_20260329",0,"tie",,
"static_shrink::normal::0p05::1000::rhs","root__static_shrink__normal__tau_0p05__tt_1000__rhs","static_shrink","static_shrink","normal","0p05",1000,"rhs","mcmc","PASS",TRUE,1,9.323,"static_refresh_compact","rhsns_impl_refresh_20260329","PASS",TRUE,1,61.393,"syncedbase_faithful_replay_20260407","row_0244",0,"tie",6.585112,"al"
"static_shrink::normal::0p05::1000::rhs","root__static_shrink__normal__tau_0p05__tt_1000__rhs","static_shrink","static_shrink","normal","0p05",1000,"rhs","vb","PASS",TRUE,1,,"baseline_original","baseline","PASS",TRUE,1,15.989,"static_refresh_compact","rhsns_impl_refresh_20260329",0,"tie",,
"static_shrink::normal::0p05::1000::ridge","root__static_shrink__normal__tau_0p05__tt_1000__ridge","static_shrink","static_shrink","normal","0p05",1000,"ridge","mcmc","PASS",TRUE,1,,"baseline_original","baseline","WARN",TRUE,2,63.046,"hybrid_291_selection","F085_sub2_s100",-1,"al_better",,
"static_shrink::normal::0p05::1000::ridge","root__static_shrink__normal__tau_0p05__tt_1000__ridge","static_shrink","static_shrink","normal","0p05",1000,"ridge","vb","PASS",TRUE,1,,"baseline_original","baseline","PASS",TRUE,1,16.64,"static_refresh_compact","rhsns_impl_refresh_20260329",0,"tie",,
"static_shrink::normal::0p25::100::rhs","root__static_shrink__normal__tau_0p25__tt_100__rhs","static_shrink","static_shrink","normal","0p25",100,"rhs","mcmc","PASS",TRUE,1,,"baseline_original","baseline","PASS",TRUE,1,165.857,"hybrid_291_selection","F080_sub2_s105",0,"tie",,
"static_shrink::normal::0p25::100::rhs","root__static_shrink__normal__tau_0p25__tt_100__rhs","static_shrink","static_shrink","normal","0p25",100,"rhs","vb","PASS",TRUE,1,,"baseline_original","baseline","WARN",TRUE,2,13.367,"static_refresh_compact","rhsns_impl_refresh_20260329",-1,"al_better",,
"static_shrink::normal::0p25::100::ridge","root__static_shrink__normal__tau_0p25__tt_100__ridge","static_shrink","static_shrink","normal","0p25",100,"ridge","mcmc","PASS",TRUE,1,,"baseline_original","baseline","WARN",TRUE,2,,"baseline_original","baseline",-1,"al_better",,
"static_shrink::normal::0p25::100::ridge","root__static_shrink__normal__tau_0p25__tt_100__ridge","static_shrink","static_shrink","normal","0p25",100,"ridge","vb","PASS",TRUE,1,,"baseline_original","baseline","WARN",TRUE,2,13.105,"static_refresh_compact","rhsns_impl_refresh_20260329",-1,"al_better",,
"static_shrink::normal::0p25::1000::rhs","root__static_shrink__normal__tau_0p25__tt_1000__rhs","static_shrink","static_shrink","normal","0p25",1000,"rhs","mcmc","PASS",TRUE,1,,"baseline_original","baseline","WARN",TRUE,2,304.585,"hybrid_291_selection","F0845_sub2_s100_histshort",-1,"al_better",,
"static_shrink::normal::0p25::1000::rhs","root__static_shrink__normal__tau_0p25__tt_1000__rhs","static_shrink","static_shrink","normal","0p25",1000,"rhs","vb","PASS",TRUE,1,,"baseline_original","baseline","WARN",TRUE,2,16.641,"static_refresh_compact","rhsns_impl_refresh_20260329",-1,"al_better",,
"static_shrink::normal::0p25::1000::ridge","root__static_shrink__normal__tau_0p25__tt_1000__ridge","static_shrink","static_shrink","normal","0p25",1000,"ridge","mcmc","PASS",TRUE,1,,"baseline_original","baseline","WARN",TRUE,2,58.993,"hybrid_291_selection","F080_sub2_s105",-1,"al_better",,
"static_shrink::normal::0p25::1000::ridge","root__static_shrink__normal__tau_0p25__tt_1000__ridge","static_shrink","static_shrink","normal","0p25",1000,"ridge","vb","PASS",TRUE,1,,"baseline_original","baseline","WARN",TRUE,2,15.933,"static_refresh_compact","rhsns_impl_refresh_20260329",-1,"al_better",,
"static_shrink::normal::0p95::100::rhs","root__static_shrink__normal__tau_0p95__tt_100__rhs","static_shrink","static_shrink","normal","0p95",100,"rhs","mcmc","PASS",TRUE,1,7.001,"static_refresh_compact","rhsns_impl_refresh_20260329","PASS",TRUE,1,165.837,"hybrid_291_selection","F085_sub2_s100",0,"tie",23.687616,"al"
"static_shrink::normal::0p95::100::rhs","root__static_shrink__normal__tau_0p95__tt_100__rhs","static_shrink","static_shrink","normal","0p95",100,"rhs","vb","PASS",TRUE,1,1.071,"static_refresh_compact","rhsns_impl_refresh_20260329","PASS",TRUE,1,8.88,"static_refresh_compact","rhsns_impl_refresh_20260329",0,"tie",8.291317,"al"
"static_shrink::normal::0p95::100::ridge","root__static_shrink__normal__tau_0p95__tt_100__ridge","static_shrink","static_shrink","normal","0p95",100,"ridge","mcmc","PASS",TRUE,1,7.747,"static_refresh_compact","rhsns_impl_refresh_20260329","PASS",TRUE,1,94.545,"hybrid_291_selection","F0845_sub2_s1025",0,"tie",12.204079,"al"
"static_shrink::normal::0p95::100::ridge","root__static_shrink__normal__tau_0p95__tt_100__ridge","static_shrink","static_shrink","normal","0p95",100,"ridge","vb","PASS",TRUE,1,,"baseline_original","baseline","PASS",TRUE,1,8.841,"static_refresh_compact","rhsns_impl_refresh_20260329",0,"tie",,
"static_shrink::normal::0p95::1000::rhs","root__static_shrink__normal__tau_0p95__tt_1000__rhs","static_shrink","static_shrink","normal","0p95",1000,"rhs","mcmc","PASS",TRUE,1,9.512,"static_refresh_compact","rhsns_impl_refresh_20260329","PASS",TRUE,1,61.36,"hybrid_291_selection","F080_sub2_s105",0,"tie",6.450799,"al"
"static_shrink::normal::0p95::1000::rhs","root__static_shrink__normal__tau_0p95__tt_1000__rhs","static_shrink","static_shrink","normal","0p95",1000,"rhs","vb","PASS",TRUE,1,,"baseline_original","baseline","PASS",TRUE,1,13.594,"static_refresh_compact","rhsns_impl_refresh_20260329",0,"tie",,
"static_shrink::normal::0p95::1000::ridge","root__static_shrink__normal__tau_0p95__tt_1000__ridge","static_shrink","static_shrink","normal","0p95",1000,"ridge","mcmc","PASS",TRUE,1,10.148,"static_refresh_compact","rhsns_impl_refresh_20260329","WARN",TRUE,2,62.346,"hybrid_291_selection","F085_sub2_s100",-1,"al_better",6.143674,"al"
"static_shrink::normal::0p95::1000::ridge","root__static_shrink__normal__tau_0p95__tt_1000__ridge","static_shrink","static_shrink","normal","0p95",1000,"ridge","vb","PASS",TRUE,1,,"baseline_original","baseline","PASS",TRUE,1,13.071,"static_refresh_compact","rhsns_impl_refresh_20260329",0,"tie",,
