"case_key","scenario_key","scope_label","block","root_kind","family","tau_label","fit_size","prior_semantics","inference","model","method_id","selected_pool","selected_pool_group","selected_candidate","selected_variant_tag","selected_source_subtype","gate_overall","healthy","runtime_sec","diagnostic_source_type","signoff_reason","selection_reason","selected_fit_path_rel","selected_health_path_rel","selected_summary_path_rel"
"dynamic::normal::0p25::5000::default::exdqlm::vb","dynamic::normal::0p25::5000::default","root__dynamic__normal__tau_0p25__lasttt_5000","dynamic","dynamic","normal","0p25",5000,"default","vb","exdqlm","vb__exdqlm","syncedbase_faithful_replay_20260407","promoted","row_0032","orig288_sync0p4p0_faithful_20260407","phase1_vb_all","PASS",TRUE,507.891,"candidate_health_csv","","Promote synced-base faithful replay row row_0032 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p25_fit_orig288_sync0p4p0_faithful_20260407.rds","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0032.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0032.csv"
"dynamic::normal::0p95::500::default::dqlm::mcmc","dynamic::normal::0p95::500::default","root__dynamic__normal__tau_0p95__lasttt_500","dynamic","dynamic","normal","0p95",500,"default","mcmc","dqlm","mcmc__dqlm","baseline_original","baseline","baseline","baseline","baseline_original","WARN",TRUE,,"method_signoff_long","chain_marginal_but_usable","Baseline original fit already healthy and no promoted candidate was required.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_dqlm_tau_0p95_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv",""
"dynamic::normal::0p95::500::default::exdqlm::mcmc","dynamic::normal::0p95::500::default","root__dynamic__normal__tau_0p95__lasttt_500","dynamic","dynamic","normal","0p95",500,"default","mcmc","exdqlm","mcmc__exdqlm","dynamic_summary_csv","promoted","tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal","tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal","dynamic_archive_summary","PASS",TRUE,1645.373,"summary_row_csv","","Promoted `tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal` because it upgraded the original FAIL baseline to `PASS` with explicit health evidence.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal_exdqlm_normal_TT500.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal.csv"
"dynamic::normal::0p95::500::default::dqlm::vb","dynamic::normal::0p95::500::default","root__dynamic__normal__tau_0p95__lasttt_500","dynamic","dynamic","normal","0p95",500,"default","vb","dqlm","vb__dqlm","syncedbase_faithful_replay_20260407","promoted","row_0033","orig288_sync0p4p0_faithful_20260407","phase1_vb_all","PASS",TRUE,36.012,"candidate_health_csv","","Promote synced-base faithful replay row row_0033 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_dqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0033.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0033.csv"
"dynamic::normal::0p95::500::default::exdqlm::vb","dynamic::normal::0p95::500::default","root__dynamic__normal__tau_0p95__lasttt_500","dynamic","dynamic","normal","0p95",500,"default","vb","exdqlm","vb__exdqlm","syncedbase_faithful_replay_20260407","promoted","row_0034","orig288_sync0p4p0_faithful_20260407","phase1_vb_all","PASS",TRUE,152.831,"candidate_health_csv","","Promote synced-base faithful replay row row_0034 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0034.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0034.csv"
"dynamic::normal::0p95::5000::default::dqlm::mcmc","dynamic::normal::0p95::5000::default","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic","dynamic","normal","0p95",5000,"default","mcmc","dqlm","mcmc__dqlm","syncedbase_faithful_replay_20260407","promoted","row_0281","orig288_sync0p4p0_faithful_20260407","phase5_dynamic_mcmc","PASS",TRUE,1753.689,"candidate_health_csv","","Promote synced-base faithful replay row row_0281 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_dqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0281.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0281.csv"
"dynamic::normal::0p95::5000::default::exdqlm::mcmc","dynamic::normal::0p95::5000::default","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic","dynamic","normal","0p95",5000,"default","mcmc","exdqlm","mcmc__exdqlm","dynamic_summary_csv","promoted","tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal","tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal","dynamic_archive_summary","PASS",TRUE,19134.688,"summary_row_csv","","Promoted `tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal_exdqlm_normal_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal.csv"
"dynamic::normal::0p95::5000::default::dqlm::vb","dynamic::normal::0p95::5000::default","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic","dynamic","normal","0p95",5000,"default","vb","dqlm","vb__dqlm","syncedbase_faithful_replay_20260407","promoted","row_0035","orig288_sync0p4p0_faithful_20260407","phase1_vb_all","PASS",TRUE,394.194,"candidate_health_csv","","Promote synced-base faithful replay row row_0035 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_dqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0035.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0035.csv"
"dynamic::normal::0p95::5000::default::exdqlm::vb","dynamic::normal::0p95::5000::default","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic","dynamic","normal","0p95",5000,"default","vb","exdqlm","vb__exdqlm","syncedbase_faithful_replay_20260407","promoted","row_0036","orig288_sync0p4p0_faithful_20260407","phase1_vb_all","PASS",TRUE,886.794,"candidate_health_csv","","Promote synced-base faithful replay row row_0036 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0036.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0036.csv"
"static_paper::gausmix::0p05::100::paper::al::mcmc","static_paper::gausmix::0p05::100::paper","root__static_paper__gausmix__tau_0p05__tt_100","static_paper","static_paper","gausmix","0p05",100,"paper","mcmc","al","mcmc__al","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,6.269,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_al_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_paper::gausmix::0p05::100::paper::exal::mcmc","static_paper::gausmix::0p05::100::paper","root__static_paper__gausmix__tau_0p05__tt_100","static_paper","static_paper","gausmix","0p05",100,"paper","mcmc","exal","mcmc__exal","hybrid_291_selection","promoted","F080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403","static_refresh_nonfail","PASS",TRUE,53.56,"summary_row_csv","","Promoted `static_exal_f080_sub2_s105_rhsns_current_20260403` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_static_exal_f080_sub2_s105_rhsns_current_20260403.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_health_static_exal_f080_sub2_s105_rhsns_current_20260403_exal_gausmix_TT100.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_health_summary_static_exal_f080_sub2_s105_rhsns_current_20260403.csv"
"static_paper::gausmix::0p05::100::paper::al::vb","static_paper::gausmix::0p05::100::paper","root__static_paper__gausmix__tau_0p05__tt_100","static_paper","static_paper","gausmix","0p05",100,"paper","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/vb/vb_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/tables/method_signoff_long.csv",""
"static_paper::gausmix::0p05::100::paper::exal::vb","static_paper::gausmix::0p05::100::paper","root__static_paper__gausmix__tau_0p05__tt_100","static_paper","static_paper","gausmix","0p05",100,"paper","vb","exal","vb__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,10.362,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/vb/vb_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_paper::gausmix::0p05::1000::paper::al::mcmc","static_paper::gausmix::0p05::1000::paper","root__static_paper__gausmix__tau_0p05__tt_1000","static_paper","static_paper","gausmix","0p05",1000,"paper","mcmc","al","mcmc__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","adequate_chain_length; acceptable_ess_acf_geweke_drift","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/method_signoff_long.csv",""
"static_paper::gausmix::0p05::1000::paper::exal::mcmc","static_paper::gausmix::0p05::1000::paper","root__static_paper__gausmix__tau_0p05__tt_1000","static_paper","static_paper","gausmix","0p05",1000,"paper","mcmc","exal","mcmc__exal","hybrid_291_selection","promoted","F085_sub2_s100","failband2_F085_sub2_s100","static_residual_broad_default","PASS",TRUE,65.241,"summary_row_csv","","Promoted `failband2_F085_sub2_s100` because it upgraded the original FAIL baseline to `PASS` with explicit health evidence.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_failband2_F085_sub2_s100.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_health_failband2_F085_sub2_s100_exal_gausmix_TT1000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv"
"static_paper::gausmix::0p05::1000::paper::al::vb","static_paper::gausmix::0p05::1000::paper","root__static_paper__gausmix__tau_0p05__tt_1000","static_paper","static_paper","gausmix","0p05",1000,"paper","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/vb/vb_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/method_signoff_long.csv",""
"static_paper::gausmix::0p05::1000::paper::exal::vb","static_paper::gausmix::0p05::1000::paper","root__static_paper__gausmix__tau_0p05__tt_1000","static_paper","static_paper","gausmix","0p05",1000,"paper","vb","exal","vb__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,14.528,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/vb/vb_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_paper::gausmix::0p25::100::paper::al::mcmc","static_paper::gausmix::0p25::100::paper","root__static_paper__gausmix__tau_0p25__tt_100","static_paper","static_paper","gausmix","0p25",100,"paper","mcmc","al","mcmc__al","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,19.805,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_al_tau_0p25_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_paper::gausmix::0p25::100::paper::exal::mcmc","static_paper::gausmix::0p25::100::paper","root__static_paper__gausmix__tau_0p25__tt_100","static_paper","static_paper","gausmix","0p25",100,"paper","mcmc","exal","mcmc__exal","hybrid_291_selection","promoted","F085_sub2_s100","failband2_F085_sub2_s100","static_residual_broad_default","WARN",TRUE,54.294,"summary_row_csv","","Promoted `failband2_F085_sub2_s100` because it upgraded the original FAIL baseline to `WARN` with explicit health evidence.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p25_fit_failband2_F085_sub2_s100.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_health_failband2_F085_sub2_s100_exal_gausmix_TT100.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv"
"static_paper::gausmix::0p25::100::paper::al::vb","static_paper::gausmix::0p25::100::paper","root__static_paper__gausmix__tau_0p25__tt_100","static_paper","static_paper","gausmix","0p25",100,"paper","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/vb/vb_al_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/tables/method_signoff_long.csv",""
"static_paper::gausmix::0p25::100::paper::exal::vb","static_paper::gausmix::0p25::100::paper","root__static_paper__gausmix__tau_0p25__tt_100","static_paper","static_paper","gausmix","0p25",100,"paper","vb","exal","vb__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","WARN",TRUE,13.626,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it upgraded the original FAIL baseline to `WARN` with explicit health evidence.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/vb/vb_exal_tau_0p25_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_paper::gausmix::0p25::1000::paper::al::mcmc","static_paper::gausmix::0p25::1000::paper","root__static_paper__gausmix__tau_0p25__tt_1000","static_paper","static_paper","gausmix","0p25",1000,"paper","mcmc","al","mcmc__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","adequate_chain_length; acceptable_ess_acf_geweke_drift","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_al_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/method_signoff_long.csv",""
"static_paper::gausmix::0p25::1000::paper::exal::mcmc","static_paper::gausmix::0p25::1000::paper","root__static_paper__gausmix__tau_0p25__tt_1000","static_paper","static_paper","gausmix","0p25",1000,"paper","mcmc","exal","mcmc__exal","syncedbase_targeted_followup_20260407","promoted","row_0018","orig288_sync0p4p0_followup_20260407","phase2_static_exal_rowlocal","PASS",TRUE,59.175,"candidate_health_csv","","Promote synced-base targeted follow-up row row_0018 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_sync0p4p0_followup_20260407_row152_row87_none.rds","tools/merge_reports/full288_original288_syncedbase_targeted_followup_20260407/health/health_0018.csv","tools/merge_reports/full288_original288_syncedbase_targeted_followup_20260407/health/health_0018.csv"
"static_paper::gausmix::0p25::1000::paper::al::vb","static_paper::gausmix::0p25::1000::paper","root__static_paper__gausmix__tau_0p25__tt_1000","static_paper","static_paper","gausmix","0p25",1000,"paper","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/vb/vb_al_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/method_signoff_long.csv",""
"static_paper::gausmix::0p25::1000::paper::exal::vb","static_paper::gausmix::0p25::1000::paper","root__static_paper__gausmix__tau_0p25__tt_1000","static_paper","static_paper","gausmix","0p25",1000,"paper","vb","exal","vb__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","WARN",TRUE,16.775,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it upgraded the original FAIL baseline to `WARN` with explicit health evidence.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/vb/vb_exal_tau_0p25_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_paper::gausmix::0p95::100::paper::al::mcmc","static_paper::gausmix::0p95::100::paper","root__static_paper__gausmix__tau_0p95__tt_100","static_paper","static_paper","gausmix","0p95",100,"paper","mcmc","al","mcmc__al","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,6.278,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_al_tau_0p95_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
