"base_row_id","rhsns_original_case_key","accepted_original_case_key","family","tau_label","fit_size","row_id","phase","profile_id_row","gate_current","accepted_compare","rebuild_compare","runtime_sec","q_rmse_rank","beta_rmse_rank","beta_coverage_gap_rank","cie_rank","selected_source_type","selected_source_subtype","selected_candidate","selected_variant_tag","selected_fit_path","selected_health_path","selected_summary_path","selection_mode","selection_reason"
68,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","static_shrink::normal::0p25::1000::rhs::exal::mcmc","normal","0p25",1000,13,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_rw_none_f0835_s1025_xlong","WARN","matches_accepted","better_than_accepted",133.111,0.103419167250588,0.0434824804295534,0.05,-0.909090909090909,"rhsns_exal_mcmc_final_closure_20260410","phase1_static_shrink_rhsns_exal_mcmc_final_closure","row_0013","orig288_static_shrink_rhsns_exal_mcmc_final_closure_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_final_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_exal_mcmc_final_closure_20260410__final_rw_none_f0835_s1025_xlong.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_final_closure_20260410/health/health_0013.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_final_closure_20260410/health/health_0013.csv","promoted_rhsns_final_closure_working_baseline","Promote corrected rhs_ns final-closure row row_0013 for static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc after improving the rhs_ns working baseline from FAIL to WARN."
