"base_row_id","original_case_key","selected_source_type","selected_source_subtype","selected_variant_tag","source_config_csv","source_run_config_path","source_config_style","resolution_score","source_seed","seed_1","seed_2","seed_3","seed_4"
110,"static_paper::laplace::0p25::1000::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0055_run_config.rds","nested",60,195104,195104,195205,196113,205111
111,"static_paper::laplace::0p25::1000::paper::exal::mcmc","hybrid_291_selection","static_refresh_nonfail","static_exal_f080_sub2_s105_rhsns_current_20260403","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0164_run_config.rds","nested",60,216117,216117,216218,217126,226124
112,"static_paper::laplace::0p25::1000::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0056_run_config.rds","nested",60,205801,205801,205902,206810,215808
113,"static_paper::laplace::0p95::100::paper::al::mcmc","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0165_run_config.rds","nested",60,202113,202113,202214,203122,212120
114,"static_paper::laplace::0p95::100::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0057_run_config.rds","nested",60,192397,192397,192498,193406,202404
115,"static_paper::laplace::0p95::100::paper::exal::mcmc","hybrid_291_selection","static_local_override","repairmap6_F0825_sub2_s100","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0166_run_config.rds","nested",60,212989,212989,213090,213998,222996
116,"static_paper::laplace::0p95::100::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0058_run_config.rds","nested",60,202873,202873,202974,203882,212880
117,"static_paper::laplace::0p95::1000::paper::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0167_run_config.rds","nested",60,205202,205202,205303,206211,215209
118,"static_paper::laplace::0p95::1000::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0059_run_config.rds","nested",60,195286,195286,195387,196295,205293
119,"static_paper::laplace::0p95::1000::paper::exal::mcmc","hybrid_291_selection","static_refresh_nonfail","static_exal_f080_sub2_s105_rhsns_current_20260403","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0168_run_config.rds","nested",60,216299,216299,216400,217308,226306
120,"static_paper::laplace::0p95::1000::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0060_run_config.rds","nested",60,205983,205983,206084,206992,215990
121,"static_paper::normal::0p05::100::paper::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0169_run_config.rds","nested",60,198101,198101,198202,199110,208108
122,"static_paper::normal::0p05::100::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0061_run_config.rds","nested",60,188585,188585,188686,189594,198592
123,"static_paper::normal::0p05::100::paper::exal::mcmc","hybrid_291_selection","static_residual_broad_default","failband2_F085_sub2_s100","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0170_run_config.rds","nested",60,208756,208756,208857,209765,218763
124,"static_paper::normal::0p05::100::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0062_run_config.rds","nested",60,198840,198840,198941,199849,208847
125,"static_paper::normal::0p05::1000::paper::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0171_run_config.rds","nested",60,201142,201142,201243,202151,211149
126,"static_paper::normal::0p05::1000::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0063_run_config.rds","nested",60,191426,191426,191527,192435,201433
127,"static_paper::normal::0p05::1000::paper::exal::mcmc","hybrid_291_selection","static_residual_broad_default","failband2_F085_sub2_s100","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0172_run_config.rds","nested",60,212018,212018,212119,213027,222025
128,"static_paper::normal::0p05::1000::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0064_run_config.rds","nested",60,201902,201902,202003,202911,211909
129,"static_paper::normal::0p25::100::paper::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0173_run_config.rds","nested",60,198151,198151,198252,199160,208158
130,"static_paper::normal::0p25::100::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0065_run_config.rds","nested",60,188635,188635,188736,189644,198642
131,"static_paper::normal::0p25::100::paper::exal::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0174_run_config.rds","nested",60,208806,208806,208907,209815,218813
132,"static_paper::normal::0p25::100::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0066_run_config.rds","nested",60,198890,198890,198991,199899,208897
133,"static_paper::normal::0p25::1000::paper::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0175_run_config.rds","nested",60,201192,201192,201293,202201,211199
134,"static_paper::normal::0p25::1000::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0067_run_config.rds","nested",60,191476,191476,191577,192485,201483
135,"static_paper::normal::0p25::1000::paper::exal::mcmc","hybrid_291_selection","static_local_override","rowfix9_R135_F0825_sub2_s105_none_seed2026091351","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0176_run_config.rds","nested",60,212068,212068,212169,213077,222075
136,"static_paper::normal::0p25::1000::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0068_run_config.rds","nested",60,201952,201952,202053,202961,211959
137,"static_paper::normal::0p95::100::paper::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0177_run_config.rds","nested",60,198326,198326,198427,199335,208333
138,"static_paper::normal::0p95::100::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0069_run_config.rds","nested",60,188810,188810,188911,189819,198817
139,"static_paper::normal::0p95::100::paper::exal::mcmc","hybrid_291_selection","static_refresh_nonfail","static_exal_f080_sub2_s105_rhsns_current_20260403","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0178_run_config.rds","nested",60,208981,208981,209082,209990,218988
140,"static_paper::normal::0p95::100::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0070_run_config.rds","nested",60,199065,199065,199166,200074,209072
141,"static_paper::normal::0p95::1000::paper::al::mcmc","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0179_run_config.rds","nested",60,201367,201367,201468,202376,211374
142,"static_paper::normal::0p95::1000::paper::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0071_run_config.rds","nested",60,191651,191651,191752,192660,201658
143,"static_paper::normal::0p95::1000::paper::exal::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0180_run_config.rds","nested",60,212243,212243,212344,213252,222250
144,"static_paper::normal::0p95::1000::paper::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0072_run_config.rds","nested",60,202127,202127,202228,203136,212134
145,"static_shrink::gausmix::0p05::100::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0037_run_config.rds","flat",240,2026049371,2026049371,2026049472,2026050380,2026059378
146,"static_shrink::gausmix::0p05::100::rhs_ns::al::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0001_run_config.rds","flat",240,2026049010,2026049010,2026049111,2026050019,2026059017
147,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","rhsns_exal_mcmc_repair_20260410","phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","orig288_static_shrink_rhsns_exal_mcmc_repair_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_repair_20260410/configs/row_0022_run_config.rds","flat",200,2026041382,2026041382,2026041483,2026042391,2026051389
148,"static_shrink::gausmix::0p05::100::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0002_run_config.rds","flat",240,2026049022,2026049022,2026049123,2026050031,2026059029
149,"static_shrink::gausmix::0p05::100::ridge::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0181_run_config.rds","nested",60,206751,206751,206852,207760,216758
150,"static_shrink::gausmix::0p05::100::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0075_run_config.rds","nested",60,196835,196835,196936,197844,206842
151,"static_shrink::gausmix::0p05::100::ridge::exal::mcmc","hybrid_291_selection","static_refresh_nonfail","static_exal_f080_sub2_s105_rhsns_current_20260403","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0182_run_config.rds","nested",60,217848,217848,217949,218857,227855
152,"static_shrink::gausmix::0p05::100::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0076_run_config.rds","nested",60,207532,207532,207633,208541,217539
153,"static_shrink::gausmix::0p05::1000::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0039_run_config.rds","flat",240,2026049391,2026049391,2026049492,2026050400,2026059398
154,"static_shrink::gausmix::0p05::1000::rhs_ns::al::vb","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0003_run_config.rds","flat",240,2026049030,2026049030,2026049131,2026050039,2026059037
155,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::mcmc","rhsns_exal_mcmc_repair_20260410","phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","orig288_static_shrink_rhsns_exal_mcmc_repair_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_repair_20260410/configs/row_0025_run_config.rds","flat",200,2026053079,2026053079,2026053180,2026054088,2026063086
156,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0004_run_config.rds","flat",240,2026049042,2026049042,2026049143,2026050051,2026059049
157,"static_shrink::gausmix::0p05::1000::ridge::al::mcmc","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0183_run_config.rds","nested",60,209875,209875,209976,210884,219882
158,"static_shrink::gausmix::0p05::1000::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0079_run_config.rds","nested",60,199759,199759,199860,200768,209766
159,"static_shrink::gausmix::0p05::1000::ridge::exal::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0184_run_config.rds","nested",60,221193,221193,221294,222202,231200
160,"static_shrink::gausmix::0p05::1000::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0080_run_config.rds","nested",60,210677,210677,210778,211686,220684
161,"static_shrink::gausmix::0p25::100::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0041_run_config.rds","flat",240,2026049411,2026049411,2026049512,2026050420,2026059418
162,"static_shrink::gausmix::0p25::100::rhs_ns::al::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0005_run_config.rds","flat",240,2026049050,2026049050,2026049151,2026050059,2026059057
163,"static_shrink::gausmix::0p25::100::rhs_ns::exal::mcmc","rhsns_exal_mcmc_repair_20260410","phase1_static_shrink_rhsns_exal_mcmc_crash_repair","orig288_static_shrink_rhsns_exal_mcmc_repair_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_repair_20260410/configs/row_0003_run_config.rds","flat",200,2026041423,2026041423,2026041524,2026042432,2026051430
164,"static_shrink::gausmix::0p25::100::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0006_run_config.rds","flat",240,2026049062,2026049062,2026049163,2026050071,2026059069
