"rebuild_compare","total","done","missing","pass","warn","fail","healthy","better_than_accepted","matches_accepted","worse_than_accepted","better_than_rebuild","matches_rebuild","worse_than_rebuild","pending_compare"
"pending",24,0,24,0,0,0,0,0,0,0,0,0,0,24
