"candidate_id","n_rows"
"F0825_sub2_s100",3
"F0845_sub2_s1025",3
"F0825_sub2_s1025",2
"F0835_sub2_s1025",2
"F0840_sub2_s1025",2
"F0845_sub2_s100",2
"F0825_sub2_s105",1
"F0830_sub2_s1025",1
"F0830_sub2_s105",1
"F0840_sub2_s100",1
"F085_sub2_s100",1
"F085_sub2_s1025",1
"F0860_sub2_s100",1
"F0875_sub2_s105",1
