"case_key","row_id","scenario_key","workstream","scope_label","block","root_kind","family","tau_label","fit_size","prior_semantics","model","inference","method","root_id","baseline_gate_overall","baseline_healthy","selected_source_type","selected_source_subtype","selected_pool","selected_pool_group","selected_candidate","selected_variant_tag","selected_fit_path","selected_health_path","selected_summary_path","source_path","gate_overall","healthy","state","runtime_sec","improved_over_baseline","selection_mode","selection_reason","provenance_source","diagnostic_source_type","diagnostic_row_selector","run_root","run_root_rel","root_id","method","signoff_grade_source","source_gate_matches_selected","comparison_eligible","convergence_certified","signoff_reason","status_source","finite_ok","domain_ok","execution_healthy_source","vb_converged","vb_stop_reason","vb_trace_length","vb_elbo_tail_rel_range","vb_elbo_tail_rel_drift","vb_sigma_tail_rel_range","vb_gamma_tail_rel_range","vb_s_tail_rel_range","vb_delta_state_last","vb_delta_sigma_last","vb_delta_gamma_last","vb_delta_s_last","vb_ld_trace_rows","vb_ld_local_mode_pass","vb_ld_committed_stable_tail","vb_ld_candidate_local_pass_rate_tail","vb_ld_committed_local_pass_rate_tail","vb_ld_mode_fallback_rate","vb_ld_stabilized_rate_tail","vb_rhs_collapse_flag","vb_rhs_tau_near_zero","vb_rhs_beta_collapse","vb_rhs_tau","vb_rhs_c2","vb_rhs_lambda_mean","mh_kernel","kernel_exact","rhs_collapse_flag","rhs_collapse_sources","n_keep","n_burn","n_mcmc","ess_sigma","ess_gamma","ess_sigma_per1k","ess_gamma_per1k","acf1_sigma","acf1_gamma","geweke_sigma","geweke_gamma","half_drift_sigma","half_drift_gamma","accept_keep","accept_burn","accept_overall","gate_ess_sigma","gate_acf1_sigma","gate_geweke_sigma","gate_half_drift_sigma","gate_ess_gamma","gate_acf1_gamma","gate_geweke_gamma","gate_half_drift_gamma","gate_sigma","gate_gamma","selected_fit_path_abs","selected_health_path_abs","selected_summary_path_abs","selected_fit_path_rel","selected_health_path_rel","selected_summary_path_rel","source_path_abs","source_path_rel","method_id","gate_rank_num","baseline_gate_rank_num"
"dynamic::gausmix::0p05::500::default::dqlm::mcmc",1,"dynamic::gausmix::0p05::500::default","dynamic","root__dynamic__gausmix__tau_0p05__lasttt_500","dynamic","dynamic","gausmix","0p05",500,"default","dqlm","mcmc","mcmc::dqlm","root__dynamic__gausmix__tau_0p05__lasttt_500","FAIL",FALSE,"dynamic_archive_rescore_20260405","archive_rescore_existing","dynamic_archive_rescore_20260405","promoted","archive_existing","rhsns_full_relaunch_20260327","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_dqlm_tau_0p05_fit_rhsns_full_relaunch_20260327.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_residual_20260405/health/health_0004.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_residual_20260405/health/health_0004.csv","PASS",TRUE,"PASS",449.166,TRUE,"promoted_dynamic_residual","Promote dynamic residual candidate rhsns_full_relaunch_20260327 from phase archive_rescore_existing after improving original baseline from FAIL to PASS.","dynamic_archive_rescore_20260405","candidate_health_csv","candidate_path_row_id_family_tau_fit_model_variant","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500::dqlm::mcmc","mcmc::dqlm","PASS",TRUE,TRUE,TRUE,,"SUCCESS",,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1000,500,1000,132.760275805372,,132.760275805372,,0.514635620549832,,0.305865698957827,,0.151881160338171,,,,,"PASS","PASS","PASS","PASS",,,,,"PASS",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_dqlm_tau_0p05_fit_rhsns_full_relaunch_20260327.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_residual_20260405/health/health_0004.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_dqlm_tau_0p05_fit_rhsns_full_relaunch_20260327.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_residual_20260405/health/health_0004.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_residual_20260405/health/health_0004.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_residual_20260405/health/health_0004.csv","mcmc__dqlm",1,3
"dynamic::gausmix::0p05::500::default::exdqlm::mcmc",3,"dynamic::gausmix::0p05::500::default","dynamic","root__dynamic__gausmix__tau_0p05__lasttt_500","dynamic","dynamic","gausmix","0p05",500,"default","exdqlm","mcmc","mcmc::exdqlm","root__dynamic__gausmix__tau_0p05__lasttt_500","FAIL",FALSE,"dynamic_tail7_rw_20260406","tt500_rw_refresh4","dynamic_tail7_rw_20260406","promoted","mcmc_exdqlm_rw_refresh_tt500","orig288_dyn_tail7_rw_refresh4_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_refresh4_20260406.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_tail7_rw_20260406/health/health_0008.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_tail7_rw_20260406/health/health_0008.csv","WARN",TRUE,"WARN",936.98,TRUE,"promoted_dynamic_tail7_rw","Promote dynamic tail7-rw candidate orig288_dyn_tail7_rw_refresh4_20260406 from phase tt500_rw_refresh4 after improving original baseline from FAIL to WARN.","dynamic_tail7_rw_20260406","candidate_health_csv","candidate_path_row_id_family_tau_fit_model_variant","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500::exdqlm::mcmc","mcmc::exdqlm","WARN",TRUE,TRUE,TRUE,,"SUCCESS",,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,"laplace_rw",TRUE,FALSE,,6000,2000,6000,53.0555227735314,36.03120035106,8.8425871289219,6.00520005851,0.978798214100069,0.988281151610702,1.62016892264798,1.20124517052024,0.548122307846451,0.524776959062196,0.06,,0.06,"WARN","PASS","PASS","WARN","WARN","WARN","PASS","WARN","WARN","WARN","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_refresh4_20260406.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_tail7_rw_20260406/health/health_0008.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_refresh4_20260406.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_tail7_rw_20260406/health/health_0008.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_tail7_rw_20260406/health/health_0008.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_original288_dynamic_tail7_rw_20260406/health/health_0008.csv","mcmc__exdqlm",2,3
"dynamic::gausmix::0p05::500::default::dqlm::vb",2,"dynamic::gausmix::0p05::500::default","dynamic","root__dynamic__gausmix__tau_0p05__lasttt_500","dynamic","dynamic","gausmix","0p05",500,"default","dqlm","vb","vb::dqlm","root__dynamic__gausmix__tau_0p05__lasttt_500","PASS",TRUE,"baseline_original","baseline_original","baseline_original","baseline","baseline","baseline","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_dqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv","PASS",TRUE,"PASS",,FALSE,"baseline_kept","Baseline original fit already healthy and no promoted candidate was required.","baseline_original","method_signoff_long","inference_model","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","root__dynamic__gausmix__tau_0p05__lasttt_500","vb::dqlm","PASS",,TRUE,TRUE,"vb_converged; stable_tail","SUCCESS",TRUE,TRUE,TRUE,TRUE,"joint_converged",72,1.08986611470178e-06,1.08986611470178e-06,1.30977380070498e-05,,,0.0135923511661531,0.00046799224020333,,,0,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"PASS",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_dqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_dqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv","vb__dqlm",1,1
"dynamic::gausmix::0p05::500::default::exdqlm::vb",4,"dynamic::gausmix::0p05::500::default","dynamic","root__dynamic__gausmix__tau_0p05__lasttt_500","dynamic","dynamic","gausmix","0p05",500,"default","exdqlm","vb","vb::exdqlm","root__dynamic__gausmix__tau_0p05__lasttt_500","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase1_vb_all","syncedbase_faithful_replay_20260407","promoted","row_0002","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p05_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","PASS",TRUE,"PASS",631.985,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0002 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","syncedbase_faithful_replay_20260407","candidate_health_csv","candidate_path_row_id_family_tau_fit_model_variant","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500::exdqlm::vb","vb::exdqlm","PASS",TRUE,TRUE,TRUE,,"SUCCESS",,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"PASS","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p05_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p05_fit_orig288_sync0p4p0_faithful_20260407.rds","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0002.csv","vb__exdqlm",1,2
"dynamic::gausmix::0p05::5000::default::dqlm::mcmc",5,"dynamic::gausmix::0p05::5000::default","dynamic","root__dynamic__gausmix__tau_0p05__lasttt_5000","dynamic","dynamic","gausmix","0p05",5000,"default","dqlm","mcmc","mcmc::dqlm","root__dynamic__gausmix__tau_0p05__lasttt_5000","WARN",TRUE,"hybrid_291_selection","dynamic_historical_reusable","hybrid_291_selection","promoted","dynamic_tail_cppgig_refresh_20260331","dynamic_tail_cppgig_refresh_20260331","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_dqlm_tau_0p05_fit_dynamic_tail_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_dynamic_tail_cppgig_refresh_20260331/health/health_0005.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_dynamic_tail_cppgig_refresh_20260331/rows/row_0005.csv","PASS",TRUE,"PASS",6321.724,TRUE,"promoted_over_healthy_baseline","Promoted `dynamic_tail_cppgig_refresh_20260331` because it improved the original baseline gate from `WARN` to `PASS`.","hybrid_291_selection","candidate_health_csv","candidate_path_row_id_family_tau_fit_model_variant","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000::dqlm::mcmc","mcmc::dqlm","PASS",TRUE,TRUE,TRUE,,"SUCCESS",,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,8000,3000,8000,1098.53279600425,,137.316599500531,,0.53867521853577,,1.97729807692596,,0.111013593228152,,,,,"PASS","PASS","PASS","PASS",,,,,"PASS",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_dqlm_tau_0p05_fit_dynamic_tail_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_dynamic_tail_cppgig_refresh_20260331/health/health_0005.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_dqlm_tau_0p05_fit_dynamic_tail_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_dynamic_tail_cppgig_refresh_20260331/health/health_0005.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_dynamic_tail_cppgig_refresh_20260331/rows/row_0005.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_dynamic_tail_cppgig_refresh_20260331/rows/row_0005.csv","mcmc__dqlm",1,2
"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc",7,"dynamic::gausmix::0p05::5000::default","dynamic","root__dynamic__gausmix__tau_0p05__lasttt_5000","dynamic","dynamic","gausmix","0p05",5000,"default","exdqlm","mcmc","mcmc::exdqlm","root__dynamic__gausmix__tau_0p05__lasttt_5000","FAIL",FALSE,"baseline_original","baseline_original","baseline_original","baseline","baseline","baseline","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv","FAIL",FALSE,"FAIL",,FALSE,"unresolved_baseline_fail","Baseline original fit remains FAIL and no promoted candidate with explicit non-FAIL evidence was available.","baseline_original","method_signoff_long","inference_model","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000","root__dynamic__gausmix__tau_0p05__lasttt_5000","mcmc::exdqlm","FAIL",,FALSE,FALSE,"low_ess; geweke_drift; half_chain_drift","SUCCESS",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,1000,,1000,5.00829090278582,1.67676569332173,5.00829090278582,1.67676569332173,0.990023397333548,0.99664873328108,12.6014773443119,24.2244785762525,1.63417760865175,1.70829296268706,0.283,0.458,0.341333333333333,,,,,,,,,"FAIL","FAIL","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv","mcmc__exdqlm",3,3
