parent_task_id	parent_task_type	child_task_id	child_task_type	dependency_role	root_kind	family	tau	fit_size	prior
campaign__static_shrink	campaign_review	review__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	gausmix	0.95	1000	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p05__tt_100__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.05	100	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p05__tt_100__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.05	100	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p05__tt_1000__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.05	1000	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p05__tt_1000__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.05	1000	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p25__tt_100__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.25	100	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p25__tt_100__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.25	100	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p25__tt_1000__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.25	1000	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p25__tt_1000__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.25	1000	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p95__tt_100__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.95	100	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p95__tt_100__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.95	100	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p95__tt_1000__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.95	1000	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__laplace__tau_0p95__tt_1000__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	laplace	0.95	1000	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p05__tt_100__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.05	100	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p05__tt_100__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.05	100	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p05__tt_1000__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.05	1000	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p05__tt_1000__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.05	1000	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p25__tt_100__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.25	100	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p25__tt_100__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.25	100	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p25__tt_1000__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.25	1000	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p25__tt_1000__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.25	1000	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p95__tt_100__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.95	100	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p95__tt_100__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.95	100	ridge
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p95__tt_1000__rhs	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.95	1000	rhs
campaign__static_shrink	campaign_review	review__root__static_shrink__normal__tau_0p95__tt_1000__ridge	root_review	requires_static_shrink_root_review_done	static_shrink	normal	0.95	1000	ridge
campaign__static_shrink	campaign_review	compare__static_shrink__normal__tau_0p05__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	normal	0.05	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__normal__tau_0p05__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	normal	0.05	1000	both
campaign__static_shrink	campaign_review	compare__static_shrink__normal__tau_0p25__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	normal	0.25	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__normal__tau_0p25__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	normal	0.25	1000	both
campaign__static_shrink	campaign_review	compare__static_shrink__normal__tau_0p95__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	normal	0.95	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__normal__tau_0p95__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	normal	0.95	1000	both
campaign__static_shrink	campaign_review	compare__static_shrink__laplace__tau_0p05__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	laplace	0.05	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__laplace__tau_0p05__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	laplace	0.05	1000	both
campaign__static_shrink	campaign_review	compare__static_shrink__laplace__tau_0p25__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	laplace	0.25	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__laplace__tau_0p25__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	laplace	0.25	1000	both
campaign__static_shrink	campaign_review	compare__static_shrink__laplace__tau_0p95__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	laplace	0.95	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__laplace__tau_0p95__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	laplace	0.95	1000	both
campaign__static_shrink	campaign_review	compare__static_shrink__gausmix__tau_0p05__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	gausmix	0.05	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__gausmix__tau_0p05__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	gausmix	0.05	1000	both
campaign__static_shrink	campaign_review	compare__static_shrink__gausmix__tau_0p25__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	gausmix	0.25	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__gausmix__tau_0p25__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	gausmix	0.25	1000	both
campaign__static_shrink	campaign_review	compare__static_shrink__gausmix__tau_0p95__tt_100	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	gausmix	0.95	100	both
campaign__static_shrink	campaign_review	compare__static_shrink__gausmix__tau_0p95__tt_1000	prior_compare	requires_ridge_vs_rhs_compare_done	static_shrink	gausmix	0.95	1000	both
campaign__dynamic	campaign_review	review__root__dynamic__gausmix__tau_0p05__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	gausmix	0.05	500	default
campaign__dynamic	campaign_review	review__root__dynamic__gausmix__tau_0p05__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	gausmix	0.05	5000	default
campaign__dynamic	campaign_review	review__root__dynamic__gausmix__tau_0p25__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	gausmix	0.25	500	default
campaign__dynamic	campaign_review	review__root__dynamic__gausmix__tau_0p25__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	gausmix	0.25	5000	default
campaign__dynamic	campaign_review	review__root__dynamic__gausmix__tau_0p95__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	gausmix	0.95	500	default
campaign__dynamic	campaign_review	review__root__dynamic__gausmix__tau_0p95__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	gausmix	0.95	5000	default
campaign__dynamic	campaign_review	review__root__dynamic__laplace__tau_0p05__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	laplace	0.05	500	default
campaign__dynamic	campaign_review	review__root__dynamic__laplace__tau_0p05__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	laplace	0.05	5000	default
campaign__dynamic	campaign_review	review__root__dynamic__laplace__tau_0p25__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	laplace	0.25	500	default
campaign__dynamic	campaign_review	review__root__dynamic__laplace__tau_0p25__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	laplace	0.25	5000	default
campaign__dynamic	campaign_review	review__root__dynamic__laplace__tau_0p95__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	laplace	0.95	500	default
campaign__dynamic	campaign_review	review__root__dynamic__laplace__tau_0p95__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	laplace	0.95	5000	default
campaign__dynamic	campaign_review	review__root__dynamic__normal__tau_0p05__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	normal	0.05	500	default
campaign__dynamic	campaign_review	review__root__dynamic__normal__tau_0p05__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	normal	0.05	5000	default
campaign__dynamic	campaign_review	review__root__dynamic__normal__tau_0p25__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	normal	0.25	500	default
campaign__dynamic	campaign_review	review__root__dynamic__normal__tau_0p25__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	normal	0.25	5000	default
campaign__dynamic	campaign_review	review__root__dynamic__normal__tau_0p95__lasttt_500	root_review	requires_dynamic_root_review_done	dynamic	normal	0.95	500	default
campaign__dynamic	campaign_review	review__root__dynamic__normal__tau_0p95__lasttt_5000	root_review	requires_dynamic_root_review_done	dynamic	normal	0.95	5000	default
campaign__global_cross_family_summary	global_summary	campaign__static_paper	campaign_review	requires_static_paper_campaign_review_done	NA	NA	NA	NA	NA
campaign__global_cross_family_summary	global_summary	campaign__static_shrink	campaign_review	requires_static_shrink_campaign_review_done	NA	NA	NA	NA	NA
campaign__global_cross_family_summary	global_summary	campaign__dynamic	campaign_review	requires_dynamic_campaign_review_done	NA	NA	NA	NA	NA
