"study","run_tag","git_sha","row_id","source_cell_id","scenario","family","tau","effective_fit_size","source_total_size","source_index_start","source_index_end","evaluation_split","model_family","model_variant","inference","prior","status","signoff_grade","runtime_sec","train_pinball_tau","train_qtrue_mae","train_qtrue_rmse","compact_plot_summary_path","compact_fit_path_train_file","compact_fit_path_holdout_file","holdout_status","artifact_note"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",2,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p05::500","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.05,500,500,6501,7000,"train_effective_window","dqlm","dqlm","mcmc","default","done","PASS",1400.223,2.51819637303003,24.4594466268344,34.2268397835831,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0002_plot_summary.csv",,,"not_applicable","compact_rows=500; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",1,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p05::500","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.05,500,500,6501,7000,"train_effective_window","dqlm","dqlm","vb","default","done","PASS",311.347,2.50232639302791,24.0741468222182,33.8682659275839,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0001_plot_summary.csv",,,"not_applicable","compact_rows=500; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",4,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p05::500","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.05,500,500,6501,7000,"train_effective_window","dqlm","exdqlm","mcmc","default","done","FAIL",1551.338,2.03717205129798,18.234310449577,23.9123182587672,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0004_plot_summary.csv",,,"not_applicable","compact_rows=500; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",3,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p05::500","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.05,500,500,6501,7000,"train_effective_window","dqlm","exdqlm","vb","default","done","WARN",414.876,2.45676319474242,22.7650197792422,32.3089975671349,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0003_plot_summary.csv",,,"not_applicable","compact_rows=500; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",6,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p05::5000","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.05,5000,5000,2001,7000,"train_effective_window","dqlm","dqlm","mcmc","default","done","PASS",13765.388,1.46566458917639,5.15111068419657,10.5099124185996,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0006_plot_summary.csv",,,"not_applicable","compact_rows=5000; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",5,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p05::5000","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.05,5000,5000,2001,7000,"train_effective_window","dqlm","dqlm","vb","default","done","PASS",2928.23,1.45801071724122,5.1951783726201,10.4626178605994,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0005_plot_summary.csv",,,"not_applicable","compact_rows=5000; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",8,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p05::5000","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.05,5000,5000,2001,7000,"train_effective_window","dqlm","exdqlm","mcmc","default","done","FAIL",13705.919,1.2371783279566,5.77705217912209,8.80144132669307,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0008_plot_summary.csv",,,"not_applicable","compact_rows=5000; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",7,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p05::5000","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.05,5000,5000,2001,7000,"train_effective_window","dqlm","exdqlm","vb","default","done","WARN",3774.147,1.45168972770762,4.91304081410432,9.48574997031475,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0007_plot_summary.csv",,,"not_applicable","compact_rows=5000; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",10,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p25::500","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.25,500,500,6501,7000,"train_effective_window","dqlm","dqlm","mcmc","default","done","PASS",1400.813,8.30831871067348,19.9930818686278,28.5006557308341,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0010_plot_summary.csv",,,"not_applicable","compact_rows=500; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
"exdqlm_dqlm_dynamic72","20260507_p90_dynamic72_qdesn_comparable_fresh_v1","0cbc405778f809a6d2dbd86383001a1756368f7b",9,"dlm_constV_p90_m0amp_highnoise_steepertrend_v1::gausmix::0p25::500","dlm_constV_p90_m0amp_highnoise_steepertrend_v1","gausmix",0.25,500,500,6501,7000,"train_effective_window","dqlm","dqlm","vb","default","done","PASS",286.357,8.30693063609937,20.1256255726174,28.6688096277499,"tools/merge_reports/full288_refreshed288_20260507_p90_dynamic72_qdesn_comparable_fresh_v1/plot_summaries/row_0009_plot_summary.csv",,,"not_applicable","compact_rows=500; generated_from=LOCAL_refreshed288_shared_interface_20260507.R"
