task_id	unit_type	root_id	barrier_id	root_kind	family	tau	fit_size	prior	model	state	launch_ready	launch_mode	slot_cost	priority	prepared_root	run_root	script_ref	notes
mp__root__static_shrink__normal__tau_0p05__tt_100__rhs__al	model_path	root__static_shrink__normal__tau_0p05__tt_100__rhs	NA	static_shrink	normal	0.05	100	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p05__tt_100__rhs__exal	model_path	root__static_shrink__normal__tau_0p05__tt_100__rhs	NA	static_shrink	normal	0.05	100	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p05__tt_100__ridge__al	model_path	root__static_shrink__normal__tau_0p05__tt_100__ridge	NA	static_shrink	normal	0.05	100	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p05__tt_100__ridge__exal	model_path	root__static_shrink__normal__tau_0p05__tt_100__ridge	NA	static_shrink	normal	0.05	100	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p25__tt_100__rhs__al	model_path	root__static_shrink__normal__tau_0p25__tt_100__rhs	NA	static_shrink	normal	0.25	100	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p25__tt_100__rhs__exal	model_path	root__static_shrink__normal__tau_0p25__tt_100__rhs	NA	static_shrink	normal	0.25	100	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p25__tt_100__ridge__al	model_path	root__static_shrink__normal__tau_0p25__tt_100__ridge	NA	static_shrink	normal	0.25	100	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p25__tt_100__ridge__exal	model_path	root__static_shrink__normal__tau_0p25__tt_100__ridge	NA	static_shrink	normal	0.25	100	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p95__tt_100__rhs__al	model_path	root__static_shrink__normal__tau_0p95__tt_100__rhs	NA	static_shrink	normal	0.95	100	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p95__tt_100__rhs__exal	model_path	root__static_shrink__normal__tau_0p95__tt_100__rhs	NA	static_shrink	normal	0.95	100	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p95__tt_100__ridge__al	model_path	root__static_shrink__normal__tau_0p95__tt_100__ridge	NA	static_shrink	normal	0.95	100	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p95__tt_100__ridge__exal	model_path	root__static_shrink__normal__tau_0p95__tt_100__ridge	NA	static_shrink	normal	0.95	100	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
compare__static_shrink__gausmix__tau_0p05__tt_100	prior_compare	NA	compare__static_shrink__gausmix__tau_0p05__tt_100	static_shrink	gausmix	0.05	100	ridge_vs_rhs	NA	missing	TRUE	run_prior_compare	1	30	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/compare_ridge_vs_rhs_family_qspec	tools/merge_reports/20260308_static_shrinkage_compare_report.R	deps_complete=TRUE | missing_count=4
compare__static_shrink__gausmix__tau_0p05__tt_1000	prior_compare	NA	compare__static_shrink__gausmix__tau_0p05__tt_1000	static_shrink	gausmix	0.05	1000	ridge_vs_rhs	NA	missing	TRUE	run_prior_compare	1	30	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/compare_ridge_vs_rhs_family_qspec	tools/merge_reports/20260308_static_shrinkage_compare_report.R	deps_complete=TRUE | missing_count=4
compare__static_shrink__laplace__tau_0p05__tt_100	prior_compare	NA	compare__static_shrink__laplace__tau_0p05__tt_100	static_shrink	laplace	0.05	100	ridge_vs_rhs	NA	missing	TRUE	run_prior_compare	1	30	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/compare_ridge_vs_rhs_family_qspec	tools/merge_reports/20260308_static_shrinkage_compare_report.R	deps_complete=TRUE | missing_count=4
compare__static_shrink__laplace__tau_0p05__tt_1000	prior_compare	NA	compare__static_shrink__laplace__tau_0p05__tt_1000	static_shrink	laplace	0.05	1000	ridge_vs_rhs	NA	missing	TRUE	run_prior_compare	1	30	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/compare_ridge_vs_rhs_family_qspec	tools/merge_reports/20260308_static_shrinkage_compare_report.R	deps_complete=TRUE | missing_count=4
mp__root__dynamic__gausmix__tau_0p05__lasttt_5000__dqlm	model_path	root__dynamic__gausmix__tau_0p05__lasttt_5000	NA	dynamic	gausmix	0.05	5000	default	dqlm	complete_reusable	FALSE	skip	1	1	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__gausmix__tau_0p05__lasttt_5000__exdqlm	model_path	root__dynamic__gausmix__tau_0p05__lasttt_5000	NA	dynamic	gausmix	0.05	5000	default	exdqlm	complete_reusable	FALSE	skip	1	1	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__gausmix__tau_0p25__lasttt_5000__exdqlm	model_path	root__dynamic__gausmix__tau_0p25__lasttt_5000	NA	dynamic	gausmix	0.25	5000	default	exdqlm	complete_reusable	FALSE	skip	1	1	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT5000	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__gausmix__tau_0p05__lasttt_500__dqlm	model_path	root__dynamic__gausmix__tau_0p05__lasttt_500	NA	dynamic	gausmix	0.05	500	default	dqlm	complete_reusable	FALSE	skip	1	2	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__gausmix__tau_0p05__lasttt_500__exdqlm	model_path	root__dynamic__gausmix__tau_0p05__lasttt_500	NA	dynamic	gausmix	0.05	500	default	exdqlm	complete_reusable	FALSE	skip	1	2	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__gausmix__tau_0p25__lasttt_500__dqlm	model_path	root__dynamic__gausmix__tau_0p25__lasttt_500	NA	dynamic	gausmix	0.25	500	default	dqlm	complete_reusable	FALSE	skip	1	2	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__gausmix__tau_0p25__lasttt_500__exdqlm	model_path	root__dynamic__gausmix__tau_0p25__lasttt_500	NA	dynamic	gausmix	0.25	500	default	exdqlm	complete_reusable	FALSE	skip	1	2	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__laplace__tau_0p05__lasttt_500__dqlm	model_path	root__dynamic__laplace__tau_0p05__lasttt_500	NA	dynamic	laplace	0.05	500	default	dqlm	complete_reusable	FALSE	skip	1	2	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__laplace__tau_0p05__lasttt_500__exdqlm	model_path	root__dynamic__laplace__tau_0p05__lasttt_500	NA	dynamic	laplace	0.05	500	default	exdqlm	complete_reusable	FALSE	skip	1	2	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__dynamic__laplace__tau_0p25__lasttt_500__exdqlm	model_path	root__dynamic__laplace__tau_0p25__lasttt_500	NA	dynamic	laplace	0.25	500	default	exdqlm	complete_reusable	FALSE	skip	1	2	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_paper__gausmix__tau_0p05__tt_1000__al	model_path	root__static_paper__gausmix__tau_0p05__tt_1000	NA	static_paper	gausmix	0.05	1000	paper	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_paper__gausmix__tau_0p05__tt_1000__exal	model_path	root__static_paper__gausmix__tau_0p05__tt_1000	NA	static_paper	gausmix	0.05	1000	paper	exal	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_paper__gausmix__tau_0p25__tt_1000__al	model_path	root__static_paper__gausmix__tau_0p25__tt_1000	NA	static_paper	gausmix	0.25	1000	paper	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_paper__laplace__tau_0p05__tt_1000__al	model_path	root__static_paper__laplace__tau_0p05__tt_1000	NA	static_paper	laplace	0.05	1000	paper	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_paper__laplace__tau_0p05__tt_1000__exal	model_path	root__static_paper__laplace__tau_0p05__tt_1000	NA	static_paper	laplace	0.05	1000	paper	exal	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_paper__laplace__tau_0p25__tt_1000__al	model_path	root__static_paper__laplace__tau_0p25__tt_1000	NA	static_paper	laplace	0.25	1000	paper	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__gausmix__tau_0p05__tt_1000__rhs__al	model_path	root__static_shrink__gausmix__tau_0p05__tt_1000__rhs	NA	static_shrink	gausmix	0.05	1000	rhs	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__gausmix__tau_0p05__tt_1000__rhs__exal	model_path	root__static_shrink__gausmix__tau_0p05__tt_1000__rhs	NA	static_shrink	gausmix	0.05	1000	rhs	exal	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__gausmix__tau_0p05__tt_1000__ridge__al	model_path	root__static_shrink__gausmix__tau_0p05__tt_1000__ridge	NA	static_shrink	gausmix	0.05	1000	ridge	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__gausmix__tau_0p05__tt_1000__ridge__exal	model_path	root__static_shrink__gausmix__tau_0p05__tt_1000__ridge	NA	static_shrink	gausmix	0.05	1000	ridge	exal	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__gausmix__tau_0p25__tt_1000__rhs__al	model_path	root__static_shrink__gausmix__tau_0p25__tt_1000__rhs	NA	static_shrink	gausmix	0.25	1000	rhs	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__gausmix__tau_0p25__tt_1000__ridge__al	model_path	root__static_shrink__gausmix__tau_0p25__tt_1000__ridge	NA	static_shrink	gausmix	0.25	1000	ridge	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__laplace__tau_0p05__tt_1000__rhs__al	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__rhs	NA	static_shrink	laplace	0.05	1000	rhs	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__laplace__tau_0p05__tt_1000__rhs__exal	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__rhs	NA	static_shrink	laplace	0.05	1000	rhs	exal	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__laplace__tau_0p05__tt_1000__ridge__al	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__ridge	NA	static_shrink	laplace	0.05	1000	ridge	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__laplace__tau_0p05__tt_1000__ridge__exal	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__ridge	NA	static_shrink	laplace	0.05	1000	ridge	exal	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__laplace__tau_0p25__tt_1000__rhs__al	model_path	root__static_shrink__laplace__tau_0p25__tt_1000__rhs	NA	static_shrink	laplace	0.25	1000	rhs	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_shrink__laplace__tau_0p25__tt_1000__ridge__al	model_path	root__static_shrink__laplace__tau_0p25__tt_1000__ridge	NA	static_shrink	laplace	0.25	1000	ridge	al	complete_reusable	FALSE	skip	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
mp__root__static_paper__gausmix__tau_0p05__tt_100__al	model_path	root__static_paper__gausmix__tau_0p05__tt_100	NA	static_paper	gausmix	0.05	100	paper	al	complete_reusable	FALSE	skip	1	4	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=TRUE | mcmc_fit=TRUE | status_mcmc_done=TRUE
