task_id	unit_type	root_id	barrier_id	root_kind	family	tau	fit_size	prior	model	state	launch_ready	launch_mode	slot_cost	priority	prepared_root	run_root	script_ref	notes
mp__root__static_paper__laplace__tau_0p95__tt_1000__exal	model_path	root__static_paper__laplace__tau_0p95__tt_1000	NA	static_paper	laplace	0.95	1000	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p05__tt_1000__al	model_path	root__static_paper__normal__tau_0p05__tt_1000	NA	static_paper	normal	0.05	1000	paper	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p05__tt_1000__exal	model_path	root__static_paper__normal__tau_0p05__tt_1000	NA	static_paper	normal	0.05	1000	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p25__tt_1000__al	model_path	root__static_paper__normal__tau_0p25__tt_1000	NA	static_paper	normal	0.25	1000	paper	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p25__tt_1000__exal	model_path	root__static_paper__normal__tau_0p25__tt_1000	NA	static_paper	normal	0.25	1000	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p95__tt_1000__al	model_path	root__static_paper__normal__tau_0p95__tt_1000	NA	static_paper	normal	0.95	1000	paper	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p95__tt_1000__exal	model_path	root__static_paper__normal__tau_0p95__tt_1000	NA	static_paper	normal	0.95	1000	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__rhs__al	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	NA	static_shrink	gausmix	0.95	1000	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__rhs__exal	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	NA	static_shrink	gausmix	0.95	1000	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge__al	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	NA	static_shrink	gausmix	0.95	1000	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge__exal	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	NA	static_shrink	gausmix	0.95	1000	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__laplace__tau_0p95__tt_1000__rhs__al	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__rhs	NA	static_shrink	laplace	0.95	1000	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__laplace__tau_0p95__tt_1000__rhs__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__rhs	NA	static_shrink	laplace	0.95	1000	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__laplace__tau_0p95__tt_1000__ridge__al	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__ridge	NA	static_shrink	laplace	0.95	1000	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__laplace__tau_0p95__tt_1000__ridge__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__ridge	NA	static_shrink	laplace	0.95	1000	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p05__tt_1000__rhs__al	model_path	root__static_shrink__normal__tau_0p05__tt_1000__rhs	NA	static_shrink	normal	0.05	1000	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p05__tt_1000__rhs__exal	model_path	root__static_shrink__normal__tau_0p05__tt_1000__rhs	NA	static_shrink	normal	0.05	1000	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p05__tt_1000__ridge__al	model_path	root__static_shrink__normal__tau_0p05__tt_1000__ridge	NA	static_shrink	normal	0.05	1000	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p05__tt_1000__ridge__exal	model_path	root__static_shrink__normal__tau_0p05__tt_1000__ridge	NA	static_shrink	normal	0.05	1000	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p25__tt_1000__rhs__al	model_path	root__static_shrink__normal__tau_0p25__tt_1000__rhs	NA	static_shrink	normal	0.25	1000	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p25__tt_1000__rhs__exal	model_path	root__static_shrink__normal__tau_0p25__tt_1000__rhs	NA	static_shrink	normal	0.25	1000	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p25__tt_1000__ridge__al	model_path	root__static_shrink__normal__tau_0p25__tt_1000__ridge	NA	static_shrink	normal	0.25	1000	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p25__tt_1000__ridge__exal	model_path	root__static_shrink__normal__tau_0p25__tt_1000__ridge	NA	static_shrink	normal	0.25	1000	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p95__tt_1000__rhs__al	model_path	root__static_shrink__normal__tau_0p95__tt_1000__rhs	NA	static_shrink	normal	0.95	1000	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p95__tt_1000__rhs__exal	model_path	root__static_shrink__normal__tau_0p95__tt_1000__rhs	NA	static_shrink	normal	0.95	1000	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p95__tt_1000__ridge__al	model_path	root__static_shrink__normal__tau_0p95__tt_1000__ridge	NA	static_shrink	normal	0.95	1000	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__normal__tau_0p95__tt_1000__ridge__exal	model_path	root__static_shrink__normal__tau_0p95__tt_1000__ridge	NA	static_shrink	normal	0.95	1000	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	3	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__gausmix__tau_0p95__tt_100__al	model_path	root__static_paper__gausmix__tau_0p95__tt_100	NA	static_paper	gausmix	0.95	100	paper	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__gausmix__tau_0p95__tt_100__exal	model_path	root__static_paper__gausmix__tau_0p95__tt_100	NA	static_paper	gausmix	0.95	100	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__laplace__tau_0p95__tt_100__al	model_path	root__static_paper__laplace__tau_0p95__tt_100	NA	static_paper	laplace	0.95	100	paper	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__laplace__tau_0p95__tt_100__exal	model_path	root__static_paper__laplace__tau_0p95__tt_100	NA	static_paper	laplace	0.95	100	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p05__tt_100__al	model_path	root__static_paper__normal__tau_0p05__tt_100	NA	static_paper	normal	0.05	100	paper	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p05__tt_100__exal	model_path	root__static_paper__normal__tau_0p05__tt_100	NA	static_paper	normal	0.05	100	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p25__tt_100__al	model_path	root__static_paper__normal__tau_0p25__tt_100	NA	static_paper	normal	0.25	100	paper	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p25__tt_100__exal	model_path	root__static_paper__normal__tau_0p25__tt_100	NA	static_paper	normal	0.25	100	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p95__tt_100__al	model_path	root__static_paper__normal__tau_0p95__tt_100	NA	static_paper	normal	0.95	100	paper	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_paper__normal__tau_0p95__tt_100__exal	model_path	root__static_paper__normal__tau_0p95__tt_100	NA	static_paper	normal	0.95	100	paper	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__gausmix__tau_0p95__tt_100__rhs__al	model_path	root__static_shrink__gausmix__tau_0p95__tt_100__rhs	NA	static_shrink	gausmix	0.95	100	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__gausmix__tau_0p95__tt_100__rhs__exal	model_path	root__static_shrink__gausmix__tau_0p95__tt_100__rhs	NA	static_shrink	gausmix	0.95	100	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__gausmix__tau_0p95__tt_100__ridge__al	model_path	root__static_shrink__gausmix__tau_0p95__tt_100__ridge	NA	static_shrink	gausmix	0.95	100	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__gausmix__tau_0p95__tt_100__ridge__exal	model_path	root__static_shrink__gausmix__tau_0p95__tt_100__ridge	NA	static_shrink	gausmix	0.95	100	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__laplace__tau_0p95__tt_100__rhs__al	model_path	root__static_shrink__laplace__tau_0p95__tt_100__rhs	NA	static_shrink	laplace	0.95	100	rhs	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__laplace__tau_0p95__tt_100__rhs__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_100__rhs	NA	static_shrink	laplace	0.95	100	rhs	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__laplace__tau_0p95__tt_100__ridge__al	model_path	root__static_shrink__laplace__tau_0p95__tt_100__ridge	NA	static_shrink	laplace	0.95	100	ridge	al	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
mp__root__static_shrink__laplace__tau_0p95__tt_100__ridge__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_100__ridge	NA	static_shrink	laplace	0.95	100	ridge	exal	missing	TRUE	fresh_vb_then_mcmc	1	4	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	vb_fit=FALSE | mcmc_fit=FALSE | status_mcmc_done=FALSE
