"original_case_key","block","family","tau","fit_size","prior_semantics","model","inference","gate_overall","selected_variant_tag","queue_group","in_scope"
"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","dynamic","gausmix","0p05",5000,"default","exdqlm","mcmc","FAIL","baseline","deferred_accepted_unresolved_tail",FALSE
"dynamic::gausmix::0p25::500::default::exdqlm::mcmc","dynamic","gausmix","0p25",500,"default","exdqlm","mcmc","FAIL","baseline","deferred_accepted_unresolved_tail",FALSE
"dynamic::laplace::0p05::500::default::exdqlm::mcmc","dynamic","laplace","0p05",500,"default","exdqlm","mcmc","FAIL","baseline","deferred_accepted_unresolved_tail",FALSE
"dynamic::laplace::0p05::5000::default::exdqlm::mcmc","dynamic","laplace","0p05",5000,"default","exdqlm","mcmc","FAIL","baseline","deferred_accepted_unresolved_tail",FALSE
"dynamic::normal::0p05::500::default::exdqlm::mcmc","dynamic","normal","0p05",500,"default","exdqlm","mcmc","FAIL","baseline","deferred_accepted_unresolved_tail",FALSE
"dynamic::normal::0p05::5000::default::exdqlm::mcmc","dynamic","normal","0p05",5000,"default","exdqlm","mcmc","FAIL","baseline","deferred_accepted_unresolved_tail",FALSE
