"row_id","target_row_id","pair_id","seed","status_manifest","phase","phase_order","missing_inputs","block","root_kind_manifest","family_manifest","tau","tau_label_manifest","fit_size","prior","prior_semantics","prior_override","inference_manifest","model_manifest","method","original_scenario_key","original_case_key","accepted_gate","accepted_healthy","source_gate_current","accepted_compare","selection_mode","selected_source_type","selected_variant_tag","planned_candidate_label","planned_reference_candidate_label","planned_reference_path","planned_reference_basename","planned_reason","run_root","run_config_path","sim_output_path","baseline_signoff_path","baseline_fit_path_manifest","source_baseline_fit_path","source_selected_fit_path","source_reference_fit_path","vb_reference_fit_path","source_run_root","source_fit_input_dir","candidate_fit_path_manifest","vb_candidate_fit_path","ts_start","ts_end","status_row","error","gate_overall","healthy","rhs_collapse_flag","runtime_sec","inference_row","model_row","root_kind_row","family_row","tau_label_row","baseline_fit_path_row","candidate_fit_path_row","health_csv","telemetry_csv","status","inference","model","root_kind","family","tau_label","baseline_fit_path","candidate_fit_path","state","gate_current","healthy_current"
1,7,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc::final_gmix005_tt5000_slice_deep320_long",202604060,"pending","phase1_dynamic_reinforcement",1,FALSE,"dynamic","dynamic","gausmix","0p05","0p05",5000,"default","default","default","mcmc","exdqlm","mcmc::exdqlm","dynamic::gausmix::0p05::5000::default","dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","FAIL",FALSE,"FAIL","matches_accepted","dynamic_restored_closure_replay","accepted_dynamic_tail","baseline","final_gmix005_tt5000_slice_deep320_long","tail6_refine_gmix005_tt5000_slice_deep320",NA,NA,"Use the strongest prior gausmix TT5000 slice corridor and extend it materially; this row improved under deep slice and still looks like an ESS-limited exact-kernel problem.","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/configs/row_0001_run_config.rds","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/restored_sources/row_0007_sim_output_restored.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0007_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds",NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix005_tt5000_slice_deep320_long.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix005_tt5000_slice_deep320_long.rds","2026-04-10 22:26:19.790465","2026-04-10 22:26:27.17989","failed_runtime","system is computationally singular: reciprocal condition number = 9.65647e-48","FAIL",FALSE,NA,NA,"mcmc","exdqlm","dynamic","gausmix","0p05","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0007_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix005_tt5000_slice_deep320_long.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/health/health_0001.csv",NA,"failed_runtime","mcmc","exdqlm","dynamic","gausmix","0p05","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0007_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix005_tt5000_slice_deep320_long.rds","failed_runtime","FAIL",FALSE
2,7,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc::final_gmix005_tt5000_slice_wide360_xlong",202604060,"pending","phase1_dynamic_reinforcement",1,FALSE,"dynamic","dynamic","gausmix","0p05","0p05",5000,"default","default","default","mcmc","exdqlm","mcmc::exdqlm","dynamic::gausmix::0p05::5000::default","dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","FAIL",FALSE,"FAIL","matches_accepted","dynamic_restored_closure_replay","accepted_dynamic_tail","baseline","final_gmix005_tt5000_slice_wide360_xlong","tail6_refine_gmix005_tt5000_slice_deep320",NA,NA,"Push the hardest gausmix TT5000 row into a wider exact-kernel corridor rather than replaying the weak 0.16/240 alternate again.","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/configs/row_0002_run_config.rds","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/restored_sources/row_0007_sim_output_restored.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0007_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds",NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix005_tt5000_slice_wide360_xlong.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix005_tt5000_slice_wide360_xlong.rds","2026-04-10 22:26:19.774499","2026-04-10 22:26:27.40543","failed_runtime","system is computationally singular: reciprocal condition number = 9.65647e-48","FAIL",FALSE,NA,NA,"mcmc","exdqlm","dynamic","gausmix","0p05","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0007_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix005_tt5000_slice_wide360_xlong.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/health/health_0002.csv",NA,"failed_runtime","mcmc","exdqlm","dynamic","gausmix","0p05","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0007_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix005_tt5000_slice_wide360_xlong.rds","failed_runtime","FAIL",FALSE
3,11,"dynamic::gausmix::0p25::500::default::exdqlm::mcmc::final_gmix025_tt500_slice_deep320_long",202604060,"pending","phase1_dynamic_reinforcement",1,FALSE,"dynamic","dynamic","gausmix","0p25","0p25",500,"default","default","default","mcmc","exdqlm","mcmc::exdqlm","dynamic::gausmix::0p25::500::default","dynamic::gausmix::0p25::500::default::exdqlm::mcmc","FAIL",FALSE,"FAIL","better_than_accepted","dynamic_restored_closure_replay","accepted_dynamic_tail","baseline","final_gmix025_tt500_slice_deep320_long","tail6_refine_gmix025_tt500_slice_deep320",NA,NA,"Reinforce the strongest tau=0.25 gausmix near-miss with more post-burn draw budget before abandoning slice on the only mid-tail dynamic failure.","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/configs/row_0003_run_config.rds","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/restored_sources/row_0011_sim_output_restored.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0011_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit.rds",NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix025_tt500_slice_deep320_long.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p25_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix025_tt500_slice_deep320_long.rds","2026-04-10 22:26:19.741036","2026-04-10 22:57:08.992532","done",NA,"WARN",TRUE,FALSE,1807.956,"mcmc","exdqlm","dynamic","gausmix","0p25","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0011_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix025_tt500_slice_deep320_long.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/health/health_0003.csv",NA,"done","mcmc","exdqlm","dynamic","gausmix","0p25","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0011_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix025_tt500_slice_deep320_long.rds","done","WARN",TRUE
4,11,"dynamic::gausmix::0p25::500::default::exdqlm::mcmc::final_gmix025_tt500_slice_deep400_xlong",202604060,"pending","phase1_dynamic_reinforcement",1,FALSE,"dynamic","dynamic","gausmix","0p25","0p25",500,"default","default","default","mcmc","exdqlm","mcmc::exdqlm","dynamic::gausmix::0p25::500::default","dynamic::gausmix::0p25::500::default::exdqlm::mcmc","FAIL",FALSE,"FAIL","better_than_accepted","dynamic_restored_closure_replay","accepted_dynamic_tail","baseline","final_gmix025_tt500_slice_deep400_xlong","tail6_refine_gmix025_tt500_slice_deep320",NA,NA,"Keep gausmix tau=0.25 on slice, but push step depth further so the run explores one genuinely more aggressive corridor instead of repeating the refine default.","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/configs/row_0004_run_config.rds","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/restored_sources/row_0011_sim_output_restored.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0011_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit.rds",NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix025_tt500_slice_deep400_xlong.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p25_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix025_tt500_slice_deep400_xlong.rds","2026-04-10 22:26:19.703326","2026-04-10 23:02:36.14619","done",NA,"WARN",TRUE,FALSE,2126.714,"mcmc","exdqlm","dynamic","gausmix","0p25","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0011_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix025_tt500_slice_deep400_xlong.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/health/health_0004.csv",NA,"done","mcmc","exdqlm","dynamic","gausmix","0p25","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0011_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_gmix025_tt500_slice_deep400_xlong.rds","done","WARN",TRUE
5,27,"dynamic::laplace::0p05::500::default::exdqlm::mcmc::final_lap005_tt500_rw_refresh_refine_long",202604060,"pending","phase1_dynamic_reinforcement",1,FALSE,"dynamic","dynamic","laplace","0p05","0p05",500,"default","default","default","mcmc","exdqlm","mcmc::exdqlm","dynamic::laplace::0p05::500::default","dynamic::laplace::0p05::500::default::exdqlm::mcmc","FAIL",FALSE,"FAIL","matches_accepted","dynamic_restored_closure_replay","accepted_dynamic_tail","baseline","final_lap005_tt500_rw_refresh_refine_long","tail6_refine_lap005_tt500_rw_joint_deep",NA,NA,"The short laplace row still prefers RW over slice; keep the refine-style RW family and pay more budget for mixing rather than pivoting away from the best family.","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/configs/row_0005_run_config.rds","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/restored_sources/row_0027_sim_output_restored.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0027_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit.rds",NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_lap005_tt500_rw_refresh_refine_long.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_lap005_tt500_rw_refresh_refine_long.rds","2026-04-10 22:26:27.873089","2026-04-10 22:56:02.383614","done",NA,"FAIL",FALSE,FALSE,1735.433,"mcmc","exdqlm","dynamic","laplace","0p05","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0027_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_lap005_tt500_rw_refresh_refine_long.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/health/health_0005.csv",NA,"done","mcmc","exdqlm","dynamic","laplace","0p05","tools/merge_reports/full288_original288_syncedbase_dynamic_restored_closure_20260410/synthetic_baselines/row_0027_synthetic_baseline.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_sync0p4p0_dynamic_restored_closure_20260410_final_lap005_tt500_rw_refresh_refine_long.rds","done","FAIL",FALSE
