"row_id","base_row_id","original_case_key","pair_id","seed","status","phase","phase_order","missing_inputs","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","source_dataset_id","method_profile_id","config_path","run_root","candidate_fit_path","vb_init_fit_path","row_status_path","health_path","metrics_path","draws_path","stored_posterior_draws"
51,51,"dynamic::normal::0p05::500::default::exdqlm::vb","dynamic::normal::0p05::500::default::exdqlm",198090,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.05,"0p05",500,"default","exdqlm","vb","dynamic::normal::0p05::500","dynamic__exdqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0051_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0051_dynamic_normal_0p05_500_default_exdqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0051_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0051_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0051_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0051_draws.rds",20000
52,52,"dynamic::normal::0p05::500::default::exdqlm::mcmc","dynamic::normal::0p05::500::default::exdqlm",207806,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.05,"0p05",500,"default","exdqlm","mcmc","dynamic::normal::0p05::500","dynamic__exdqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0052_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0052_dynamic_normal_0p05_500_default_exdqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0052_dynamic_normal_0p05_500_default_exdqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0052_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0052_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0052_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0052_draws.rds",20000
53,53,"dynamic::normal::0p05::5000::default::dqlm::vb","dynamic::normal::0p05::5000::default::dqlm",191079,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.05,"0p05",5000,"default","dqlm","vb","dynamic::normal::0p05::5000","dynamic__dqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0053_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0053_dynamic_normal_0p05_5000_default_dqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0053_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0053_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0053_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0053_draws.rds",20000
54,54,"dynamic::normal::0p05::5000::default::dqlm::mcmc","dynamic::normal::0p05::5000::default::dqlm",200595,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.05,"0p05",5000,"default","dqlm","mcmc","dynamic::normal::0p05::5000","dynamic__dqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0054_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0054_dynamic_normal_0p05_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0054_dynamic_normal_0p05_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0054_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0054_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0054_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0054_draws.rds",20000
55,55,"dynamic::normal::0p05::5000::default::exdqlm::vb","dynamic::normal::0p05::5000::default::exdqlm",201342,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.05,"0p05",5000,"default","exdqlm","vb","dynamic::normal::0p05::5000","dynamic__exdqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0055_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0055_dynamic_normal_0p05_5000_default_exdqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0055_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0055_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0055_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0055_draws.rds",20000
56,56,"dynamic::normal::0p05::5000::default::exdqlm::mcmc","dynamic::normal::0p05::5000::default::exdqlm",211258,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.05,"0p05",5000,"default","exdqlm","mcmc","dynamic::normal::0p05::5000","dynamic__exdqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0056_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0056_dynamic_normal_0p05_5000_default_exdqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0056_dynamic_normal_0p05_5000_default_exdqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0056_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0056_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0056_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0056_draws.rds",20000
57,57,"dynamic::normal::0p25::500::default::dqlm::vb","dynamic::normal::0p25::500::default::dqlm",188088,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.25,"0p25",500,"default","dqlm","vb","dynamic::normal::0p25::500","dynamic__dqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0057_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0057_dynamic_normal_0p25_500_default_dqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0057_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0057_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0057_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0057_draws.rds",20000
58,58,"dynamic::normal::0p25::500::default::dqlm::mcmc","dynamic::normal::0p25::500::default::dqlm",197404,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.25,"0p25",500,"default","dqlm","mcmc","dynamic::normal::0p25::500","dynamic__dqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0058_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0058_dynamic_normal_0p25_500_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0058_dynamic_normal_0p25_500_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0058_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0058_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0058_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0058_draws.rds",20000
59,59,"dynamic::normal::0p25::500::default::exdqlm::vb","dynamic::normal::0p25::500::default::exdqlm",198130,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.25,"0p25",500,"default","exdqlm","vb","dynamic::normal::0p25::500","dynamic__exdqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0059_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0059_dynamic_normal_0p25_500_default_exdqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0059_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0059_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0059_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0059_draws.rds",20000
60,60,"dynamic::normal::0p25::500::default::exdqlm::mcmc","dynamic::normal::0p25::500::default::exdqlm",207846,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.25,"0p25",500,"default","exdqlm","mcmc","dynamic::normal::0p25::500","dynamic__exdqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0060_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0060_dynamic_normal_0p25_500_default_exdqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0060_dynamic_normal_0p25_500_default_exdqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0060_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0060_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0060_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0060_draws.rds",20000
61,61,"dynamic::normal::0p25::5000::default::dqlm::vb","dynamic::normal::0p25::5000::default::dqlm",191119,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.25,"0p25",5000,"default","dqlm","vb","dynamic::normal::0p25::5000","dynamic__dqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0061_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0061_dynamic_normal_0p25_5000_default_dqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0061_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0061_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0061_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0061_draws.rds",20000
62,62,"dynamic::normal::0p25::5000::default::dqlm::mcmc","dynamic::normal::0p25::5000::default::dqlm",200635,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.25,"0p25",5000,"default","dqlm","mcmc","dynamic::normal::0p25::5000","dynamic__dqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0062_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0062_dynamic_normal_0p25_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0062_dynamic_normal_0p25_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0062_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0062_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0062_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0062_draws.rds",20000
63,63,"dynamic::normal::0p25::5000::default::exdqlm::vb","dynamic::normal::0p25::5000::default::exdqlm",201382,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.25,"0p25",5000,"default","exdqlm","vb","dynamic::normal::0p25::5000","dynamic__exdqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0063_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0063_dynamic_normal_0p25_5000_default_exdqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0063_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0063_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0063_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0063_draws.rds",20000
64,64,"dynamic::normal::0p25::5000::default::exdqlm::mcmc","dynamic::normal::0p25::5000::default::exdqlm",211298,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.25,"0p25",5000,"default","exdqlm","mcmc","dynamic::normal::0p25::5000","dynamic__exdqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0064_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0064_dynamic_normal_0p25_5000_default_exdqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0064_dynamic_normal_0p25_5000_default_exdqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0064_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0064_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0064_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0064_draws.rds",20000
65,65,"dynamic::normal::0p50::500::default::dqlm::vb","dynamic::normal::0p50::500::default::dqlm",188043,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.5,"0p50",500,"default","dqlm","vb","dynamic::normal::0p50::500","dynamic__dqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0065_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0065_dynamic_normal_0p50_500_default_dqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0065_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0065_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0065_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0065_draws.rds",20000
66,66,"dynamic::normal::0p50::500::default::dqlm::mcmc","dynamic::normal::0p50::500::default::dqlm",197359,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.5,"0p50",500,"default","dqlm","mcmc","dynamic::normal::0p50::500","dynamic__dqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0066_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0066_dynamic_normal_0p50_500_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0066_dynamic_normal_0p50_500_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0066_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0066_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0066_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0066_draws.rds",20000
67,67,"dynamic::normal::0p50::500::default::exdqlm::vb","dynamic::normal::0p50::500::default::exdqlm",198085,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.5,"0p50",500,"default","exdqlm","vb","dynamic::normal::0p50::500","dynamic__exdqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0067_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0067_dynamic_normal_0p50_500_default_exdqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0067_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0067_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0067_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0067_draws.rds",20000
68,68,"dynamic::normal::0p50::500::default::exdqlm::mcmc","dynamic::normal::0p50::500::default::exdqlm",207801,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.5,"0p50",500,"default","exdqlm","mcmc","dynamic::normal::0p50::500","dynamic__exdqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0068_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0068_dynamic_normal_0p50_500_default_exdqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0068_dynamic_normal_0p50_500_default_exdqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0068_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0068_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0068_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0068_draws.rds",20000
69,69,"dynamic::normal::0p50::5000::default::dqlm::vb","dynamic::normal::0p50::5000::default::dqlm",191074,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","dqlm","vb","dynamic::normal::0p50::5000","dynamic__dqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0069_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0069_dynamic_normal_0p50_5000_default_dqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0069_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0069_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0069_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0069_draws.rds",20000
70,70,"dynamic::normal::0p50::5000::default::dqlm::mcmc","dynamic::normal::0p50::5000::default::dqlm",200590,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","dqlm","mcmc","dynamic::normal::0p50::5000","dynamic__dqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0070_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0070_dynamic_normal_0p50_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0070_dynamic_normal_0p50_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0070_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0070_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0070_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0070_draws.rds",20000
71,71,"dynamic::normal::0p50::5000::default::exdqlm::vb","dynamic::normal::0p50::5000::default::exdqlm",201337,"not_started","full_dynamic_vb",6,FALSE,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","exdqlm","vb","dynamic::normal::0p50::5000","dynamic__exdqlm__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0071_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0071_dynamic_normal_0p50_5000_default_exdqlm_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0071_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0071_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0071_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0071_draws.rds",20000
72,72,"dynamic::normal::0p50::5000::default::exdqlm::mcmc","dynamic::normal::0p50::5000::default::exdqlm",211253,"not_started","full_dynamic_mcmc",8,FALSE,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","exdqlm","mcmc","dynamic::normal::0p50::5000","dynamic__exdqlm__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0072_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0072_dynamic_normal_0p50_5000_default_exdqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/dynamic/row_0072_dynamic_normal_0p50_5000_default_exdqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0072_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0072_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0072_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0072_draws.rds",20000
73,73,"static_paper::gausmix::0p05::100::paper::al::vb","static_paper::gausmix::0p05::100::paper::al",193046,"not_started","full_static_vb",5,FALSE,"static","static_paper","gausmix",0.05,"0p05",100,"paper","al","vb","static_paper::gausmix::0p05::100","static_paper__paper__al__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0073_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0073_static_paper_gausmix_0p05_100_paper_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0073_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0073_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0073_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0073_draws.rds",20000
74,74,"static_paper::gausmix::0p05::100::paper::al::mcmc","static_paper::gausmix::0p05::100::paper::al",202762,"not_started","full_static_mcmc",7,FALSE,"static","static_paper","gausmix",0.05,"0p05",100,"paper","al","mcmc","static_paper::gausmix::0p05::100","static_paper__paper__al__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0074_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0074_static_paper_gausmix_0p05_100_paper_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0074_static_paper_gausmix_0p05_100_paper_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0074_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0074_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0074_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0074_draws.rds",20000
75,75,"static_paper::gausmix::0p05::100::paper::exal::vb","static_paper::gausmix::0p05::100::paper::exal",203522,"not_started","full_static_vb",5,FALSE,"static","static_paper","gausmix",0.05,"0p05",100,"paper","exal","vb","static_paper::gausmix::0p05::100","static_paper__paper__exal__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0075_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0075_static_paper_gausmix_0p05_100_paper_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0075_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0075_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0075_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0075_draws.rds",20000
