"row_id","base_row_id","original_case_key","pair_id","seed","status","phase","phase_order","missing_inputs","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","source_dataset_id","method_profile_id","config_path","run_root","candidate_fit_path","vb_init_fit_path","row_status_path","health_path","metrics_path","draws_path","stored_posterior_draws"
139,139,"static_paper::normal::0p50::100::paper::exal::vb","static_paper::normal::0p50::100::paper::exal",198835,"not_started","smoke_static_vb",1,FALSE,"static","static_paper","normal",0.5,"0p50",100,"paper","exal","vb","static_paper::normal::0p50::100","static_paper__paper__exal__vb","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0139_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/vb/row_0139_static_paper_normal_0p50_100_paper_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0139_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0139_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0139_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0139_draws.rds",20000
140,140,"static_paper::normal::0p50::100::paper::exal::mcmc","static_paper::normal::0p50::100::paper::exal",208751,"not_started","smoke_static_mcmc",3,FALSE,"static","static_paper","normal",0.5,"0p50",100,"paper","exal","mcmc","static_paper::normal::0p50::100","static_paper__paper__exal__mcmc","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0140_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/mcmc/row_0140_static_paper_normal_0p50_100_paper_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/vb_init/static/row_0140_static_paper_normal_0p50_100_paper_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0140_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0140_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0140_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0140_draws.rds",20000
141,141,"static_paper::normal::0p50::1000::paper::al::vb","static_paper::normal::0p50::1000::paper::al",191421,"not_started","smoke_static_vb",1,FALSE,"static","static_paper","normal",0.5,"0p50",1000,"paper","al","vb","static_paper::normal::0p50::1000","static_paper__paper__al__vb","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0141_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/vb/row_0141_static_paper_normal_0p50_1000_paper_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0141_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0141_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0141_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0141_draws.rds",20000
142,142,"static_paper::normal::0p50::1000::paper::al::mcmc","static_paper::normal::0p50::1000::paper::al",201137,"not_started","smoke_static_mcmc",3,FALSE,"static","static_paper","normal",0.5,"0p50",1000,"paper","al","mcmc","static_paper::normal::0p50::1000","static_paper__paper__al__mcmc","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0142_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/mcmc/row_0142_static_paper_normal_0p50_1000_paper_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/vb_init/static/row_0142_static_paper_normal_0p50_1000_paper_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0142_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0142_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0142_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0142_draws.rds",20000
143,143,"static_paper::normal::0p50::1000::paper::exal::vb","static_paper::normal::0p50::1000::paper::exal",201897,"not_started","smoke_static_vb",1,FALSE,"static","static_paper","normal",0.5,"0p50",1000,"paper","exal","vb","static_paper::normal::0p50::1000","static_paper__paper__exal__vb","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0143_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/vb/row_0143_static_paper_normal_0p50_1000_paper_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0143_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0143_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0143_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0143_draws.rds",20000
144,144,"static_paper::normal::0p50::1000::paper::exal::mcmc","static_paper::normal::0p50::1000::paper::exal",212013,"not_started","smoke_static_mcmc",3,FALSE,"static","static_paper","normal",0.5,"0p50",1000,"paper","exal","mcmc","static_paper::normal::0p50::1000","static_paper__paper__exal__mcmc","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0144_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/mcmc/row_0144_static_paper_normal_0p50_1000_paper_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/vb_init/static/row_0144_static_paper_normal_0p50_1000_paper_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0144_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0144_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0144_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0144_draws.rds",20000
273,273,"static_shrink::normal::0p50::100::ridge::al::vb","static_shrink::normal::0p50::100::ridge::al",192265,"not_started","smoke_static_vb",1,FALSE,"static","static_shrink","normal",0.5,"0p50",100,"ridge","al","vb","static_shrink::normal::0p50::100","static_shrink__ridge__al__vb","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0273_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/vb/row_0273_static_shrink_normal_0p50_100_ridge_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0273_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0273_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0273_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0273_draws.rds",20000
274,274,"static_shrink::normal::0p50::100::ridge::al::mcmc","static_shrink::normal::0p50::100::ridge::al",201981,"not_started","smoke_static_mcmc",3,FALSE,"static","static_shrink","normal",0.5,"0p50",100,"ridge","al","mcmc","static_shrink::normal::0p50::100","static_shrink__ridge__al__mcmc","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0274_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/mcmc/row_0274_static_shrink_normal_0p50_100_ridge_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/vb_init/static/row_0274_static_shrink_normal_0p50_100_ridge_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0274_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0274_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0274_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0274_draws.rds",20000
275,275,"static_shrink::normal::0p50::100::ridge::exal::vb","static_shrink::normal::0p50::100::ridge::exal",202741,"not_started","smoke_static_vb",1,FALSE,"static","static_shrink","normal",0.5,"0p50",100,"ridge","exal","vb","static_shrink::normal::0p50::100","static_shrink__ridge__exal__vb","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0275_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/vb/row_0275_static_shrink_normal_0p50_100_ridge_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0275_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0275_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0275_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0275_draws.rds",20000
276,276,"static_shrink::normal::0p50::100::ridge::exal::mcmc","static_shrink::normal::0p50::100::ridge::exal",212857,"not_started","smoke_static_mcmc",3,FALSE,"static","static_shrink","normal",0.5,"0p50",100,"ridge","exal","mcmc","static_shrink::normal::0p50::100","static_shrink__ridge__exal__mcmc","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0276_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/mcmc/row_0276_static_shrink_normal_0p50_100_ridge_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/vb_init/static/row_0276_static_shrink_normal_0p50_100_ridge_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0276_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0276_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0276_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0276_draws.rds",20000
277,277,"static_shrink::normal::0p50::100::rhs_ns::al::vb","static_shrink::normal::0p50::100::rhs_ns::al",198084,"not_started","smoke_static_vb",1,FALSE,"static","static_shrink","normal",0.5,"0p50",100,"rhs_ns","al","vb","static_shrink::normal::0p50::100","static_shrink__rhs_ns__al__vb","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0277_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/vb/row_0277_static_shrink_normal_0p50_100_rhs_ns_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0277_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0277_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0277_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0277_draws.rds",20000
278,278,"static_shrink::normal::0p50::100::rhs_ns::al::mcmc","static_shrink::normal::0p50::100::rhs_ns::al",208000,"not_started","smoke_static_mcmc",3,FALSE,"static","static_shrink","normal",0.5,"0p50",100,"rhs_ns","al","mcmc","static_shrink::normal::0p50::100","static_shrink__rhs_ns__al__mcmc","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0278_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/mcmc/row_0278_static_shrink_normal_0p50_100_rhs_ns_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/vb_init/static/row_0278_static_shrink_normal_0p50_100_rhs_ns_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0278_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0278_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0278_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0278_draws.rds",20000
279,279,"static_shrink::normal::0p50::100::rhs_ns::exal::vb","static_shrink::normal::0p50::100::rhs_ns::exal",208781,"not_started","smoke_static_vb",1,FALSE,"static","static_shrink","normal",0.5,"0p50",100,"rhs_ns","exal","vb","static_shrink::normal::0p50::100","static_shrink__rhs_ns__exal__vb","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0279_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/vb/row_0279_static_shrink_normal_0p50_100_rhs_ns_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0279_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0279_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0279_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0279_draws.rds",20000
280,280,"static_shrink::normal::0p50::100::rhs_ns::exal::mcmc","static_shrink::normal::0p50::100::rhs_ns::exal",219097,"not_started","smoke_static_mcmc",3,FALSE,"static","static_shrink","normal",0.5,"0p50",100,"rhs_ns","exal","mcmc","static_shrink::normal::0p50::100","static_shrink__rhs_ns__exal__mcmc","tools/merge_reports/full288_refreshed288_paperaligned_20260416/configs/row_0280_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416","tools/merge_reports/full288_refreshed288_paperaligned_20260416/fits/mcmc/row_0280_static_shrink_normal_0p50_100_rhs_ns_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/vb_init/static/row_0280_static_shrink_normal_0p50_100_rhs_ns_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260416/rows/row_0280_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/health/row_0280_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/metrics/row_0280_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260416/draws/row_0280_draws.rds",20000
