"block","root_kind","family","tau","fit_size","prior_semantics","model","inference","method","root_id","original_scenario_key","original_case_key","baseline_gate_overall","baseline_healthy","selected_source_type","selected_source_subtype","selected_candidate","selected_variant_tag","selected_fit_path","selected_health_path","selected_summary_path","source_path","gate_overall","healthy","runtime_sec","improved_over_baseline","selection_mode","selection_reason"
"dynamic","dynamic","normal","0p25",500,"default","exdqlm","mcmc","mcmc::exdqlm","root__dynamic__normal__tau_0p25__lasttt_500","dynamic::normal::0p25::500::default","dynamic::normal::0p25::500::default::exdqlm::mcmc","FAIL",FALSE,"dynamic_summary_csv","dynamic_archive_summary","slice_wave1_20260319","slice_wave1_20260319","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_slice_wave1_20260319.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_slice_wave1_20260319_normal_TT500.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave1_20260319.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave1_20260319.csv","WARN",TRUE,742.807,TRUE,"promoted_over_fail_baseline","Promoted `slice_wave1_20260319` because it upgraded the original FAIL baseline to `WARN` with explicit health evidence."
"dynamic","dynamic","normal","0p25",500,"default","exdqlm","vb","vb::exdqlm","root__dynamic__normal__tau_0p25__lasttt_500","dynamic::normal::0p25::500::default","dynamic::normal::0p25::500::default::exdqlm::vb","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase1_vb_all","row_0030","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p25_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0030.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0030.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0030.csv","PASS",TRUE,100.42,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0030 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base."
"dynamic","dynamic","normal","0p25",5000,"default","dqlm","mcmc","mcmc::dqlm","root__dynamic__normal__tau_0p25__lasttt_5000","dynamic::normal::0p25::5000::default","dynamic::normal::0p25::5000::default::dqlm::mcmc","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase5_dynamic_mcmc","row_0277","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_dqlm_tau_0p25_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0277.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0277.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0277.csv","PASS",TRUE,1745.188,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0277 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base."
"dynamic","dynamic","normal","0p25",5000,"default","dqlm","vb","vb::dqlm","root__dynamic__normal__tau_0p25__lasttt_5000","dynamic::normal::0p25::5000::default","dynamic::normal::0p25::5000::default::dqlm::vb","PASS",TRUE,"baseline_original","baseline_original","baseline","baseline","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_dqlm_tau_0p25_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv","","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/tables/method_signoff_long.csv","PASS",TRUE,,FALSE,"baseline_kept","Baseline original fit already healthy and no promoted candidate was required."
"dynamic","dynamic","normal","0p25",5000,"default","exdqlm","mcmc","mcmc::exdqlm","root__dynamic__normal__tau_0p25__lasttt_5000","dynamic::normal::0p25::5000::default","dynamic::normal::0p25::5000::default::exdqlm::mcmc","FAIL",FALSE,"dynamic_summary_csv","dynamic_archive_summary","slice_wave2_20260319","slice_wave2_20260319","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_slice_wave2_20260319.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_slice_wave2_20260319_normal_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319.csv","WARN",TRUE,16500.059,TRUE,"promoted_over_fail_baseline","Promoted `slice_wave2_20260319` because it upgraded the original FAIL baseline to `WARN` with explicit health evidence."
"dynamic","dynamic","normal","0p25",5000,"default","exdqlm","vb","vb::exdqlm","root__dynamic__normal__tau_0p25__lasttt_5000","dynamic::normal::0p25::5000::default","dynamic::normal::0p25::5000::default::exdqlm::vb","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase1_vb_all","row_0032","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p25_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0032.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0032.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0032.csv","PASS",TRUE,507.891,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0032 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base."
"dynamic","dynamic","normal","0p95",500,"default","dqlm","mcmc","mcmc::dqlm","root__dynamic__normal__tau_0p95__lasttt_500","dynamic::normal::0p95::500::default","dynamic::normal::0p95::500::default::dqlm::mcmc","WARN",TRUE,"baseline_original","baseline_original","baseline","baseline","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_dqlm_tau_0p95_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv","","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/tables/method_signoff_long.csv","WARN",TRUE,,FALSE,"baseline_kept","Baseline original fit already healthy and no promoted candidate was required."
"dynamic","dynamic","normal","0p95",500,"default","dqlm","vb","vb::dqlm","root__dynamic__normal__tau_0p95__lasttt_500","dynamic::normal::0p95::500::default","dynamic::normal::0p95::500::default::dqlm::vb","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase1_vb_all","row_0033","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_dqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0033.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0033.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0033.csv","PASS",TRUE,36.012,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0033 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base."
"dynamic","dynamic","normal","0p95",500,"default","exdqlm","mcmc","mcmc::exdqlm","root__dynamic__normal__tau_0p95__lasttt_500","dynamic::normal::0p95::500::default","dynamic::normal::0p95::500::default::exdqlm::mcmc","FAIL",FALSE,"dynamic_summary_csv","dynamic_archive_summary","tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal","tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal_exdqlm_normal_TT500.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal.csv","PASS",TRUE,1645.373,TRUE,"promoted_over_fail_baseline","Promoted `tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal` because it upgraded the original FAIL baseline to `PASS` with explicit health evidence."
"dynamic","dynamic","normal","0p95",500,"default","exdqlm","vb","vb::exdqlm","root__dynamic__normal__tau_0p95__lasttt_500","dynamic::normal::0p95::500::default","dynamic::normal::0p95::500::default::exdqlm::vb","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase1_vb_all","row_0034","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/vb/vb_exdqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0034.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0034.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0034.csv","PASS",TRUE,152.831,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0034 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base."
"dynamic","dynamic","normal","0p95",5000,"default","dqlm","mcmc","mcmc::dqlm","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic::normal::0p95::5000::default","dynamic::normal::0p95::5000::default::dqlm::mcmc","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase5_dynamic_mcmc","row_0281","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_dqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0281.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0281.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0281.csv","PASS",TRUE,1753.689,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0281 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base."
"dynamic","dynamic","normal","0p95",5000,"default","dqlm","vb","vb::dqlm","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic::normal::0p95::5000::default","dynamic::normal::0p95::5000::default::dqlm::vb","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase1_vb_all","row_0035","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_dqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0035.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0035.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0035.csv","PASS",TRUE,394.194,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0035 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base."
"dynamic","dynamic","normal","0p95",5000,"default","exdqlm","mcmc","mcmc::exdqlm","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic::normal::0p95::5000::default","dynamic::normal::0p95::5000::default::exdqlm::mcmc","WARN",TRUE,"dynamic_summary_csv","dynamic_archive_summary","tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal","tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal_exdqlm_normal_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal.csv","PASS",TRUE,19134.688,TRUE,"promoted_over_healthy_baseline","Promoted `tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal` because it improved the original baseline gate from `WARN` to `PASS`."
"dynamic","dynamic","normal","0p95",5000,"default","exdqlm","vb","vb::exdqlm","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic::normal::0p95::5000::default","dynamic::normal::0p95::5000::default::exdqlm::vb","WARN",TRUE,"syncedbase_faithful_replay_20260407","phase1_vb_all","row_0036","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p95_fit_orig288_sync0p4p0_faithful_20260407.rds","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0036.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0036.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0036.csv","PASS",TRUE,886.794,TRUE,"promoted_syncedbase_faithful_replay","Promote synced-base faithful replay row row_0036 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base."
"static_paper","static_paper","gausmix","0p05",100,"paper","al","mcmc","mcmc::al","root__static_paper__gausmix__tau_0p05__tt_100","static_paper::gausmix::0p05::100::paper","static_paper::gausmix::0p05::100::paper::al::mcmc","WARN",TRUE,"static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_al_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","PASS",TRUE,6.269,TRUE,"promoted_over_healthy_baseline","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`."
"static_paper","static_paper","gausmix","0p05",100,"paper","al","vb","vb::al","root__static_paper__gausmix__tau_0p05__tt_100","static_paper::gausmix::0p05::100::paper","static_paper::gausmix::0p05::100::paper::al::vb","PASS",TRUE,"baseline_original","baseline_original","baseline","baseline","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/vb/vb_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/tables/method_signoff_long.csv","","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/tables/method_signoff_long.csv","PASS",TRUE,,FALSE,"baseline_kept","Baseline original fit already healthy; repaired candidates did not strictly improve the gate."
"static_paper","static_paper","gausmix","0p05",100,"paper","exal","mcmc","mcmc::exal","root__static_paper__gausmix__tau_0p05__tt_100","static_paper::gausmix::0p05::100::paper","static_paper::gausmix::0p05::100::paper::exal::mcmc","WARN",TRUE,"hybrid_291_selection","static_refresh_nonfail","F080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_static_exal_f080_sub2_s105_rhsns_current_20260403.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_health_static_exal_f080_sub2_s105_rhsns_current_20260403_exal_gausmix_TT100.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_health_summary_static_exal_f080_sub2_s105_rhsns_current_20260403.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_health_summary_static_exal_f080_sub2_s105_rhsns_current_20260403.csv","PASS",TRUE,53.56,TRUE,"promoted_over_healthy_baseline","Promoted `static_exal_f080_sub2_s105_rhsns_current_20260403` because it improved the original baseline gate from `WARN` to `PASS`."
"static_paper","static_paper","gausmix","0p05",100,"paper","exal","vb","vb::exal","root__static_paper__gausmix__tau_0p05__tt_100","static_paper::gausmix::0p05::100::paper","static_paper::gausmix::0p05::100::paper::exal::vb","WARN",TRUE,"static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100/fits/vb/vb_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","PASS",TRUE,10.362,TRUE,"promoted_over_healthy_baseline","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`."
"static_paper","static_paper","gausmix","0p05",1000,"paper","al","mcmc","mcmc::al","root__static_paper__gausmix__tau_0p05__tt_1000","static_paper::gausmix::0p05::1000::paper","static_paper::gausmix::0p05::1000::paper::al::mcmc","PASS",TRUE,"baseline_original","baseline_original","baseline","baseline","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/mcmc/mcmc_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/method_signoff_long.csv","","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/method_signoff_long.csv","PASS",TRUE,,FALSE,"baseline_kept","Baseline original fit already healthy; repaired candidates did not strictly improve the gate."
"static_paper","static_paper","gausmix","0p05",1000,"paper","al","vb","vb::al","root__static_paper__gausmix__tau_0p05__tt_1000","static_paper::gausmix::0p05::1000::paper","static_paper::gausmix::0p05::1000::paper::al::vb","PASS",TRUE,"baseline_original","baseline_original","baseline","baseline","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/fits/vb/vb_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/method_signoff_long.csv","","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000/tables/method_signoff_long.csv","PASS",TRUE,,FALSE,"baseline_kept","Baseline original fit already healthy; repaired candidates did not strictly improve the gate."
