"row_id","base_row_id","original_case_key","phase","phase_order","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","method_profile_id","seed","status_current","error_current","gate_current","healthy_current","runtime_sec_current","crps_metric","primary_accuracy_metric","q_rmse_metric","coverage95_metric","coverage95_gap_metric","mean_ci_width_metric","cie_metric","beta_rmse_mean_metric","beta_coverage_gap_metric","metric_source","metric_error"
93,93,"static_paper::gausmix::0p50::1000::paper::al::vb","full_static_vb",5,"static","static_paper","gausmix",0.5,"0p50",1000,"paper","al","vb","static_paper__paper__al__vb",195930,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,95,"static_paper::gausmix::0p50::1000::paper::exal::vb","full_static_vb",5,"static","static_paper","gausmix",0.5,"0p50",1000,"paper","exal","vb","static_paper__paper__exal__vb",206627,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,97,"static_paper::laplace::0p05::100::paper::al::vb","full_static_vb",5,"static","static_paper","laplace",0.05,"0p05",100,"paper","al","vb","static_paper__paper__al__vb",192163,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,99,"static_paper::laplace::0p05::100::paper::exal::vb","full_static_vb",5,"static","static_paper","laplace",0.05,"0p05",100,"paper","exal","vb","static_paper__paper__exal__vb",202639,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,101,"static_paper::laplace::0p05::1000::paper::al::vb","full_static_vb",5,"static","static_paper","laplace",0.05,"0p05",1000,"paper","al","vb","static_paper__paper__al__vb",195052,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,103,"static_paper::laplace::0p05::1000::paper::exal::vb","full_static_vb",5,"static","static_paper","laplace",0.05,"0p05",1000,"paper","exal","vb","static_paper__paper__exal__vb",205749,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,105,"static_paper::laplace::0p25::100::paper::al::vb","full_static_vb",5,"static","static_paper","laplace",0.25,"0p25",100,"paper","al","vb","static_paper__paper__al__vb",192215,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,107,"static_paper::laplace::0p25::100::paper::exal::vb","full_static_vb",5,"static","static_paper","laplace",0.25,"0p25",100,"paper","exal","vb","static_paper__paper__exal__vb",202691,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,109,"static_paper::laplace::0p25::1000::paper::al::vb","full_static_vb",5,"static","static_paper","laplace",0.25,"0p25",1000,"paper","al","vb","static_paper__paper__al__vb",195104,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,111,"static_paper::laplace::0p25::1000::paper::exal::vb","full_static_vb",5,"static","static_paper","laplace",0.25,"0p25",1000,"paper","exal","vb","static_paper__paper__exal__vb",205801,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,113,"static_paper::laplace::0p50::100::paper::al::vb","full_static_vb",5,"static","static_paper","laplace",0.5,"0p50",100,"paper","al","vb","static_paper__paper__al__vb",192158,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,115,"static_paper::laplace::0p50::100::paper::exal::vb","full_static_vb",5,"static","static_paper","laplace",0.5,"0p50",100,"paper","exal","vb","static_paper__paper__exal__vb",202634,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,117,"static_paper::laplace::0p50::1000::paper::al::vb","full_static_vb",5,"static","static_paper","laplace",0.5,"0p50",1000,"paper","al","vb","static_paper__paper__al__vb",195047,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,119,"static_paper::laplace::0p50::1000::paper::exal::vb","full_static_vb",5,"static","static_paper","laplace",0.5,"0p50",1000,"paper","exal","vb","static_paper__paper__exal__vb",205744,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,121,"static_paper::normal::0p05::100::paper::al::vb","full_static_vb",5,"static","static_paper","normal",0.05,"0p05",100,"paper","al","vb","static_paper__paper__al__vb",188585,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,123,"static_paper::normal::0p05::100::paper::exal::vb","full_static_vb",5,"static","static_paper","normal",0.05,"0p05",100,"paper","exal","vb","static_paper__paper__exal__vb",198840,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,125,"static_paper::normal::0p05::1000::paper::al::vb","full_static_vb",5,"static","static_paper","normal",0.05,"0p05",1000,"paper","al","vb","static_paper__paper__al__vb",191426,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,127,"static_paper::normal::0p05::1000::paper::exal::vb","full_static_vb",5,"static","static_paper","normal",0.05,"0p05",1000,"paper","exal","vb","static_paper__paper__exal__vb",201902,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,129,"static_paper::normal::0p25::100::paper::al::vb","full_static_vb",5,"static","static_paper","normal",0.25,"0p25",100,"paper","al","vb","static_paper__paper__al__vb",188635,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,131,"static_paper::normal::0p25::100::paper::exal::vb","full_static_vb",5,"static","static_paper","normal",0.25,"0p25",100,"paper","exal","vb","static_paper__paper__exal__vb",198890,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,133,"static_paper::normal::0p25::1000::paper::al::vb","full_static_vb",5,"static","static_paper","normal",0.25,"0p25",1000,"paper","al","vb","static_paper__paper__al__vb",191476,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,135,"static_paper::normal::0p25::1000::paper::exal::vb","full_static_vb",5,"static","static_paper","normal",0.25,"0p25",1000,"paper","exal","vb","static_paper__paper__exal__vb",201952,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,137,"static_paper::normal::0p50::100::paper::al::vb","full_static_vb",5,"static","static_paper","normal",0.5,"0p50",100,"paper","al","vb","static_paper__paper__al__vb",188580,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,139,"static_paper::normal::0p50::100::paper::exal::vb","full_static_vb",5,"static","static_paper","normal",0.5,"0p50",100,"paper","exal","vb","static_paper__paper__exal__vb",198835,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,141,"static_paper::normal::0p50::1000::paper::al::vb","full_static_vb",5,"static","static_paper","normal",0.5,"0p50",1000,"paper","al","vb","static_paper__paper__al__vb",191421,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,143,"static_paper::normal::0p50::1000::paper::exal::vb","full_static_vb",5,"static","static_paper","normal",0.5,"0p50",1000,"paper","exal","vb","static_paper__paper__exal__vb",201897,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,145,"static_shrink::gausmix::0p05::100::ridge::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.05,"0p05",100,"ridge","al","vb","static_shrink__ridge__al__vb",196835,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,147,"static_shrink::gausmix::0p05::100::ridge::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.05,"0p05",100,"ridge","exal","vb","static_shrink__ridge__exal__vb",207532,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,149,"static_shrink::gausmix::0p05::100::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.05,"0p05",100,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",202784,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,151,"static_shrink::gausmix::0p05::100::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.05,"0p05",100,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",213702,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,153,"static_shrink::gausmix::0p05::1000::ridge::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.05,"0p05",1000,"ridge","al","vb","static_shrink__ridge__al__vb",199759,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,155,"static_shrink::gausmix::0p05::1000::ridge::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.05,"0p05",1000,"ridge","exal","vb","static_shrink__ridge__exal__vb",210677,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,157,"static_shrink::gausmix::0p05::1000::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.05,"0p05",1000,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",205838,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,159,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.05,"0p05",1000,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",216977,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,161,"static_shrink::gausmix::0p25::100::ridge::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.25,"0p25",100,"ridge","al","vb","static_shrink__ridge__al__vb",196889,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,163,"static_shrink::gausmix::0p25::100::ridge::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.25,"0p25",100,"ridge","exal","vb","static_shrink__ridge__exal__vb",207586,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,165,"static_shrink::gausmix::0p25::100::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.25,"0p25",100,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",202838,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,167,"static_shrink::gausmix::0p25::100::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.25,"0p25",100,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",213756,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,169,"static_shrink::gausmix::0p25::1000::ridge::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.25,"0p25",1000,"ridge","al","vb","static_shrink__ridge__al__vb",199813,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,171,"static_shrink::gausmix::0p25::1000::ridge::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.25,"0p25",1000,"ridge","exal","vb","static_shrink__ridge__exal__vb",210731,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,173,"static_shrink::gausmix::0p25::1000::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.25,"0p25",1000,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",205892,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,175,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.25,"0p25",1000,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",217031,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,177,"static_shrink::gausmix::0p50::100::ridge::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.5,"0p50",100,"ridge","al","vb","static_shrink__ridge__al__vb",196830,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,179,"static_shrink::gausmix::0p50::100::ridge::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.5,"0p50",100,"ridge","exal","vb","static_shrink__ridge__exal__vb",207527,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,181,"static_shrink::gausmix::0p50::100::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.5,"0p50",100,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",202779,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,183,"static_shrink::gausmix::0p50::100::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.5,"0p50",100,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",213697,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,185,"static_shrink::gausmix::0p50::1000::ridge::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.5,"0p50",1000,"ridge","al","vb","static_shrink__ridge__al__vb",199754,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,187,"static_shrink::gausmix::0p50::1000::ridge::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.5,"0p50",1000,"ridge","exal","vb","static_shrink__ridge__exal__vb",210672,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,189,"static_shrink::gausmix::0p50::1000::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","gausmix",0.5,"0p50",1000,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",205833,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,191,"static_shrink::gausmix::0p50::1000::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","gausmix",0.5,"0p50",1000,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",216972,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,193,"static_shrink::laplace::0p05::100::ridge::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.05,"0p05",100,"ridge","al","vb","static_shrink__ridge__al__vb",195908,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,195,"static_shrink::laplace::0p05::100::ridge::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.05,"0p05",100,"ridge","exal","vb","static_shrink__ridge__exal__vb",206605,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,197,"static_shrink::laplace::0p05::100::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.05,"0p05",100,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",201857,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,199,"static_shrink::laplace::0p05::100::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.05,"0p05",100,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",212775,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,201,"static_shrink::laplace::0p05::1000::ridge::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.05,"0p05",1000,"ridge","al","vb","static_shrink__ridge__al__vb",198832,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,203,"static_shrink::laplace::0p05::1000::ridge::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.05,"0p05",1000,"ridge","exal","vb","static_shrink__ridge__exal__vb",209750,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,205,"static_shrink::laplace::0p05::1000::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.05,"0p05",1000,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",204911,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,207,"static_shrink::laplace::0p05::1000::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.05,"0p05",1000,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",216050,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,209,"static_shrink::laplace::0p25::100::ridge::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.25,"0p25",100,"ridge","al","vb","static_shrink__ridge__al__vb",195962,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,211,"static_shrink::laplace::0p25::100::ridge::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.25,"0p25",100,"ridge","exal","vb","static_shrink__ridge__exal__vb",206659,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,213,"static_shrink::laplace::0p25::100::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.25,"0p25",100,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",201911,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,215,"static_shrink::laplace::0p25::100::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.25,"0p25",100,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",212829,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,217,"static_shrink::laplace::0p25::1000::ridge::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.25,"0p25",1000,"ridge","al","vb","static_shrink__ridge__al__vb",198886,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,219,"static_shrink::laplace::0p25::1000::ridge::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.25,"0p25",1000,"ridge","exal","vb","static_shrink__ridge__exal__vb",209804,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,221,"static_shrink::laplace::0p25::1000::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.25,"0p25",1000,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",204965,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,223,"static_shrink::laplace::0p25::1000::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.25,"0p25",1000,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",216104,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,225,"static_shrink::laplace::0p50::100::ridge::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.5,"0p50",100,"ridge","al","vb","static_shrink__ridge__al__vb",195903,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,227,"static_shrink::laplace::0p50::100::ridge::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.5,"0p50",100,"ridge","exal","vb","static_shrink__ridge__exal__vb",206600,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,229,"static_shrink::laplace::0p50::100::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.5,"0p50",100,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",201852,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,231,"static_shrink::laplace::0p50::100::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.5,"0p50",100,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",212770,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,233,"static_shrink::laplace::0p50::1000::ridge::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.5,"0p50",1000,"ridge","al","vb","static_shrink__ridge__al__vb",198827,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,235,"static_shrink::laplace::0p50::1000::ridge::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.5,"0p50",1000,"ridge","exal","vb","static_shrink__ridge__exal__vb",209745,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,237,"static_shrink::laplace::0p50::1000::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","laplace",0.5,"0p50",1000,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",204906,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,239,"static_shrink::laplace::0p50::1000::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","laplace",0.5,"0p50",1000,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",216045,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,241,"static_shrink::normal::0p05::100::ridge::al::vb","full_static_vb",5,"static","static_shrink","normal",0.05,"0p05",100,"ridge","al","vb","static_shrink__ridge__al__vb",192270,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,243,"static_shrink::normal::0p05::100::ridge::exal::vb","full_static_vb",5,"static","static_shrink","normal",0.05,"0p05",100,"ridge","exal","vb","static_shrink__ridge__exal__vb",202746,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,245,"static_shrink::normal::0p05::100::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","normal",0.05,"0p05",100,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",198089,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,247,"static_shrink::normal::0p05::100::rhs_ns::exal::vb","full_static_vb",5,"static","static_shrink","normal",0.05,"0p05",100,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",208786,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,249,"static_shrink::normal::0p05::1000::ridge::al::vb","full_static_vb",5,"static","static_shrink","normal",0.05,"0p05",1000,"ridge","al","vb","static_shrink__ridge__al__vb",195146,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,251,"static_shrink::normal::0p05::1000::ridge::exal::vb","full_static_vb",5,"static","static_shrink","normal",0.05,"0p05",1000,"ridge","exal","vb","static_shrink__ridge__exal__vb",205843,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,253,"static_shrink::normal::0p05::1000::rhs_ns::al::vb","full_static_vb",5,"static","static_shrink","normal",0.05,"0p05",1000,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",201095,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
