root_id	inference	model	root_kind	family	tau	fit_size	prior	signoff_reason	action_class	mcmc_n_keep	mcmc_ess_sigma	mcmc_ess_gamma	mcmc_ess_state	mcmc_acf1_sigma	mcmc_acf1_gamma	mcmc_acf1_state	mcmc_geweke_absz_sigma	mcmc_geweke_absz_gamma	mcmc_geweke_absz_state	mcmc_half_drift_sigma	mcmc_half_drift_gamma	mcmc_half_drift_state	vb_elbo_tail_rel_range	vb_sigma_tail_rel_range	vb_gamma_tail_rel_range	vb_delta_state_last	vb_delta_sigma_last	vb_delta_gamma_last	run_root	recommended_action
root__dynamic__gausmix__tau_0p05__lasttt_500	vb	exdqlm	dynamic	gausmix	0.05	500	default	ld_unstable; vb_converged_false; core_parameter_tail_unstable	needs_model_or_vb_debug	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47361782729676e-05	0.000501343841643374	0.00447233912703058	0.269558409826459	0.0209640251295014	9.24406501893668e-06	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	debug_vb_then_targeted_refit
root__dynamic__gausmix__tau_0p05__lasttt_5000	vb	exdqlm	dynamic	gausmix	0.05	5000	default	ld_unstable; vb_converged_false; core_parameter_tail_unstable	needs_model_or_vb_debug	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00398326603689869	0.000388490001816595	0.190132691055158	0.428517916444434	0.000834098965545316	0.0006480226752226	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000	debug_vb_then_targeted_refit
root__dynamic__laplace__tau_0p05__lasttt_500	vb	exdqlm	dynamic	laplace	0.05	500	default	ld_unstable; vb_converged_false; core_parameter_tail_unstable	needs_model_or_vb_debug	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51679209901166e-05	0.00051103287070384	0.00453544881521027	0.271686717822377	0.021037098431492	9.42277793832685e-06	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	debug_vb_then_targeted_refit
root__dynamic__laplace__tau_0p05__lasttt_5000	vb	exdqlm	dynamic	laplace	0.05	5000	default	ld_unstable; vb_converged_false; core_parameter_tail_unstable	needs_model_or_vb_debug	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00130251368007835	0.000978061311737913	0.0418986246771912	0.181694016276197	0.00125110691444341	0.000379272815679586	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000	debug_vb_then_targeted_refit
root__dynamic__normal__tau_0p05__lasttt_500	vb	exdqlm	dynamic	normal	0.05	500	default	ld_unstable; vb_converged_false; core_parameter_tail_unstable	needs_model_or_vb_debug	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60414759788197e-05	0.000435594352852283	0.0068781199539553	0.10961815736664	0.00740779069977293	8.64099560103724e-06	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	debug_vb_then_targeted_refit
