generated_at	unhealthy_method_rows	targeted_model_path_tasks	impacted_root_count	targeted_root_postprocess_tasks	targeted_root_signoff_tasks	targeted_root_review_tasks	targeted_prior_compare_tasks	targeted_campaign_review_tasks	targeted_global_summary_tasks	launch_ready_now
2026-03-14 21:55:16 EDT	114	91	71	71	71	71	18	3	1	91
