"row_id","base_row_id","original_case_key","phase","phase_order","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","seed_slot","seed","candidate_label","candidate_source_type","candidate_source_subtype","source_rank","reference_gate","accepted_baseline_gate","run_root","run_config_path","sim_output_path","baseline_fit_path","source_reference_fit_path","vb_reference_fit_path","source_run_root","source_run_config_path","selected_variant_tag_source","candidate_fit_path","row_status_path","health_path","metrics_path","draws_path","missing_inputs","historical_source_kind","phase1_registry_source","hist_mh_proposal","hist_mh_adapt","hist_laplace_refresh_interval","hist_laplace_refresh_start","hist_laplace_refresh_weight","hist_slice_width","hist_slice_max_steps","hist_n_burn","hist_n_mcmc","hist_trace_every","hist_progress_every","hist_init_from_vb_requested","hist_init_from_vb","hist_vb_path","hist_baseline_fit_path"
37,22,"dynamic::gausmix::0p95::5000::default::dqlm::vb","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","dqlm","vb",1,195626,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0037_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0011_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_dqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed01.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0037.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0037.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0037.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0037.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,22,"dynamic::gausmix::0p95::5000::default::dqlm::vb","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","dqlm","vb",2,195727,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0038_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0011_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_dqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed02.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0038.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0038.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0038.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0038.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,22,"dynamic::gausmix::0p95::5000::default::dqlm::vb","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","dqlm","vb",3,196635,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0039_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0011_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_dqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed03.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0039.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0039.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0039.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0039.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,22,"dynamic::gausmix::0p95::5000::default::dqlm::vb","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","dqlm","vb",4,205633,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0040_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0011_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_dqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed04.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0040.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0040.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0040.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0040.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,23,"dynamic::gausmix::0p95::5000::default::exdqlm::mcmc","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","exdqlm","mcmc",1,216226,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0041_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0262_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed01.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0041.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0041.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0041.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0041.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,23,"dynamic::gausmix::0p95::5000::default::exdqlm::mcmc","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","exdqlm","mcmc",2,216327,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0042_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0262_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed02.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0042.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0042.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0042.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0042.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,23,"dynamic::gausmix::0p95::5000::default::exdqlm::mcmc","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","exdqlm","mcmc",3,217235,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0043_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0262_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed03.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0043.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0043.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0043.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0043.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,23,"dynamic::gausmix::0p95::5000::default::exdqlm::mcmc","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","exdqlm","mcmc",4,226233,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0044_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0262_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed04.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0044.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0044.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0044.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0044.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,24,"dynamic::gausmix::0p95::5000::default::exdqlm::vb","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","exdqlm","vb",1,206110,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0045_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0012_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed01.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0045.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0045.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0045.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0045.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,24,"dynamic::gausmix::0p95::5000::default::exdqlm::vb","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","exdqlm","vb",2,206211,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0046_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0012_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed02.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0046.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0046.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0046.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0046.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,24,"dynamic::gausmix::0p95::5000::default::exdqlm::vb","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","exdqlm","vb",3,207119,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0047_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0012_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed03.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0047.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0047.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0047.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0047.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,24,"dynamic::gausmix::0p95::5000::default::exdqlm::vb","phase1_dynamic_tt5000_exact_replay",1,"dynamic","dynamic","gausmix","0p95","0p95",5000,"default","exdqlm","vb",4,216117,"exact_accepted_source","accepted_selected_fit_exact_source","faithful_replay_20260407",0,"FAIL","PASS","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/configs/row_0048_run_config.rds","/home/jaguir26/local/src/exdqlm__wt__qdesn_0p4p0_integration/results/qdesn_mcmc_validation/dynamic_exdqlm_crossstudy_effective_w300_postdraw_deepdesn_sources/dlm_constV_smallW/gausmix/tau_0p95/fit_input_effTT5000_totalTT5313/sim_output.rds",NA,NA,NA,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0012_run_config.rds","orig288_sync0p4p0_faithful_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/vb/vb_exdqlm_tau_0p95_fit_orig288_dynamic_tt5000_exactspec_repair_20260414_exact_accepted_source_seed04.rds","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/rows/row_0048.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/health/health_0048.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/metrics/metrics_0048.csv","tools/merge_reports/full288_original288_dynamic_tt5000_exactspec_repair_20260414/draws/draws_0048.rds",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
