"candidate_id","n_rows"
"F0825_sub2_s100",9
"F0825_sub2_s1025",9
"F0825_sub2_s105",9
"F0835_sub2_s100",9
"F0835_sub2_s1025",9
"F0845_sub2_s100",9
"F0845_sub2_s1025",9
"F085_sub2_s100",9
"F085_sub2_s1025",9
