"row_id","base_row_id","original_case_key","phase","phase_order","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","method_profile_id","seed","status_current","error_current","gate_current","healthy_current","runtime_sec_current","retention_mode","fit_retained","draws_retained","vb_init_retained","plot_summary_path","plot_summary_exists","parameter_summary_path","parameter_summary_exists","lightweight_ready","crps_metric","primary_accuracy_metric","q_rmse_metric","coverage95_metric","coverage95_gap_metric","mean_ci_width_metric","cie_metric","beta_rmse_mean_metric","beta_coverage_gap_metric","metric_source","metric_error"
285,285,"static_shrink::normal::0p50::1000::rhs_ns::al::vb","smoke_static_vb",1,"static","static_shrink","normal",0.5,"0p50",1000,"rhs_ns","al","vb","static_shrink__rhs_ns__al__vb",201090,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0285_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0285_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,287,"static_shrink::normal::0p50::1000::rhs_ns::exal::vb","smoke_static_vb",1,"static","static_shrink","normal",0.5,"0p50",1000,"rhs_ns","exal","vb","static_shrink__rhs_ns__exal__vb",212008,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0287_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0287_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,"dynamic::gausmix::0p50::500::default::dqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","gausmix",0.5,"0p50",500,"default","dqlm","vb","dynamic__dqlm__vb",192353,"done",NA,"PASS",TRUE,343.208,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0017_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0017_parameter_summary.csv",NA,TRUE,15.8110776390614,25.5963101464507,25.5963101464507,0.972,0.022,131.720280878767,NA,NA,NA,"refreshed288_dynamic",NA
19,19,"dynamic::gausmix::0p50::500::default::exdqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","gausmix",0.5,"0p50",500,"default","exdqlm","vb","dynamic__exdqlm__vb",202616,"done",NA,"PASS",TRUE,368.582,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0019_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0019_parameter_summary.csv",NA,TRUE,18.0352720685128,25.7925348530483,25.7925348530483,0.596,0.354,43.8031414159757,NA,NA,NA,"refreshed288_dynamic",NA
21,21,"dynamic::gausmix::0p50::5000::default::dqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","gausmix",0.5,"0p50",5000,"default","dqlm","vb","dynamic__dqlm__vb",195432,"done",NA,"PASS",TRUE,3058.204,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0021_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0021_parameter_summary.csv",NA,TRUE,8.52529827041757,7.87707410782764,7.87707410782764,0.9712,0.0212,71.4496293047151,NA,NA,NA,"refreshed288_dynamic",NA
23,23,"dynamic::gausmix::0p50::5000::default::exdqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","gausmix",0.5,"0p50",5000,"default","exdqlm","vb","dynamic__exdqlm__vb",205916,"done",NA,"PASS",TRUE,3347.411,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0023_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0023_parameter_summary.csv",NA,TRUE,9.28059690431734,7.9030630835568,7.9030630835568,0.669,0.281,28.7002306365527,NA,NA,NA,"refreshed288_dynamic",NA
41,41,"dynamic::laplace::0p50::500::default::dqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","laplace",0.5,"0p50",500,"default","dqlm","vb","dynamic__dqlm__vb",191690,"done",NA,"PASS",TRUE,338.448,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0041_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0041_parameter_summary.csv",NA,TRUE,14.2397834599114,20.7053136188695,20.7053136188695,0.98,0.03,120.67324743574,NA,NA,NA,"refreshed288_dynamic",NA
43,43,"dynamic::laplace::0p50::500::default::exdqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","laplace",0.5,"0p50",500,"default","exdqlm","vb","dynamic__exdqlm__vb",201953,"done",NA,"PASS",TRUE,459.213,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0043_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0043_parameter_summary.csv",NA,TRUE,15.5549879494527,20.6547989341093,20.6547989341093,0.64,0.31,51.2954794446422,NA,NA,NA,"refreshed288_dynamic",NA
45,45,"dynamic::laplace::0p50::5000::default::dqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","laplace",0.5,"0p50",5000,"default","dqlm","vb","dynamic__dqlm__vb",194769,"done",NA,"PASS",TRUE,3063.029,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0045_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0045_parameter_summary.csv",NA,TRUE,7.83546434109106,6.44012421531649,6.44012421531649,0.9506,0.000600000000000045,64.2409853432117,NA,NA,NA,"refreshed288_dynamic",NA
47,47,"dynamic::laplace::0p50::5000::default::exdqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","laplace",0.5,"0p50",5000,"default","exdqlm","vb","dynamic__exdqlm__vb",205253,"done",NA,"WARN",TRUE,3865.192,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0047_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0047_parameter_summary.csv",NA,TRUE,8.35189094284806,6.43842390200676,6.43842390200676,0.706,0.244,27.2345521421277,NA,NA,NA,"refreshed288_dynamic",NA
65,65,"dynamic::normal::0p50::500::default::dqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","normal",0.5,"0p50",500,"default","dqlm","vb","dynamic__dqlm__vb",188043,"done",NA,"PASS",TRUE,346.008,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0065_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0065_parameter_summary.csv",NA,TRUE,11.9319581969067,19.687195115188,19.687195115188,0.94,0.01,97.2672660394555,NA,NA,NA,"refreshed288_dynamic",NA
67,67,"dynamic::normal::0p50::500::default::exdqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","normal",0.5,"0p50",500,"default","exdqlm","vb","dynamic__exdqlm__vb",198085,"done",NA,"PASS",TRUE,381.922,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0067_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0067_parameter_summary.csv",NA,TRUE,14.1925414539159,20.1026953692958,20.1026953692958,0.502,0.448,22.8544435013603,NA,NA,NA,"refreshed288_dynamic",NA
69,69,"dynamic::normal::0p50::5000::default::dqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","dqlm","vb","dynamic__dqlm__vb",191074,"done",NA,"PASS",TRUE,3073.781,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0069_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0069_parameter_summary.csv",NA,TRUE,5.97839407610462,5.90666046910764,5.90666046910764,0.9756,0.0256000000000001,51.0991876672077,NA,NA,NA,"refreshed288_dynamic",NA
71,71,"dynamic::normal::0p50::5000::default::exdqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","exdqlm","vb","dynamic__exdqlm__vb",201337,"done",NA,"PASS",TRUE,3440.134,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0071_plot_summary.csv",TRUE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0071_parameter_summary.csv",NA,TRUE,6.61005987336133,6.03100950624356,6.03100950624356,0.6602,0.2898,20.0977015563933,NA,NA,NA,"refreshed288_dynamic",NA
138,138,"static_paper::normal::0p50::100::paper::al::mcmc","smoke_static_mcmc",3,"static","static_paper","normal",0.5,"0p50",100,"paper","al","mcmc","static_paper__paper__al__mcmc",198096,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0138_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0138_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,140,"static_paper::normal::0p50::100::paper::exal::mcmc","smoke_static_mcmc",3,"static","static_paper","normal",0.5,"0p50",100,"paper","exal","mcmc","static_paper__paper__exal__mcmc",208751,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0140_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0140_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,142,"static_paper::normal::0p50::1000::paper::al::mcmc","smoke_static_mcmc",3,"static","static_paper","normal",0.5,"0p50",1000,"paper","al","mcmc","static_paper__paper__al__mcmc",201137,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0142_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0142_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,144,"static_paper::normal::0p50::1000::paper::exal::mcmc","smoke_static_mcmc",3,"static","static_paper","normal",0.5,"0p50",1000,"paper","exal","mcmc","static_paper__paper__exal__mcmc",212013,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0144_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0144_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,274,"static_shrink::normal::0p50::100::ridge::al::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",100,"ridge","al","mcmc","static_shrink__ridge__al__mcmc",201981,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0274_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0274_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,276,"static_shrink::normal::0p50::100::ridge::exal::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",100,"ridge","exal","mcmc","static_shrink__ridge__exal__mcmc",212857,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0276_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0276_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,278,"static_shrink::normal::0p50::100::rhs_ns::al::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",100,"rhs_ns","al","mcmc","static_shrink__rhs_ns__al__mcmc",208000,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0278_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0278_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,280,"static_shrink::normal::0p50::100::rhs_ns::exal::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",100,"rhs_ns","exal","mcmc","static_shrink__rhs_ns__exal__mcmc",219097,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0280_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0280_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,282,"static_shrink::normal::0p50::1000::ridge::al::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",1000,"ridge","al","mcmc","static_shrink__ridge__al__mcmc",205057,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0282_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0282_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,284,"static_shrink::normal::0p50::1000::ridge::exal::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",1000,"ridge","exal","mcmc","static_shrink__ridge__exal__mcmc",216154,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0284_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0284_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,286,"static_shrink::normal::0p50::1000::rhs_ns::al::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",1000,"rhs_ns","al","mcmc","static_shrink__rhs_ns__al__mcmc",211206,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0286_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0286_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,288,"static_shrink::normal::0p50::1000::rhs_ns::exal::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",1000,"rhs_ns","exal","mcmc","static_shrink__rhs_ns__exal__mcmc",222524,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0288_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0288_parameter_summary.csv",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,"dynamic::gausmix::0p50::500::default::dqlm::mcmc","smoke_dynamic_mcmc",4,"dynamic","dynamic","gausmix",0.5,"0p50",500,"default","dqlm","mcmc","dynamic__dqlm__mcmc",201869,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0018_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0018_parameter_summary.csv",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,20,"dynamic::gausmix::0p50::500::default::exdqlm::mcmc","smoke_dynamic_mcmc",4,"dynamic","dynamic","gausmix",0.5,"0p50",500,"default","exdqlm","mcmc","dynamic__exdqlm__mcmc",212532,"not_started",NA,"MISSING",FALSE,NA,"comparison_plus_plot",FALSE,FALSE,FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/plot_summaries/row_0020_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260429_p90_dynamic72_qdesn_comparable_v2_timeorigin/parameter_summaries/row_0020_parameter_summary.csv",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
