"base_row_id","original_case_key","seed_slot","seed","phase"
73,"static_paper::gausmix::0p05::100::paper::al::mcmc",3,203771,"full_static_mcmc"
73,"static_paper::gausmix::0p05::100::paper::al::mcmc",4,212769,"full_static_mcmc"
74,"static_paper::gausmix::0p05::100::paper::al::vb",1,193046,"full_static_vb"
74,"static_paper::gausmix::0p05::100::paper::al::vb",2,193147,"full_static_vb"
74,"static_paper::gausmix::0p05::100::paper::al::vb",3,194055,"full_static_vb"
74,"static_paper::gausmix::0p05::100::paper::al::vb",4,203053,"full_static_vb"
75,"static_paper::gausmix::0p05::100::paper::exal::mcmc",1,213638,"full_static_mcmc"
75,"static_paper::gausmix::0p05::100::paper::exal::mcmc",2,213739,"full_static_mcmc"
75,"static_paper::gausmix::0p05::100::paper::exal::mcmc",3,214647,"full_static_mcmc"
75,"static_paper::gausmix::0p05::100::paper::exal::mcmc",4,223645,"full_static_mcmc"
76,"static_paper::gausmix::0p05::100::paper::exal::vb",1,203522,"full_static_vb"
76,"static_paper::gausmix::0p05::100::paper::exal::vb",2,203623,"full_static_vb"
76,"static_paper::gausmix::0p05::100::paper::exal::vb",3,204531,"full_static_vb"
76,"static_paper::gausmix::0p05::100::paper::exal::vb",4,213529,"full_static_vb"
77,"static_paper::gausmix::0p05::1000::paper::al::mcmc",1,205851,"full_static_mcmc"
77,"static_paper::gausmix::0p05::1000::paper::al::mcmc",2,205952,"full_static_mcmc"
77,"static_paper::gausmix::0p05::1000::paper::al::mcmc",3,206860,"full_static_mcmc"
77,"static_paper::gausmix::0p05::1000::paper::al::mcmc",4,215858,"full_static_mcmc"
78,"static_paper::gausmix::0p05::1000::paper::al::vb",1,195935,"full_static_vb"
78,"static_paper::gausmix::0p05::1000::paper::al::vb",2,196036,"full_static_vb"
78,"static_paper::gausmix::0p05::1000::paper::al::vb",3,196944,"full_static_vb"
78,"static_paper::gausmix::0p05::1000::paper::al::vb",4,205942,"full_static_vb"
79,"static_paper::gausmix::0p05::1000::paper::exal::mcmc",1,216948,"full_static_mcmc"
79,"static_paper::gausmix::0p05::1000::paper::exal::mcmc",2,217049,"full_static_mcmc"
79,"static_paper::gausmix::0p05::1000::paper::exal::mcmc",3,217957,"full_static_mcmc"
79,"static_paper::gausmix::0p05::1000::paper::exal::mcmc",4,226955,"full_static_mcmc"
80,"static_paper::gausmix::0p05::1000::paper::exal::vb",1,206632,"full_static_vb"
80,"static_paper::gausmix::0p05::1000::paper::exal::vb",2,206733,"full_static_vb"
80,"static_paper::gausmix::0p05::1000::paper::exal::vb",3,207641,"full_static_vb"
80,"static_paper::gausmix::0p05::1000::paper::exal::vb",4,216639,"full_static_vb"
81,"static_paper::gausmix::0p25::100::paper::al::mcmc",1,202814,"full_static_mcmc"
81,"static_paper::gausmix::0p25::100::paper::al::mcmc",2,202915,"full_static_mcmc"
81,"static_paper::gausmix::0p25::100::paper::al::mcmc",3,203823,"full_static_mcmc"
81,"static_paper::gausmix::0p25::100::paper::al::mcmc",4,212821,"full_static_mcmc"
82,"static_paper::gausmix::0p25::100::paper::al::vb",1,193098,"full_static_vb"
82,"static_paper::gausmix::0p25::100::paper::al::vb",2,193199,"full_static_vb"
82,"static_paper::gausmix::0p25::100::paper::al::vb",3,194107,"full_static_vb"
82,"static_paper::gausmix::0p25::100::paper::al::vb",4,203105,"full_static_vb"
83,"static_paper::gausmix::0p25::100::paper::exal::mcmc",1,213690,"full_static_mcmc"
83,"static_paper::gausmix::0p25::100::paper::exal::mcmc",2,213791,"full_static_mcmc"
83,"static_paper::gausmix::0p25::100::paper::exal::mcmc",3,214699,"full_static_mcmc"
83,"static_paper::gausmix::0p25::100::paper::exal::mcmc",4,223697,"full_static_mcmc"
84,"static_paper::gausmix::0p25::100::paper::exal::vb",1,203574,"full_static_vb"
84,"static_paper::gausmix::0p25::100::paper::exal::vb",2,203675,"full_static_vb"
84,"static_paper::gausmix::0p25::100::paper::exal::vb",3,204583,"full_static_vb"
84,"static_paper::gausmix::0p25::100::paper::exal::vb",4,213581,"full_static_vb"
85,"static_paper::gausmix::0p25::1000::paper::al::mcmc",1,205903,"full_static_mcmc"
85,"static_paper::gausmix::0p25::1000::paper::al::mcmc",2,206004,"full_static_mcmc"
85,"static_paper::gausmix::0p25::1000::paper::al::mcmc",3,206912,"full_static_mcmc"
85,"static_paper::gausmix::0p25::1000::paper::al::mcmc",4,215910,"full_static_mcmc"
86,"static_paper::gausmix::0p25::1000::paper::al::vb",1,195987,"full_static_vb"
86,"static_paper::gausmix::0p25::1000::paper::al::vb",2,196088,"full_static_vb"
86,"static_paper::gausmix::0p25::1000::paper::al::vb",3,196996,"full_static_vb"
86,"static_paper::gausmix::0p25::1000::paper::al::vb",4,205994,"full_static_vb"
87,"static_paper::gausmix::0p25::1000::paper::exal::mcmc",1,217000,"full_static_mcmc"
87,"static_paper::gausmix::0p25::1000::paper::exal::mcmc",2,217101,"full_static_mcmc"
87,"static_paper::gausmix::0p25::1000::paper::exal::mcmc",3,218009,"full_static_mcmc"
87,"static_paper::gausmix::0p25::1000::paper::exal::mcmc",4,227007,"full_static_mcmc"
88,"static_paper::gausmix::0p25::1000::paper::exal::vb",1,206684,"full_static_vb"
88,"static_paper::gausmix::0p25::1000::paper::exal::vb",2,206785,"full_static_vb"
88,"static_paper::gausmix::0p25::1000::paper::exal::vb",3,207693,"full_static_vb"
88,"static_paper::gausmix::0p25::1000::paper::exal::vb",4,216691,"full_static_vb"
89,"static_paper::gausmix::0p95::100::paper::al::mcmc",1,202996,"full_static_mcmc"
89,"static_paper::gausmix::0p95::100::paper::al::mcmc",2,203097,"full_static_mcmc"
89,"static_paper::gausmix::0p95::100::paper::al::mcmc",3,204005,"full_static_mcmc"
89,"static_paper::gausmix::0p95::100::paper::al::mcmc",4,213003,"full_static_mcmc"
90,"static_paper::gausmix::0p95::100::paper::al::vb",1,193280,"full_static_vb"
90,"static_paper::gausmix::0p95::100::paper::al::vb",2,193381,"full_static_vb"
90,"static_paper::gausmix::0p95::100::paper::al::vb",3,194289,"full_static_vb"
90,"static_paper::gausmix::0p95::100::paper::al::vb",4,203287,"full_static_vb"
91,"static_paper::gausmix::0p95::100::paper::exal::mcmc",1,213872,"full_static_mcmc"
91,"static_paper::gausmix::0p95::100::paper::exal::mcmc",2,213973,"full_static_mcmc"
91,"static_paper::gausmix::0p95::100::paper::exal::mcmc",3,214881,"full_static_mcmc"
91,"static_paper::gausmix::0p95::100::paper::exal::mcmc",4,223879,"full_static_mcmc"
92,"static_paper::gausmix::0p95::100::paper::exal::vb",1,203756,"full_static_vb"
92,"static_paper::gausmix::0p95::100::paper::exal::vb",2,203857,"full_static_vb"
92,"static_paper::gausmix::0p95::100::paper::exal::vb",3,204765,"full_static_vb"
92,"static_paper::gausmix::0p95::100::paper::exal::vb",4,213763,"full_static_vb"
93,"static_paper::gausmix::0p95::1000::paper::al::mcmc",1,206085,"full_static_mcmc"
93,"static_paper::gausmix::0p95::1000::paper::al::mcmc",2,206186,"full_static_mcmc"
93,"static_paper::gausmix::0p95::1000::paper::al::mcmc",3,207094,"full_static_mcmc"
93,"static_paper::gausmix::0p95::1000::paper::al::mcmc",4,216092,"full_static_mcmc"
94,"static_paper::gausmix::0p95::1000::paper::al::vb",1,196169,"full_static_vb"
94,"static_paper::gausmix::0p95::1000::paper::al::vb",2,196270,"full_static_vb"
94,"static_paper::gausmix::0p95::1000::paper::al::vb",3,197178,"full_static_vb"
94,"static_paper::gausmix::0p95::1000::paper::al::vb",4,206176,"full_static_vb"
95,"static_paper::gausmix::0p95::1000::paper::exal::mcmc",1,217182,"full_static_mcmc"
95,"static_paper::gausmix::0p95::1000::paper::exal::mcmc",2,217283,"full_static_mcmc"
95,"static_paper::gausmix::0p95::1000::paper::exal::mcmc",3,218191,"full_static_mcmc"
95,"static_paper::gausmix::0p95::1000::paper::exal::mcmc",4,227189,"full_static_mcmc"
96,"static_paper::gausmix::0p95::1000::paper::exal::vb",1,206866,"full_static_vb"
96,"static_paper::gausmix::0p95::1000::paper::exal::vb",2,206967,"full_static_vb"
96,"static_paper::gausmix::0p95::1000::paper::exal::vb",3,207875,"full_static_vb"
96,"static_paper::gausmix::0p95::1000::paper::exal::vb",4,216873,"full_static_vb"
97,"static_paper::laplace::0p05::100::paper::al::mcmc",1,201879,"full_static_mcmc"
97,"static_paper::laplace::0p05::100::paper::al::mcmc",2,201980,"full_static_mcmc"
97,"static_paper::laplace::0p05::100::paper::al::mcmc",3,202888,"full_static_mcmc"
97,"static_paper::laplace::0p05::100::paper::al::mcmc",4,211886,"full_static_mcmc"
98,"static_paper::laplace::0p05::100::paper::al::vb",1,192163,"full_static_vb"
98,"static_paper::laplace::0p05::100::paper::al::vb",2,192264,"full_static_vb"
98,"static_paper::laplace::0p05::100::paper::al::vb",3,193172,"full_static_vb"
98,"static_paper::laplace::0p05::100::paper::al::vb",4,202170,"full_static_vb"
99,"static_paper::laplace::0p05::100::paper::exal::mcmc",1,212755,"full_static_mcmc"
99,"static_paper::laplace::0p05::100::paper::exal::mcmc",2,212856,"full_static_mcmc"
99,"static_paper::laplace::0p05::100::paper::exal::mcmc",3,213764,"full_static_mcmc"
99,"static_paper::laplace::0p05::100::paper::exal::mcmc",4,222762,"full_static_mcmc"
100,"static_paper::laplace::0p05::100::paper::exal::vb",1,202639,"full_static_vb"
100,"static_paper::laplace::0p05::100::paper::exal::vb",2,202740,"full_static_vb"
100,"static_paper::laplace::0p05::100::paper::exal::vb",3,203648,"full_static_vb"
100,"static_paper::laplace::0p05::100::paper::exal::vb",4,212646,"full_static_vb"
101,"static_paper::laplace::0p05::1000::paper::al::mcmc",1,204968,"full_static_mcmc"
101,"static_paper::laplace::0p05::1000::paper::al::mcmc",2,205069,"full_static_mcmc"
101,"static_paper::laplace::0p05::1000::paper::al::mcmc",3,205977,"full_static_mcmc"
101,"static_paper::laplace::0p05::1000::paper::al::mcmc",4,214975,"full_static_mcmc"
102,"static_paper::laplace::0p05::1000::paper::al::vb",1,195052,"full_static_vb"
102,"static_paper::laplace::0p05::1000::paper::al::vb",2,195153,"full_static_vb"
102,"static_paper::laplace::0p05::1000::paper::al::vb",3,196061,"full_static_vb"
102,"static_paper::laplace::0p05::1000::paper::al::vb",4,205059,"full_static_vb"
103,"static_paper::laplace::0p05::1000::paper::exal::mcmc",1,216065,"full_static_mcmc"
103,"static_paper::laplace::0p05::1000::paper::exal::mcmc",2,216166,"full_static_mcmc"
103,"static_paper::laplace::0p05::1000::paper::exal::mcmc",3,217074,"full_static_mcmc"
103,"static_paper::laplace::0p05::1000::paper::exal::mcmc",4,226072,"full_static_mcmc"
104,"static_paper::laplace::0p05::1000::paper::exal::vb",1,205749,"full_static_vb"
104,"static_paper::laplace::0p05::1000::paper::exal::vb",2,205850,"full_static_vb"
104,"static_paper::laplace::0p05::1000::paper::exal::vb",3,206758,"full_static_vb"
104,"static_paper::laplace::0p05::1000::paper::exal::vb",4,215756,"full_static_vb"
105,"static_paper::laplace::0p25::100::paper::al::mcmc",1,201931,"full_static_mcmc"
105,"static_paper::laplace::0p25::100::paper::al::mcmc",2,202032,"full_static_mcmc"
105,"static_paper::laplace::0p25::100::paper::al::mcmc",3,202940,"full_static_mcmc"
105,"static_paper::laplace::0p25::100::paper::al::mcmc",4,211938,"full_static_mcmc"
106,"static_paper::laplace::0p25::100::paper::al::vb",1,192215,"full_static_vb"
106,"static_paper::laplace::0p25::100::paper::al::vb",2,192316,"full_static_vb"
106,"static_paper::laplace::0p25::100::paper::al::vb",3,193224,"full_static_vb"
106,"static_paper::laplace::0p25::100::paper::al::vb",4,202222,"full_static_vb"
107,"static_paper::laplace::0p25::100::paper::exal::mcmc",1,212807,"full_static_mcmc"
107,"static_paper::laplace::0p25::100::paper::exal::mcmc",2,212908,"full_static_mcmc"
107,"static_paper::laplace::0p25::100::paper::exal::mcmc",3,213816,"full_static_mcmc"
107,"static_paper::laplace::0p25::100::paper::exal::mcmc",4,222814,"full_static_mcmc"
108,"static_paper::laplace::0p25::100::paper::exal::vb",1,202691,"full_static_vb"
108,"static_paper::laplace::0p25::100::paper::exal::vb",2,202792,"full_static_vb"
108,"static_paper::laplace::0p25::100::paper::exal::vb",3,203700,"full_static_vb"
108,"static_paper::laplace::0p25::100::paper::exal::vb",4,212698,"full_static_vb"
109,"static_paper::laplace::0p25::1000::paper::al::mcmc",1,205020,"full_static_mcmc"
109,"static_paper::laplace::0p25::1000::paper::al::mcmc",2,205121,"full_static_mcmc"
109,"static_paper::laplace::0p25::1000::paper::al::mcmc",3,206029,"full_static_mcmc"
109,"static_paper::laplace::0p25::1000::paper::al::mcmc",4,215027,"full_static_mcmc"
110,"static_paper::laplace::0p25::1000::paper::al::vb",1,195104,"full_static_vb"
110,"static_paper::laplace::0p25::1000::paper::al::vb",2,195205,"full_static_vb"
110,"static_paper::laplace::0p25::1000::paper::al::vb",3,196113,"full_static_vb"
110,"static_paper::laplace::0p25::1000::paper::al::vb",4,205111,"full_static_vb"
111,"static_paper::laplace::0p25::1000::paper::exal::mcmc",1,216117,"full_static_mcmc"
111,"static_paper::laplace::0p25::1000::paper::exal::mcmc",2,216218,"full_static_mcmc"
111,"static_paper::laplace::0p25::1000::paper::exal::mcmc",3,217126,"full_static_mcmc"
111,"static_paper::laplace::0p25::1000::paper::exal::mcmc",4,226124,"full_static_mcmc"
112,"static_paper::laplace::0p25::1000::paper::exal::vb",1,205801,"full_static_vb"
112,"static_paper::laplace::0p25::1000::paper::exal::vb",2,205902,"full_static_vb"
112,"static_paper::laplace::0p25::1000::paper::exal::vb",3,206810,"full_static_vb"
112,"static_paper::laplace::0p25::1000::paper::exal::vb",4,215808,"full_static_vb"
113,"static_paper::laplace::0p95::100::paper::al::mcmc",1,202113,"full_static_mcmc"
113,"static_paper::laplace::0p95::100::paper::al::mcmc",2,202214,"full_static_mcmc"
113,"static_paper::laplace::0p95::100::paper::al::mcmc",3,203122,"full_static_mcmc"
113,"static_paper::laplace::0p95::100::paper::al::mcmc",4,212120,"full_static_mcmc"
114,"static_paper::laplace::0p95::100::paper::al::vb",1,192397,"full_static_vb"
114,"static_paper::laplace::0p95::100::paper::al::vb",2,192498,"full_static_vb"
114,"static_paper::laplace::0p95::100::paper::al::vb",3,193406,"full_static_vb"
114,"static_paper::laplace::0p95::100::paper::al::vb",4,202404,"full_static_vb"
115,"static_paper::laplace::0p95::100::paper::exal::mcmc",1,212989,"full_static_mcmc"
115,"static_paper::laplace::0p95::100::paper::exal::mcmc",2,213090,"full_static_mcmc"
115,"static_paper::laplace::0p95::100::paper::exal::mcmc",3,213998,"full_static_mcmc"
115,"static_paper::laplace::0p95::100::paper::exal::mcmc",4,222996,"full_static_mcmc"
116,"static_paper::laplace::0p95::100::paper::exal::vb",1,202873,"full_static_vb"
116,"static_paper::laplace::0p95::100::paper::exal::vb",2,202974,"full_static_vb"
116,"static_paper::laplace::0p95::100::paper::exal::vb",3,203882,"full_static_vb"
116,"static_paper::laplace::0p95::100::paper::exal::vb",4,212880,"full_static_vb"
117,"static_paper::laplace::0p95::1000::paper::al::mcmc",1,205202,"full_static_mcmc"
117,"static_paper::laplace::0p95::1000::paper::al::mcmc",2,205303,"full_static_mcmc"
117,"static_paper::laplace::0p95::1000::paper::al::mcmc",3,206211,"full_static_mcmc"
117,"static_paper::laplace::0p95::1000::paper::al::mcmc",4,215209,"full_static_mcmc"
118,"static_paper::laplace::0p95::1000::paper::al::vb",1,195286,"full_static_vb"
118,"static_paper::laplace::0p95::1000::paper::al::vb",2,195387,"full_static_vb"
118,"static_paper::laplace::0p95::1000::paper::al::vb",3,196295,"full_static_vb"
118,"static_paper::laplace::0p95::1000::paper::al::vb",4,205293,"full_static_vb"
119,"static_paper::laplace::0p95::1000::paper::exal::mcmc",1,216299,"full_static_mcmc"
119,"static_paper::laplace::0p95::1000::paper::exal::mcmc",2,216400,"full_static_mcmc"
119,"static_paper::laplace::0p95::1000::paper::exal::mcmc",3,217308,"full_static_mcmc"
119,"static_paper::laplace::0p95::1000::paper::exal::mcmc",4,226306,"full_static_mcmc"
120,"static_paper::laplace::0p95::1000::paper::exal::vb",1,205983,"full_static_vb"
120,"static_paper::laplace::0p95::1000::paper::exal::vb",2,206084,"full_static_vb"
120,"static_paper::laplace::0p95::1000::paper::exal::vb",3,206992,"full_static_vb"
120,"static_paper::laplace::0p95::1000::paper::exal::vb",4,215990,"full_static_vb"
121,"static_paper::normal::0p05::100::paper::al::mcmc",1,198101,"full_static_mcmc"
121,"static_paper::normal::0p05::100::paper::al::mcmc",2,198202,"full_static_mcmc"
121,"static_paper::normal::0p05::100::paper::al::mcmc",3,199110,"full_static_mcmc"
121,"static_paper::normal::0p05::100::paper::al::mcmc",4,208108,"full_static_mcmc"
122,"static_paper::normal::0p05::100::paper::al::vb",1,188585,"full_static_vb"
122,"static_paper::normal::0p05::100::paper::al::vb",2,188686,"full_static_vb"
122,"static_paper::normal::0p05::100::paper::al::vb",3,189594,"full_static_vb"
122,"static_paper::normal::0p05::100::paper::al::vb",4,198592,"full_static_vb"
123,"static_paper::normal::0p05::100::paper::exal::mcmc",1,208756,"full_static_mcmc"
123,"static_paper::normal::0p05::100::paper::exal::mcmc",2,208857,"full_static_mcmc"
123,"static_paper::normal::0p05::100::paper::exal::mcmc",3,209765,"full_static_mcmc"
123,"static_paper::normal::0p05::100::paper::exal::mcmc",4,218763,"full_static_mcmc"
124,"static_paper::normal::0p05::100::paper::exal::vb",1,198840,"full_static_vb"
124,"static_paper::normal::0p05::100::paper::exal::vb",2,198941,"full_static_vb"
124,"static_paper::normal::0p05::100::paper::exal::vb",3,199849,"full_static_vb"
124,"static_paper::normal::0p05::100::paper::exal::vb",4,208847,"full_static_vb"
125,"static_paper::normal::0p05::1000::paper::al::mcmc",1,201142,"full_static_mcmc"
125,"static_paper::normal::0p05::1000::paper::al::mcmc",2,201243,"full_static_mcmc"
125,"static_paper::normal::0p05::1000::paper::al::mcmc",3,202151,"full_static_mcmc"
125,"static_paper::normal::0p05::1000::paper::al::mcmc",4,211149,"full_static_mcmc"
126,"static_paper::normal::0p05::1000::paper::al::vb",1,191426,"full_static_vb"
126,"static_paper::normal::0p05::1000::paper::al::vb",2,191527,"full_static_vb"
126,"static_paper::normal::0p05::1000::paper::al::vb",3,192435,"full_static_vb"
126,"static_paper::normal::0p05::1000::paper::al::vb",4,201433,"full_static_vb"
127,"static_paper::normal::0p05::1000::paper::exal::mcmc",1,212018,"full_static_mcmc"
127,"static_paper::normal::0p05::1000::paper::exal::mcmc",2,212119,"full_static_mcmc"
127,"static_paper::normal::0p05::1000::paper::exal::mcmc",3,213027,"full_static_mcmc"
127,"static_paper::normal::0p05::1000::paper::exal::mcmc",4,222025,"full_static_mcmc"
128,"static_paper::normal::0p05::1000::paper::exal::vb",1,201902,"full_static_vb"
128,"static_paper::normal::0p05::1000::paper::exal::vb",2,202003,"full_static_vb"
128,"static_paper::normal::0p05::1000::paper::exal::vb",3,202911,"full_static_vb"
128,"static_paper::normal::0p05::1000::paper::exal::vb",4,211909,"full_static_vb"
129,"static_paper::normal::0p25::100::paper::al::mcmc",1,198151,"full_static_mcmc"
129,"static_paper::normal::0p25::100::paper::al::mcmc",2,198252,"full_static_mcmc"
129,"static_paper::normal::0p25::100::paper::al::mcmc",3,199160,"full_static_mcmc"
129,"static_paper::normal::0p25::100::paper::al::mcmc",4,208158,"full_static_mcmc"
130,"static_paper::normal::0p25::100::paper::al::vb",1,188635,"full_static_vb"
130,"static_paper::normal::0p25::100::paper::al::vb",2,188736,"full_static_vb"
130,"static_paper::normal::0p25::100::paper::al::vb",3,189644,"full_static_vb"
130,"static_paper::normal::0p25::100::paper::al::vb",4,198642,"full_static_vb"
131,"static_paper::normal::0p25::100::paper::exal::mcmc",1,208806,"full_static_mcmc"
131,"static_paper::normal::0p25::100::paper::exal::mcmc",2,208907,"full_static_mcmc"
131,"static_paper::normal::0p25::100::paper::exal::mcmc",3,209815,"full_static_mcmc"
131,"static_paper::normal::0p25::100::paper::exal::mcmc",4,218813,"full_static_mcmc"
132,"static_paper::normal::0p25::100::paper::exal::vb",1,198890,"full_static_vb"
132,"static_paper::normal::0p25::100::paper::exal::vb",2,198991,"full_static_vb"
132,"static_paper::normal::0p25::100::paper::exal::vb",3,199899,"full_static_vb"
132,"static_paper::normal::0p25::100::paper::exal::vb",4,208897,"full_static_vb"
133,"static_paper::normal::0p25::1000::paper::al::mcmc",1,201192,"full_static_mcmc"
133,"static_paper::normal::0p25::1000::paper::al::mcmc",2,201293,"full_static_mcmc"
133,"static_paper::normal::0p25::1000::paper::al::mcmc",3,202201,"full_static_mcmc"
133,"static_paper::normal::0p25::1000::paper::al::mcmc",4,211199,"full_static_mcmc"
134,"static_paper::normal::0p25::1000::paper::al::vb",1,191476,"full_static_vb"
134,"static_paper::normal::0p25::1000::paper::al::vb",2,191577,"full_static_vb"
134,"static_paper::normal::0p25::1000::paper::al::vb",3,192485,"full_static_vb"
134,"static_paper::normal::0p25::1000::paper::al::vb",4,201483,"full_static_vb"
135,"static_paper::normal::0p25::1000::paper::exal::mcmc",1,212068,"full_static_mcmc"
135,"static_paper::normal::0p25::1000::paper::exal::mcmc",2,212169,"full_static_mcmc"
135,"static_paper::normal::0p25::1000::paper::exal::mcmc",3,213077,"full_static_mcmc"
135,"static_paper::normal::0p25::1000::paper::exal::mcmc",4,222075,"full_static_mcmc"
136,"static_paper::normal::0p25::1000::paper::exal::vb",1,201952,"full_static_vb"
136,"static_paper::normal::0p25::1000::paper::exal::vb",2,202053,"full_static_vb"
136,"static_paper::normal::0p25::1000::paper::exal::vb",3,202961,"full_static_vb"
136,"static_paper::normal::0p25::1000::paper::exal::vb",4,211959,"full_static_vb"
137,"static_paper::normal::0p95::100::paper::al::mcmc",1,198326,"full_static_mcmc"
137,"static_paper::normal::0p95::100::paper::al::mcmc",2,198427,"full_static_mcmc"
137,"static_paper::normal::0p95::100::paper::al::mcmc",3,199335,"full_static_mcmc"
137,"static_paper::normal::0p95::100::paper::al::mcmc",4,208333,"full_static_mcmc"
138,"static_paper::normal::0p95::100::paper::al::vb",1,188810,"full_static_vb"
138,"static_paper::normal::0p95::100::paper::al::vb",2,188911,"full_static_vb"
138,"static_paper::normal::0p95::100::paper::al::vb",3,189819,"full_static_vb"
138,"static_paper::normal::0p95::100::paper::al::vb",4,198817,"full_static_vb"
139,"static_paper::normal::0p95::100::paper::exal::mcmc",1,208981,"full_static_mcmc"
139,"static_paper::normal::0p95::100::paper::exal::mcmc",2,209082,"full_static_mcmc"
139,"static_paper::normal::0p95::100::paper::exal::mcmc",3,209990,"full_static_mcmc"
139,"static_paper::normal::0p95::100::paper::exal::mcmc",4,218988,"full_static_mcmc"
140,"static_paper::normal::0p95::100::paper::exal::vb",1,199065,"full_static_vb"
140,"static_paper::normal::0p95::100::paper::exal::vb",2,199166,"full_static_vb"
140,"static_paper::normal::0p95::100::paper::exal::vb",3,200074,"full_static_vb"
140,"static_paper::normal::0p95::100::paper::exal::vb",4,209072,"full_static_vb"
141,"static_paper::normal::0p95::1000::paper::al::mcmc",1,201367,"full_static_mcmc"
141,"static_paper::normal::0p95::1000::paper::al::mcmc",2,201468,"full_static_mcmc"
141,"static_paper::normal::0p95::1000::paper::al::mcmc",3,202376,"full_static_mcmc"
141,"static_paper::normal::0p95::1000::paper::al::mcmc",4,211374,"full_static_mcmc"
142,"static_paper::normal::0p95::1000::paper::al::vb",1,191651,"full_static_vb"
142,"static_paper::normal::0p95::1000::paper::al::vb",2,191752,"full_static_vb"
142,"static_paper::normal::0p95::1000::paper::al::vb",3,192660,"full_static_vb"
142,"static_paper::normal::0p95::1000::paper::al::vb",4,201658,"full_static_vb"
143,"static_paper::normal::0p95::1000::paper::exal::mcmc",1,212243,"full_static_mcmc"
143,"static_paper::normal::0p95::1000::paper::exal::mcmc",2,212344,"full_static_mcmc"
143,"static_paper::normal::0p95::1000::paper::exal::mcmc",3,213252,"full_static_mcmc"
143,"static_paper::normal::0p95::1000::paper::exal::mcmc",4,222250,"full_static_mcmc"
144,"static_paper::normal::0p95::1000::paper::exal::vb",1,202127,"full_static_vb"
144,"static_paper::normal::0p95::1000::paper::exal::vb",2,202228,"full_static_vb"
144,"static_paper::normal::0p95::1000::paper::exal::vb",3,203136,"full_static_vb"
144,"static_paper::normal::0p95::1000::paper::exal::vb",4,212134,"full_static_vb"
145,"static_shrink::gausmix::0p05::100::rhs_ns::al::mcmc",1,2026049371,"full_static_mcmc"
145,"static_shrink::gausmix::0p05::100::rhs_ns::al::mcmc",2,2026049472,"full_static_mcmc"
145,"static_shrink::gausmix::0p05::100::rhs_ns::al::mcmc",3,2026050380,"full_static_mcmc"
145,"static_shrink::gausmix::0p05::100::rhs_ns::al::mcmc",4,2026059378,"full_static_mcmc"
146,"static_shrink::gausmix::0p05::100::rhs_ns::al::vb",1,2026049010,"full_static_vb"
146,"static_shrink::gausmix::0p05::100::rhs_ns::al::vb",2,2026049111,"full_static_vb"
146,"static_shrink::gausmix::0p05::100::rhs_ns::al::vb",3,2026050019,"full_static_vb"
146,"static_shrink::gausmix::0p05::100::rhs_ns::al::vb",4,2026059017,"full_static_vb"
147,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc",1,2026041382,"full_static_mcmc"
147,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc",2,2026041483,"full_static_mcmc"
147,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc",3,2026042391,"full_static_mcmc"
147,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc",4,2026051389,"full_static_mcmc"
148,"static_shrink::gausmix::0p05::100::rhs_ns::exal::vb",1,2026049022,"full_static_vb"
148,"static_shrink::gausmix::0p05::100::rhs_ns::exal::vb",2,2026049123,"full_static_vb"
148,"static_shrink::gausmix::0p05::100::rhs_ns::exal::vb",3,2026050031,"full_static_vb"
148,"static_shrink::gausmix::0p05::100::rhs_ns::exal::vb",4,2026059029,"full_static_vb"
149,"static_shrink::gausmix::0p05::100::ridge::al::mcmc",1,206751,"full_static_mcmc"
149,"static_shrink::gausmix::0p05::100::ridge::al::mcmc",2,206852,"full_static_mcmc"
149,"static_shrink::gausmix::0p05::100::ridge::al::mcmc",3,207760,"full_static_mcmc"
149,"static_shrink::gausmix::0p05::100::ridge::al::mcmc",4,216758,"full_static_mcmc"
150,"static_shrink::gausmix::0p05::100::ridge::al::vb",1,196835,"full_static_vb"
150,"static_shrink::gausmix::0p05::100::ridge::al::vb",2,196936,"full_static_vb"
150,"static_shrink::gausmix::0p05::100::ridge::al::vb",3,197844,"full_static_vb"
150,"static_shrink::gausmix::0p05::100::ridge::al::vb",4,206842,"full_static_vb"
151,"static_shrink::gausmix::0p05::100::ridge::exal::mcmc",1,217848,"full_static_mcmc"
151,"static_shrink::gausmix::0p05::100::ridge::exal::mcmc",2,217949,"full_static_mcmc"
151,"static_shrink::gausmix::0p05::100::ridge::exal::mcmc",3,218857,"full_static_mcmc"
151,"static_shrink::gausmix::0p05::100::ridge::exal::mcmc",4,227855,"full_static_mcmc"
152,"static_shrink::gausmix::0p05::100::ridge::exal::vb",1,207532,"full_static_vb"
152,"static_shrink::gausmix::0p05::100::ridge::exal::vb",2,207633,"full_static_vb"
152,"static_shrink::gausmix::0p05::100::ridge::exal::vb",3,208541,"full_static_vb"
152,"static_shrink::gausmix::0p05::100::ridge::exal::vb",4,217539,"full_static_vb"
153,"static_shrink::gausmix::0p05::1000::rhs_ns::al::mcmc",1,2026049391,"full_static_mcmc"
153,"static_shrink::gausmix::0p05::1000::rhs_ns::al::mcmc",2,2026049492,"full_static_mcmc"
