"original_case_key","best_phase","best_config_id","best_candidate_variant_tag","best_candidate_fit_path","block","root_kind","family","tau","fit_size","prior_semantics","model","inference","baseline_gate_overall","best_health_csv","best_gate_overall","best_healthy","best_runtime_sec","best_status","promote_recommend","improvement_over_baseline","health_csv","state","runtime_sec","selection_source_type","selection_source_subtype","selection_candidate","selection_variant_tag","selection_fit_path","selection_health_path","selection_reason"
"dynamic::gausmix::0p05::500::default::exdqlm::mcmc","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds","dynamic","dynamic","gausmix","0p05",500,"default","exdqlm","mcmc","FAIL",,"MISSING",,,"pending",FALSE,FALSE,,"pending",,"dynamic_tail7_rw_20260406","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds",,"Retain unresolved original baseline because dynamic tail7-rw best candidate remained MISSING."
"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds","dynamic","dynamic","gausmix","0p05",5000,"default","exdqlm","mcmc","FAIL",,"MISSING",,,"pending",FALSE,FALSE,,"pending",,"dynamic_tail7_rw_20260406","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds",,"Retain unresolved original baseline because dynamic tail7-rw best candidate remained MISSING."
"dynamic::gausmix::0p25::500::default::exdqlm::mcmc","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_orig288_dyn_tail7_rw_joint_20260406.rds","dynamic","dynamic","gausmix","0p25",500,"default","exdqlm","mcmc","FAIL",,"MISSING",,,"pending",FALSE,FALSE,,"pending",,"dynamic_tail7_rw_20260406","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_orig288_dyn_tail7_rw_joint_20260406.rds",,"Retain unresolved original baseline because dynamic tail7-rw best candidate remained MISSING."
"dynamic::laplace::0p05::500::default::exdqlm::mcmc","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds","dynamic","dynamic","laplace","0p05",500,"default","exdqlm","mcmc","FAIL",,"MISSING",,,"pending",FALSE,FALSE,,"pending",,"dynamic_tail7_rw_20260406","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds",,"Retain unresolved original baseline because dynamic tail7-rw best candidate remained MISSING."
"dynamic::laplace::0p05::5000::default::exdqlm::mcmc","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds","dynamic","dynamic","laplace","0p05",5000,"default","exdqlm","mcmc","FAIL",,"MISSING",,,"pending",FALSE,FALSE,,"pending",,"dynamic_tail7_rw_20260406","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds",,"Retain unresolved original baseline because dynamic tail7-rw best candidate remained MISSING."
"dynamic::normal::0p05::500::default::exdqlm::mcmc","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds","dynamic","dynamic","normal","0p05",500,"default","exdqlm","mcmc","FAIL",,"MISSING",,,"pending",FALSE,FALSE,,"pending",,"dynamic_tail7_rw_20260406","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds",,"Retain unresolved original baseline because dynamic tail7-rw best candidate remained MISSING."
"dynamic::normal::0p05::5000::default::exdqlm::mcmc","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds","dynamic","dynamic","normal","0p05",5000,"default","exdqlm","mcmc","FAIL",,"MISSING",,,"pending",FALSE,FALSE,,"pending",,"dynamic_tail7_rw_20260406","anchor7_rw_joint","mcmc_exdqlm_rw_joint_anchor","orig288_dyn_tail7_rw_joint_20260406","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p05_fit_orig288_dyn_tail7_rw_joint_20260406.rds",,"Retain unresolved original baseline because dynamic tail7-rw best candidate remained MISSING."
