"row_id","base_row_id","original_case_key","phase","phase_order","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","method_profile_id","seed","status_current","error_current","gate_current","healthy_current","runtime_sec_current","crps_metric","primary_accuracy_metric","q_rmse_metric","coverage95_metric","coverage95_gap_metric","mean_ci_width_metric","cie_metric","beta_rmse_mean_metric","beta_coverage_gap_metric","metric_source","metric_error"
8001,8,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","arm_A",1,"dynamic","dynamic","gausmix",0.05,"0p05",5000,"default","exdqlm","mcmc","row8_cppprobe__arm_A",216037,"failed_runtime","exdqlm_mcmc_pre_latent (iter=1 mode=u_st_pair reason=scheduled) invalid state before Ut/st update: sigma=21.3455 gamma=0.0533424 reg1_finite=FALSE theta_finite=FALSE st_finite=TRUE ut_finite=TRUE max_abs_reg1=NA max_abs_theta=NA","FAIL",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runtime_fail","exdqlm_mcmc_pre_latent (iter=1 mode=u_st_pair reason=scheduled) invalid state before Ut/st update: sigma=21.3455 gamma=0.0533424 reg1_finite=FALSE theta_finite=FALSE st_finite=TRUE ut_finite=TRUE max_abs_reg1=NA max_abs_theta=NA"
8002,8,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","arm_B",2,"dynamic","dynamic","gausmix",0.05,"0p05",5000,"default","exdqlm","mcmc","row8_cppprobe__arm_B",216037,"done",NA,"WARN",TRUE,5556.469,352.537127409543,1177.41171809794,1177.41171809794,0.9392,0.0107999999999999,1397.54569522101,NA,NA,NA,"refreshed288_dynamic",NA
8003,8,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","arm_C",3,"dynamic","dynamic","gausmix",0.05,"0p05",5000,"default","exdqlm","mcmc","row8_cppprobe__arm_C",216037,"done",NA,"FAIL",FALSE,4909.755,342.643028462363,1152.36587276731,1152.36587276731,0.9406,0.00939999999999996,1422.72100271792,NA,NA,NA,"refreshed288_dynamic",NA
8004,8,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","arm_D",4,"dynamic","dynamic","gausmix",0.05,"0p05",5000,"default","exdqlm","mcmc","row8_cppprobe__arm_D",216037,"done",NA,"PASS",TRUE,4883.661,341.945867538692,1150.39259931967,1150.39259931967,0.9396,0.0104,1413.62511065291,NA,NA,NA,"refreshed288_dynamic",NA
8005,8,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","arm_E",5,"dynamic","dynamic","gausmix",0.05,"0p05",5000,"default","exdqlm","mcmc","row8_cppprobe__arm_E",216037,"done",NA,"FAIL",FALSE,4828.915,356.438201995549,1185.77538262949,1185.77538262949,0.9386,0.0114,1407.63581283751,NA,NA,NA,"refreshed288_dynamic",NA
8006,8,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","arm_F",6,"dynamic","dynamic","gausmix",0.05,"0p05",5000,"default","exdqlm","mcmc","row8_cppprobe__arm_F",216037,"done",NA,"FAIL",FALSE,4146.941,361.451569118286,1204.74416740943,1204.74416740943,0.9388,0.0112,1380.6616390553,NA,NA,NA,"refreshed288_dynamic",NA
8007,8,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","arm_G",7,"dynamic","dynamic","gausmix",0.05,"0p05",5000,"default","exdqlm","mcmc","row8_cppprobe__arm_G",216037,"failed_runtime","exdqlm_mcmc_pre_latent (iter=101 mode=u_st_pair reason=force_after_warmup) invalid state before Ut/st update: sigma=21.3455 gamma=0.0533424 reg1_finite=FALSE theta_finite=FALSE st_finite=TRUE ut_finite=TRUE max_abs_reg1=NA max_abs_theta=NA","FAIL",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runtime_fail","exdqlm_mcmc_pre_latent (iter=101 mode=u_st_pair reason=force_after_warmup) invalid state before Ut/st update: sigma=21.3455 gamma=0.0533424 reg1_finite=FALSE theta_finite=FALSE st_finite=TRUE ut_finite=TRUE max_abs_reg1=NA max_abs_theta=NA"
