"base_row_id","family","tau_label","fit_size","total","done","missing","pass","warn","fail","healthy","better_than_accepted","matches_accepted","worse_than_accepted","better_than_rebuild","matches_rebuild","worse_than_rebuild","pending_compare"
44,"gausmix","0p25",1000,24,24,0,0,3,21,3,0,3,21,3,21,0,0
