root_id	root_kind	family	tau	fit_size	prior	inference	model	method	signoff_grade	comparison_eligible	convergence_certified	signoff_reason	status	finite_ok	domain_ok	execution_healthy	vb_converged	vb_stop_reason	vb_trace_length	vb_elbo_tail_rel_range	vb_elbo_tail_rel_drift	vb_sigma_tail_rel_range	vb_gamma_tail_rel_range	vb_s_tail_rel_range	vb_delta_state_last	vb_delta_sigma_last	vb_delta_gamma_last	vb_delta_s_last	vb_ld_trace_rows	vb_ld_local_mode_pass	vb_ld_committed_stable_tail	vb_ld_candidate_local_pass_rate_tail	vb_ld_committed_local_pass_rate_tail	vb_ld_mode_fallback_rate	vb_ld_stabilized_rate_tail	vb_rhs_collapse_flag	vb_rhs_tau_near_zero	vb_rhs_beta_collapse	vb_rhs_tau	vb_rhs_c2	vb_rhs_lambda_mean	mcmc_n_keep	mcmc_ess_sigma	mcmc_ess_gamma	mcmc_ess_state	mcmc_ess_tau	mcmc_ess_c2	mcmc_ess_lambda_mean	mcmc_acf1_sigma	mcmc_acf1_gamma	mcmc_acf1_state	mcmc_geweke_absz_sigma	mcmc_geweke_absz_gamma	mcmc_geweke_absz_state	mcmc_half_drift_sigma	mcmc_half_drift_gamma	mcmc_half_drift_state	mcmc_accept_rate	mcmc_accept_rate_burn	mcmc_accept_rate_keep	mcmc_kernel_exact	mcmc_signoff_ready	run_root
root__dynamic__laplace__tau_0p05__lasttt_5000	dynamic	laplace	0.05	5000	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	geweke_drift; half_chain_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	4.79305048546993	4.53861524687608	431.359138740122	NA	NA	NA	0.99045011267437	0.966759073750279	-0.186807885830554	7.44932959346493	8.16792839995842	5.38137848157967	1.6620703952492	1.36905225229648	0.173413376873503	0.202666666666667	0.44	0.084	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p05__lasttt_5000	dynamic	laplace	0.05	5000	default	mcmc	dqlm	mcmc::dqlm	WARN	TRUE	FALSE	chain_marginal_but_usable	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	232.719294151372	NA	433.699532989119	NA	NA	NA	0.556530516228876	NA	-0.186845586451642	0.333089305960704	NA	5.43136347466522	0.0013163718747498	NA	0.173285055380672	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p25__lasttt_500	dynamic	laplace	0.25	500	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	194	1.68316215249066e-06	1.68316215249066e-06	7.66426373099986e-05	0.000314068722168664	NA	0.0249945342984574	0.00882079549739956	5.82674595819843e-06	9.77304650218169e-06	0	FALSE	FALSE	0.32	0	1	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__laplace__tau_0p25__lasttt_500	dynamic	laplace	0.25	500	default	vb	dqlm	vb::dqlm	PASS	TRUE	TRUE	vb_converged; stable_tail	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	34	3.03534994770689e-07	3.03534994770689e-07	2.41584111455867e-06	NA	NA	0.00135844265969354	0.000153001634998873	NA	NA	0	FALSE	FALSE	NA	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__laplace__tau_0p25__lasttt_500	dynamic	laplace	0.25	500	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	geweke_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8000	18.6404087729623	16.1792469328538	95.5396912105483	NA	NA	NA	0.988623946157977	0.996186364505793	-0.173332106968023	3.12420584699713	3.03783813769899	15.2569917601422	0.21089090270844	0.200765995582134	0.226950498042356	0.339272727272727	0.432666666666667	0.30425	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__laplace__tau_0p25__lasttt_500	dynamic	laplace	0.25	500	default	mcmc	dqlm	mcmc::dqlm	FAIL	FALSE	FALSE	geweke_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8000	2596.85732689468	NA	125.956195180589	NA	NA	NA	0.509835348397455	NA	-0.176915826261476	2.20155922383008	NA	13.3937093683744	0.0534853636482588	NA	0.189933469807384	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__laplace__tau_0p25__lasttt_5000	dynamic	laplace	0.25	5000	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	77	0.000129278232589053	0.000129278232589053	6.07197313887417e-05	0.000307596666208999	NA	0.0176098721558446	0.000248899576504868	6.00070073283193e-06	7.13003618846297e-06	0	FALSE	FALSE	0.62	0	1	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p25__lasttt_5000	dynamic	laplace	0.25	5000	default	vb	dqlm	vb::dqlm	PASS	TRUE	TRUE	vb_converged; stable_tail	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	39	1.37442920552826e-05	1.37442920552826e-05	3.03170483215529e-05	NA	NA	0.00630195607573114	6.50554595083008e-05	NA	NA	0	FALSE	FALSE	NA	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p25__lasttt_5000	dynamic	laplace	0.25	5000	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	half_chain_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	9.40905583256593	3.89702766152014	469.68702822162	NA	NA	NA	0.981338792788326	0.99222845128922	-0.187423282639173	4.28743735513203	6.73082570439805	6.19844666653535	1.04051859459066	1.38792075322225	0.171273969462164	0.434333333333333	0.425	0.453	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p25__lasttt_5000	dynamic	laplace	0.25	5000	default	mcmc	dqlm	mcmc::dqlm	WARN	TRUE	FALSE	chain_marginal_but_usable	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	218.075447383865	NA	495.797904439607	NA	NA	NA	0.524351199315524	NA	-0.187796103750144	1.05200820934203	NA	6.8077895997913	0.00504355162154049	NA	0.169947936305259	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p95__lasttt_500	dynamic	laplace	0.95	500	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	250	1.95784507037319e-06	1.95784507037319e-06	9.52536111305946e-06	5.598725489592e-05	NA	0.0231692111919983	0.00256161550237266	4.10340117493746e-05	4.44965301049649e-06	0	FALSE	FALSE	0	0	1	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__laplace__tau_0p95__lasttt_500	dynamic	laplace	0.95	500	default	vb	dqlm	vb::dqlm	PASS	TRUE	TRUE	vb_converged; stable_tail	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	82	1.601856252805e-07	1.601856252805e-07	5.85390178648172e-07	NA	NA	0.0174036301104934	0.000172099506244194	NA	NA	0	FALSE	FALSE	NA	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__laplace__tau_0p95__lasttt_500	dynamic	laplace	0.95	500	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	geweke_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8000	148.553253229608	137.733913494794	60.1305282447075	NA	NA	NA	0.961454924282275	0.96387935767258	-0.163077790757765	0.861248878644754	0.887445876404692	11.8854865454871	0.115178435005537	0.24284553308629	0.29853699364877	0.312363636363636	0.420666666666667	0.27175	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__laplace__tau_0p95__lasttt_500	dynamic	laplace	0.95	500	default	mcmc	dqlm	mcmc::dqlm	FAIL	FALSE	FALSE	geweke_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8000	1690.92857360297	NA	102.485518351994	NA	NA	NA	0.506986557284046	NA	-0.175175016516862	1.02841240660181	NA	12.0372349139764	0.0265651276114698	NA	0.213805820525544	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__laplace__tau_0p95__lasttt_5000	dynamic	laplace	0.95	5000	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	185	4.35086636379968e-05	4.35086636379968e-05	9.17289205007357e-05	0.000111139896727605	NA	0.0297819541669924	0.000476016556586245	7.08372608166918e-05	7.40261741086767e-05	0	FALSE	FALSE	0	0	1	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p95__lasttt_5000	dynamic	laplace	0.95	5000	default	vb	dqlm	vb::dqlm	WARN	TRUE	FALSE	stable_tail_but_not_certified	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	163	2.41705759357575e-06	2.41705759357575e-06	2.3316480361672e-06	NA	NA	0.0241530456796681	1.72168436023412e-05	NA	NA	0	FALSE	FALSE	NA	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p95__lasttt_5000	dynamic	laplace	0.95	5000	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	half_chain_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	13.3451837590614	18.1706737693297	565.642997775469	NA	NA	NA	0.973635085801149	0.964272089001875	-0.189208818726723	5.52177016523923	0.653706404694771	7.32897734114842	1.42739196624352	0.378772321370341	0.165536530568083	0.416666666666667	0.419	0.412	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__laplace__tau_0p95__lasttt_5000	dynamic	laplace	0.95	5000	default	mcmc	dqlm	mcmc::dqlm	WARN	TRUE	FALSE	chain_marginal_but_usable	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	349.43272688055	NA	626.27965737378	NA	NA	NA	0.404597506676164	NA	-0.189631575217793	0.671140228991819	NA	6.38453825639538	0.0734791253363482	NA	0.162376568771576	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p05__lasttt_500	dynamic	normal	0.05	500	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	689	5.63192102167965e-06	5.63192102167965e-06	0.000115124328370571	0.00265355910272826	NA	0.028180048914237	0.00199284370737018	2.23629868688823e-06	8.11888115892501e-06	0	FALSE	FALSE	0	0	1	0	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__normal__tau_0p05__lasttt_500	dynamic	normal	0.05	500	default	vb	dqlm	vb::dqlm	PASS	TRUE	TRUE	vb_converged; stable_tail	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	93	4.33154884629568e-06	4.33154884629568e-06	3.66035827605471e-05	NA	NA	0.0197211218710436	0.000570312439236886	NA	NA	0	FALSE	FALSE	NA	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__normal__tau_0p05__lasttt_500	dynamic	normal	0.05	500	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	low_ess; geweke_drift; half_chain_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	11.3946024511072	2.69746196639372	71.8516509934411	NA	NA	NA	0.972896393826196	0.994614212844889	-0.169442028812823	3.80041507853464	2.74641392795717	14.5245580824814	1.22378750353308	1.31396458791586	0.271441571608683	0.298	0.436	0.229	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__normal__tau_0p05__lasttt_500	dynamic	normal	0.05	500	default	mcmc	dqlm	mcmc::dqlm	FAIL	FALSE	FALSE	geweke_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8000	1777.73031162238	NA	88.8304105206717	NA	NA	NA	0.467291609453934	NA	-0.172739711666851	0.504521487801175	NA	12.9614885814188	0.0264189708852245	NA	0.247661108777392	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__normal__tau_0p05__lasttt_5000	dynamic	normal	0.05	5000	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable; vb_converged_false	SUCCESS	TRUE	TRUE	TRUE	FALSE	max_iter	300	0.00191604350500758	0.00191604350500758	0.00139088630830969	0.0155937138204842	NA	0.0693249611783813	0.000523116130673129	0.000559572980231016	0.000190071553824889	0	FALSE	FALSE	1	0	1	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p05__lasttt_5000	dynamic	normal	0.05	5000	default	vb	dqlm	vb::dqlm	WARN	TRUE	FALSE	stable_tail_but_not_certified	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	137	2.22336462257816e-05	2.22336462257816e-05	9.90433108790025e-05	NA	NA	0.02362341603407	3.15496164535745e-05	NA	NA	0	FALSE	FALSE	NA	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p05__lasttt_5000	dynamic	normal	0.05	5000	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	low_ess; geweke_drift; half_chain_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	3.94358383121277	2.61284195454396	255.861406137662	NA	NA	NA	0.992135972888728	0.994782725507605	-0.182304327765938	6.4274366390194	9.15809478076514	5.62849067569092	1.40775538501808	1.39490862145358	0.20754987435818	0.456666666666667	0.399	0.572	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p05__lasttt_5000	dynamic	normal	0.05	5000	default	mcmc	dqlm	mcmc::dqlm	WARN	TRUE	FALSE	chain_marginal_but_usable	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	85.7933609795664	NA	257.028683737199	NA	NA	NA	0.630333146350119	NA	-0.18236104829919	3.34438508503593	NA	5.65618277722078	0.310704703188613	NA	0.207383996738974	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p25__lasttt_500	dynamic	normal	0.25	500	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	135	8.04479599279854e-06	8.04479599279854e-06	0.00011070067329413	0.000690699241335573	NA	0.0248360687128297	0.00501353480490252	1.04069335152557e-05	4.54501051028178e-06	0	FALSE	FALSE	0.42	0	1	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__normal__tau_0p25__lasttt_500	dynamic	normal	0.25	500	default	vb	dqlm	vb::dqlm	PASS	TRUE	TRUE	vb_converged; stable_tail	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	34	3.65809287776316e-07	3.65809287776316e-07	1.24642585754515e-06	NA	NA	0.000177137418177153	2.55214819162575e-05	NA	NA	0	FALSE	FALSE	NA	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__normal__tau_0p25__lasttt_500	dynamic	normal	0.25	500	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	geweke_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8000	10.4447280474373	8.05094381668441	130.86691883615	NA	NA	NA	0.993272091391736	0.9977048451743	-0.178116027715047	2.1318172987945	1.74784028040586	10.1242328890502	0.4354848493435	0.334894560867076	0.208963362921298	0.498272727272727	0.407333333333333	0.532375	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__normal__tau_0p25__lasttt_500	dynamic	normal	0.25	500	default	mcmc	dqlm	mcmc::dqlm	WARN	TRUE	FALSE	chain_marginal_but_usable	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	374.188503942116	NA	227.516074277669	NA	NA	NA	0.455007414296048	NA	-0.183087666219229	1.8527247838153	NA	7.1929299440922	0.0143446162163399	NA	0.158145503554252	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500
root__dynamic__normal__tau_0p25__lasttt_5000	dynamic	normal	0.25	5000	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	81	0.0149489924332993	0.0149489924332993	0.000526589295482928	0.000872799434415164	NA	0.0186766994893333	0.000443008365548003	1.85639242278324e-05	3.65728959696998e-05	0	FALSE	FALSE	0.76	0	1	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p25__lasttt_5000	dynamic	normal	0.25	5000	default	vb	dqlm	vb::dqlm	PASS	TRUE	TRUE	vb_converged; stable_tail	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	52	2.96593148127421e-05	2.96593148127421e-05	8.9346439329096e-05	NA	NA	0.0109174433760018	7.16207935305135e-05	NA	NA	0	FALSE	FALSE	NA	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p25__lasttt_5000	dynamic	normal	0.25	5000	default	mcmc	exdqlm	mcmc::exdqlm	FAIL	FALSE	FALSE	half_chain_drift	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	9.20451546577482	4.03102205117809	260.524351289838	NA	NA	NA	0.981740759015979	0.99196231026673	-0.182601610134291	5.03980827459264	3.99703069377885	5.78047688854676	0.963247733441068	1.2336342764424	0.206565982241274	0.403	0.4205	0.368	TRUE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p25__lasttt_5000	dynamic	normal	0.25	5000	default	mcmc	dqlm	mcmc::dqlm	WARN	TRUE	FALSE	chain_marginal_but_usable	SUCCESS	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	235.269871746159	NA	263.078125260099	NA	NA	NA	0.543890145137917	NA	-0.182832783084154	0.293555122880035	NA	5.911457529238	0.0962517025562164	NA	0.205810443557185	NA	NA	NA	FALSE	TRUE	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000
root__dynamic__normal__tau_0p95__lasttt_500	dynamic	normal	0.95	500	default	vb	exdqlm	vb::exdqlm	WARN	TRUE	FALSE	ld_unstable	SUCCESS	TRUE	TRUE	TRUE	TRUE	joint_converged	223	8.01965543874767e-07	8.01965543874767e-07	1.21500227164199e-05	7.26128920532585e-05	NA	0.0242856485783705	0.000922566473434472	5.56326227316717e-05	6.08234041865607e-06	0	FALSE	FALSE	0	0	1	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500
