"base_row_id","original_case_key","block","family","tau_label","fit_size","prior_semantics","model","inference","selected_fit_exists","source_run_root_exists","series_wide_exists","selection_indices_exists","true_quantile_grid_exists","coef_truth_exists","materialized_sim_exists","data_ready","baseline_seed"
139,"static_paper::normal::0p95::100::paper::exal::mcmc","static_paper","normal","0p95",100,"paper","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,208981
140,"static_paper::normal::0p95::100::paper::exal::vb","static_paper","normal","0p95",100,"paper","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,199065
141,"static_paper::normal::0p95::1000::paper::al::mcmc","static_paper","normal","0p95",1000,"paper","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,201367
142,"static_paper::normal::0p95::1000::paper::al::vb","static_paper","normal","0p95",1000,"paper","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,191651
143,"static_paper::normal::0p95::1000::paper::exal::mcmc","static_paper","normal","0p95",1000,"paper","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,212243
144,"static_paper::normal::0p95::1000::paper::exal::vb","static_paper","normal","0p95",1000,"paper","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,202127
145,"static_shrink::gausmix::0p05::100::rhs_ns::al::mcmc","static_shrink","gausmix","0p05",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049371
146,"static_shrink::gausmix::0p05::100::rhs_ns::al::vb","static_shrink","gausmix","0p05",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049010
147,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","static_shrink","gausmix","0p05",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026041382
148,"static_shrink::gausmix::0p05::100::rhs_ns::exal::vb","static_shrink","gausmix","0p05",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049022
149,"static_shrink::gausmix::0p05::100::ridge::al::mcmc","static_shrink","gausmix","0p05",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,206751
150,"static_shrink::gausmix::0p05::100::ridge::al::vb","static_shrink","gausmix","0p05",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,196835
151,"static_shrink::gausmix::0p05::100::ridge::exal::mcmc","static_shrink","gausmix","0p05",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,217848
152,"static_shrink::gausmix::0p05::100::ridge::exal::vb","static_shrink","gausmix","0p05",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,207532
153,"static_shrink::gausmix::0p05::1000::rhs_ns::al::mcmc","static_shrink","gausmix","0p05",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049391
154,"static_shrink::gausmix::0p05::1000::rhs_ns::al::vb","static_shrink","gausmix","0p05",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049030
155,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::mcmc","static_shrink","gausmix","0p05",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026053079
156,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::vb","static_shrink","gausmix","0p05",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049042
157,"static_shrink::gausmix::0p05::1000::ridge::al::mcmc","static_shrink","gausmix","0p05",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,209875
158,"static_shrink::gausmix::0p05::1000::ridge::al::vb","static_shrink","gausmix","0p05",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,199759
159,"static_shrink::gausmix::0p05::1000::ridge::exal::mcmc","static_shrink","gausmix","0p05",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,221193
160,"static_shrink::gausmix::0p05::1000::ridge::exal::vb","static_shrink","gausmix","0p05",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,210677
161,"static_shrink::gausmix::0p25::100::rhs_ns::al::mcmc","static_shrink","gausmix","0p25",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049411
162,"static_shrink::gausmix::0p25::100::rhs_ns::al::vb","static_shrink","gausmix","0p25",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049050
163,"static_shrink::gausmix::0p25::100::rhs_ns::exal::mcmc","static_shrink","gausmix","0p25",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026041423
164,"static_shrink::gausmix::0p25::100::rhs_ns::exal::vb","static_shrink","gausmix","0p25",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049062
165,"static_shrink::gausmix::0p25::100::ridge::al::mcmc","static_shrink","gausmix","0p25",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,206805
166,"static_shrink::gausmix::0p25::100::ridge::al::vb","static_shrink","gausmix","0p25",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,196889
167,"static_shrink::gausmix::0p25::100::ridge::exal::mcmc","static_shrink","gausmix","0p25",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,217902
168,"static_shrink::gausmix::0p25::100::ridge::exal::vb","static_shrink","gausmix","0p25",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,207586
169,"static_shrink::gausmix::0p25::1000::rhs_ns::al::mcmc","static_shrink","gausmix","0p25",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049431
170,"static_shrink::gausmix::0p25::1000::rhs_ns::al::vb","static_shrink","gausmix","0p25",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049070
171,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","static_shrink","gausmix","0p25",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026045435
172,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::vb","static_shrink","gausmix","0p25",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049082
173,"static_shrink::gausmix::0p25::1000::ridge::al::mcmc","static_shrink","gausmix","0p25",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,209929
174,"static_shrink::gausmix::0p25::1000::ridge::al::vb","static_shrink","gausmix","0p25",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,199813
175,"static_shrink::gausmix::0p25::1000::ridge::exal::mcmc","static_shrink","gausmix","0p25",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,221247
176,"static_shrink::gausmix::0p25::1000::ridge::exal::vb","static_shrink","gausmix","0p25",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,210731
177,"static_shrink::gausmix::0p95::100::rhs_ns::al::mcmc","static_shrink","gausmix","0p95",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049451
178,"static_shrink::gausmix::0p95::100::rhs_ns::al::vb","static_shrink","gausmix","0p95",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049090
179,"static_shrink::gausmix::0p95::100::rhs_ns::exal::mcmc","static_shrink","gausmix","0p95",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026072182
180,"static_shrink::gausmix::0p95::100::rhs_ns::exal::vb","static_shrink","gausmix","0p95",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049102
181,"static_shrink::gausmix::0p95::100::ridge::al::mcmc","static_shrink","gausmix","0p95",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,206994
182,"static_shrink::gausmix::0p95::100::ridge::al::vb","static_shrink","gausmix","0p95",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,197078
183,"static_shrink::gausmix::0p95::100::ridge::exal::mcmc","static_shrink","gausmix","0p95",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,218091
184,"static_shrink::gausmix::0p95::100::ridge::exal::vb","static_shrink","gausmix","0p95",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,207775
185,"static_shrink::gausmix::0p95::1000::rhs_ns::al::mcmc","static_shrink","gausmix","0p95",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049471
186,"static_shrink::gausmix::0p95::1000::rhs_ns::al::vb","static_shrink","gausmix","0p95",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049110
187,"static_shrink::gausmix::0p95::1000::rhs_ns::exal::mcmc","static_shrink","gausmix","0p95",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026041483
188,"static_shrink::gausmix::0p95::1000::rhs_ns::exal::vb","static_shrink","gausmix","0p95",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049122
189,"static_shrink::gausmix::0p95::1000::ridge::al::mcmc","static_shrink","gausmix","0p95",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,210118
190,"static_shrink::gausmix::0p95::1000::ridge::al::vb","static_shrink","gausmix","0p95",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,200002
191,"static_shrink::gausmix::0p95::1000::ridge::exal::mcmc","static_shrink","gausmix","0p95",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,221436
192,"static_shrink::gausmix::0p95::1000::ridge::exal::vb","static_shrink","gausmix","0p95",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,210920
193,"static_shrink::laplace::0p05::100::rhs_ns::al::mcmc","static_shrink","laplace","0p05",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049491
194,"static_shrink::laplace::0p05::100::rhs_ns::al::vb","static_shrink","laplace","0p05",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049130
195,"static_shrink::laplace::0p05::100::rhs_ns::exal::mcmc","static_shrink","laplace","0p05",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026040399
196,"static_shrink::laplace::0p05::100::rhs_ns::exal::vb","static_shrink","laplace","0p05",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049142
197,"static_shrink::laplace::0p05::100::ridge::al::mcmc","static_shrink","laplace","0p05",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,205824
198,"static_shrink::laplace::0p05::100::ridge::al::vb","static_shrink","laplace","0p05",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,195908
199,"static_shrink::laplace::0p05::100::ridge::exal::mcmc","static_shrink","laplace","0p05",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,216921
200,"static_shrink::laplace::0p05::100::ridge::exal::vb","static_shrink","laplace","0p05",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,206605
201,"static_shrink::laplace::0p05::1000::rhs_ns::al::mcmc","static_shrink","laplace","0p05",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049511
202,"static_shrink::laplace::0p05::1000::rhs_ns::al::vb","static_shrink","laplace","0p05",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049150
203,"static_shrink::laplace::0p05::1000::rhs_ns::exal::mcmc","static_shrink","laplace","0p05",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026053206
204,"static_shrink::laplace::0p05::1000::rhs_ns::exal::vb","static_shrink","laplace","0p05",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049162
205,"static_shrink::laplace::0p05::1000::ridge::al::mcmc","static_shrink","laplace","0p05",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,208948
206,"static_shrink::laplace::0p05::1000::ridge::al::vb","static_shrink","laplace","0p05",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,198832
207,"static_shrink::laplace::0p05::1000::ridge::exal::mcmc","static_shrink","laplace","0p05",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,220266
208,"static_shrink::laplace::0p05::1000::ridge::exal::vb","static_shrink","laplace","0p05",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,209750
209,"static_shrink::laplace::0p25::100::rhs_ns::al::mcmc","static_shrink","laplace","0p25",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049531
210,"static_shrink::laplace::0p25::100::rhs_ns::al::vb","static_shrink","laplace","0p25",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049170
211,"static_shrink::laplace::0p25::100::rhs_ns::exal::mcmc","static_shrink","laplace","0p25",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026041542
212,"static_shrink::laplace::0p25::100::rhs_ns::exal::vb","static_shrink","laplace","0p25",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049182
213,"static_shrink::laplace::0p25::100::ridge::al::mcmc","static_shrink","laplace","0p25",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,205878
214,"static_shrink::laplace::0p25::100::ridge::al::vb","static_shrink","laplace","0p25",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,195962
215,"static_shrink::laplace::0p25::100::ridge::exal::mcmc","static_shrink","laplace","0p25",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,216975
216,"static_shrink::laplace::0p25::100::ridge::exal::vb","static_shrink","laplace","0p25",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,206659
217,"static_shrink::laplace::0p25::1000::rhs_ns::al::mcmc","static_shrink","laplace","0p25",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049551
218,"static_shrink::laplace::0p25::1000::rhs_ns::al::vb","static_shrink","laplace","0p25",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049190
219,"static_shrink::laplace::0p25::1000::rhs_ns::exal::mcmc","static_shrink","laplace","0p25",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026063221
220,"static_shrink::laplace::0p25::1000::rhs_ns::exal::vb","static_shrink","laplace","0p25",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049202
221,"static_shrink::laplace::0p25::1000::ridge::al::mcmc","static_shrink","laplace","0p25",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,209002
222,"static_shrink::laplace::0p25::1000::ridge::al::vb","static_shrink","laplace","0p25",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,198886
223,"static_shrink::laplace::0p25::1000::ridge::exal::mcmc","static_shrink","laplace","0p25",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,220320
224,"static_shrink::laplace::0p25::1000::ridge::exal::vb","static_shrink","laplace","0p25",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,209804
225,"static_shrink::laplace::0p95::100::rhs_ns::al::mcmc","static_shrink","laplace","0p95",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049571
226,"static_shrink::laplace::0p95::100::rhs_ns::al::vb","static_shrink","laplace","0p95",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049210
227,"static_shrink::laplace::0p95::100::rhs_ns::exal::mcmc","static_shrink","laplace","0p95",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026040415
228,"static_shrink::laplace::0p95::100::rhs_ns::exal::vb","static_shrink","laplace","0p95",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049222
229,"static_shrink::laplace::0p95::100::ridge::al::mcmc","static_shrink","laplace","0p95",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,206067
230,"static_shrink::laplace::0p95::100::ridge::al::vb","static_shrink","laplace","0p95",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,196151
231,"static_shrink::laplace::0p95::100::ridge::exal::mcmc","static_shrink","laplace","0p95",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,217164
232,"static_shrink::laplace::0p95::100::ridge::exal::vb","static_shrink","laplace","0p95",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,206848
233,"static_shrink::laplace::0p95::1000::rhs_ns::al::mcmc","static_shrink","laplace","0p95",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049591
234,"static_shrink::laplace::0p95::1000::rhs_ns::al::vb","static_shrink","laplace","0p95",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049230
235,"static_shrink::laplace::0p95::1000::rhs_ns::exal::mcmc","static_shrink","laplace","0p95",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049601
236,"static_shrink::laplace::0p95::1000::rhs_ns::exal::vb","static_shrink","laplace","0p95",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049242
237,"static_shrink::laplace::0p95::1000::ridge::al::mcmc","static_shrink","laplace","0p95",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,209191
238,"static_shrink::laplace::0p95::1000::ridge::al::vb","static_shrink","laplace","0p95",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,199075
239,"static_shrink::laplace::0p95::1000::ridge::exal::mcmc","static_shrink","laplace","0p95",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,220509
240,"static_shrink::laplace::0p95::1000::ridge::exal::vb","static_shrink","laplace","0p95",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,209993
241,"static_shrink::normal::0p05::100::rhs_ns::al::mcmc","static_shrink","normal","0p05",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049611
242,"static_shrink::normal::0p05::100::rhs_ns::al::vb","static_shrink","normal","0p05",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049250
243,"static_shrink::normal::0p05::100::rhs_ns::exal::mcmc","static_shrink","normal","0p05",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049621
244,"static_shrink::normal::0p05::100::rhs_ns::exal::vb","static_shrink","normal","0p05",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049262
245,"static_shrink::normal::0p05::100::ridge::al::mcmc","static_shrink","normal","0p05",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,201986
246,"static_shrink::normal::0p05::100::ridge::al::vb","static_shrink","normal","0p05",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,192270
247,"static_shrink::normal::0p05::100::ridge::exal::mcmc","static_shrink","normal","0p05",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,212862
248,"static_shrink::normal::0p05::100::ridge::exal::vb","static_shrink","normal","0p05",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,202746
249,"static_shrink::normal::0p05::1000::rhs_ns::al::mcmc","static_shrink","normal","0p05",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049631
250,"static_shrink::normal::0p05::1000::rhs_ns::al::vb","static_shrink","normal","0p05",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049270
251,"static_shrink::normal::0p05::1000::rhs_ns::exal::mcmc","static_shrink","normal","0p05",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026053254
252,"static_shrink::normal::0p05::1000::rhs_ns::exal::vb","static_shrink","normal","0p05",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049282
253,"static_shrink::normal::0p05::1000::ridge::al::mcmc","static_shrink","normal","0p05",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,205062
254,"static_shrink::normal::0p05::1000::ridge::al::vb","static_shrink","normal","0p05",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,195146
255,"static_shrink::normal::0p05::1000::ridge::exal::mcmc","static_shrink","normal","0p05",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,216159
256,"static_shrink::normal::0p05::1000::ridge::exal::vb","static_shrink","normal","0p05",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,205843
257,"static_shrink::normal::0p25::100::rhs_ns::al::mcmc","static_shrink","normal","0p25",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049651
258,"static_shrink::normal::0p25::100::rhs_ns::al::vb","static_shrink","normal","0p25",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049290
259,"static_shrink::normal::0p25::100::rhs_ns::exal::mcmc","static_shrink","normal","0p25",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026062261
260,"static_shrink::normal::0p25::100::rhs_ns::exal::vb","static_shrink","normal","0p25",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049302
261,"static_shrink::normal::0p25::100::ridge::al::mcmc","static_shrink","normal","0p25",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,202038
262,"static_shrink::normal::0p25::100::ridge::al::vb","static_shrink","normal","0p25",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,192322
263,"static_shrink::normal::0p25::100::ridge::exal::mcmc","static_shrink","normal","0p25",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,212914
264,"static_shrink::normal::0p25::100::ridge::exal::vb","static_shrink","normal","0p25",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,202798
265,"static_shrink::normal::0p25::1000::rhs_ns::al::mcmc","static_shrink","normal","0p25",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049671
266,"static_shrink::normal::0p25::1000::rhs_ns::al::vb","static_shrink","normal","0p25",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049310
267,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","static_shrink","normal","0p25",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026041694
268,"static_shrink::normal::0p25::1000::rhs_ns::exal::vb","static_shrink","normal","0p25",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049322
269,"static_shrink::normal::0p25::1000::ridge::al::mcmc","static_shrink","normal","0p25",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,205114
270,"static_shrink::normal::0p25::1000::ridge::al::vb","static_shrink","normal","0p25",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,195198
271,"static_shrink::normal::0p25::1000::ridge::exal::mcmc","static_shrink","normal","0p25",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,216211
272,"static_shrink::normal::0p25::1000::ridge::exal::vb","static_shrink","normal","0p25",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,205895
