"t","y","mu","q_010","q_015","q_020","q_025","q_030","q_035","q_040","q_045","q_050","q_055","q_060","q_065","q_070","q_075","q_080","q_085","q_090","q_095"
51,0.386520982813722,0.178036977280908,-1.28776046112723,-0.948742789138043,-0.708533066000745,-0.523174963864304,-0.361847358383257,-0.211875417228872,-0.0845156392560254,0.0521462695923284,0.186595165102196,0.316204891686211,0.447980296068053,0.601235306186256,0.748190869085639,0.914696322556758,1.09265706634646,1.34168097669287,1.69098742131034,2.24331622783631
52,0.287016860510634,0.231912589688233,-1.25204457981582,-0.926336718858296,-0.681920611332689,-0.483278773842938,-0.319012977580729,-0.179549456564758,-0.0320600724234186,0.0958964843826866,0.212443150465547,0.34953644164293,0.482038491937158,0.631851708250146,0.780348689917195,0.944078486922536,1.14894864282244,1.37382856406036,1.70734321963186,2.23825426505208
53,0.0918572712417293,0.17221011630638,-1.3131512289716,-1.00824243688629,-0.7615128569053,-0.570679053112225,-0.393261675509174,-0.238740629205991,-0.0984782962597896,0.0363662715154568,0.163082911046812,0.291338590921231,0.416515418143563,0.557113116466897,0.729850812106989,0.897924831308184,1.07838840883779,1.31393384484855,1.625094079522,2.12181838767713
54,0.351503401048014,0.0551143627450376,-1.36718259248845,-1.06563904148816,-0.860115961241135,-0.675229025986137,-0.504164274803388,-0.352661243721283,-0.213412990285432,-0.0701438269025133,0.0627250066053843,0.20085189207596,0.335444066971167,0.480198785315437,0.630912846399212,0.801805342234431,1.00044004427725,1.21077021693877,1.52177388990769,2.10332294461287
55,-0.749528730612078,0.210902040628808,-1.29515257918433,-0.94653917692499,-0.708097771168623,-0.529513977375209,-0.356333424034249,-0.216108683860176,-0.074025122928243,0.0661128524467301,0.180683616712745,0.313164395256238,0.45316196121359,0.590167258248651,0.749196937070355,0.90334479319217,1.10179930528155,1.34619959983021,1.65819901139407,2.19294122424819
56,-0.312267064088729,-0.449717238367247,-1.92423060051603,-1.58969186109385,-1.35748978155647,-1.1703561509704,-0.994338711470653,-0.846190818433616,-0.708632593982901,-0.577014035903619,-0.437011401621832,-0.307015647962839,-0.179428033542615,-0.0452220294133961,0.118134297280401,0.284680950141972,0.477168972175005,0.692518471313951,1.04026505330058,1.53508222961366
57,-0.297199439487008,-0.187360238453237,-1.64813454133545,-1.35513282235679,-1.13429488879107,-0.932933450851198,-0.761979206055647,-0.617110393648427,-0.477667900056768,-0.332565799891512,-0.207913084635963,-0.0715995078200388,0.0749751464708031,0.208049214913494,0.356961456116411,0.529375413145419,0.726122914075656,0.949634916815305,1.29832744323507,1.79517740997068
58,-0.37341008010636,-0.178319663692205,-1.65122098619618,-1.34196411820191,-1.0976533235283,-0.924915141288126,-0.745791024866458,-0.590750069531011,-0.435155697184867,-0.2847563780072,-0.16342405533775,-0.0221314408454951,0.118150281041218,0.263190143014148,0.387724910188647,0.539551521363564,0.729715983269372,0.976218456711543,1.28182577596493,1.80179807832336
59,-1.99390840397764,-0.224046048063816,-1.73140791964901,-1.40365057076666,-1.15110012100591,-0.956964062112153,-0.795023797949547,-0.623735203693748,-0.454305586941587,-0.323691040071671,-0.199200831412795,-0.0689769788476468,0.0649897209491982,0.198618487655456,0.346194624845249,0.497271218182913,0.696650218157721,0.968556888607197,1.28475307535385,1.82213489658874
60,-2.49122193008474,-1.19634504238659,-2.61095177343676,-2.31122591159506,-2.08674173439993,-1.9045826762717,-1.75465978541297,-1.61054204290048,-1.48198684372987,-1.34775857460189,-1.21880710871566,-1.08042487525243,-0.954342232354113,-0.813865342853154,-0.659763020447338,-0.49626800288364,-0.284638637923475,-0.0460159038397016,0.261102067982331,0.819079042466147
61,-1.75385199494486,-1.49473315805084,-3.0004492422536,-2.65894553744443,-2.41549369623695,-2.22320467494527,-2.06331320085693,-1.91355898021242,-1.76007852018735,-1.63182936158892,-1.49384845333262,-1.37144497996435,-1.2461483559594,-1.11141995201468,-0.957199974619142,-0.791691358042679,-0.594836317379841,-0.365719885863712,-0.0506813259801335,0.497589154382729
62,-1.02411048117225,-1.05231119696692,-2.49307500670534,-2.20617868801668,-1.9694864543178,-1.77695069276124,-1.62141871602643,-1.46114752351618,-1.30970624746925,-1.16438717750813,-1.04177014787312,-0.900037640313048,-0.768444660815404,-0.635222670923573,-0.487066956851659,-0.323201008729491,-0.140322935374866,0.0995162044308019,0.399319825381783,0.913242934334117
63,-0.213139989152532,-0.614466288703349,-2.11412958580677,-1.79533072939461,-1.54642697300525,-1.35353733333537,-1.17169005656267,-1.02618318480905,-0.896405856218664,-0.761921146436168,-0.624082873109166,-0.487636744422325,-0.360162675111116,-0.219042525980884,-0.055010959934758,0.131758058111722,0.30758966208306,0.521054435174426,0.831570566233925,1.31740796620995
64,0.293087911367764,-0.127883993491519,-1.58755387654486,-1.25205888110699,-1.03679235684897,-0.842413887802123,-0.669069356781493,-0.512580758369244,-0.375784268096487,-0.244249695497678,-0.131154937858804,0.00581652906508701,0.137338908908824,0.278586902498791,0.439962810502239,0.60202591601365,0.780910097959841,1.01616191055817,1.34019270452842,1.90809287445291
65,0.81780604060193,0.175852746820658,-1.33242535227827,-1.01398687043475,-0.763477608157286,-0.563443676092612,-0.378307159656962,-0.230914792368956,-0.0717479175435644,0.0563359399260935,0.200924423106253,0.332009564861901,0.465347429358406,0.60017995490963,0.752034041982408,0.894153529251903,1.08440610162341,1.31736431627718,1.65147468903675,2.25242725628236
66,0.967741318682001,0.490683624361158,-0.996430985280114,-0.661140915879943,-0.424512261780202,-0.233553633288077,-0.0504047266844803,0.105793767496223,0.243588651427284,0.383098266295592,0.510670184059358,0.645768130210599,0.775131503213431,0.913546425537766,1.05298775161583,1.2039520088567,1.38768865701421,1.62205591916805,1.91667885082503,2.45622213828205
67,1.27957301267581,0.580644791209201,-0.882559928606008,-0.573633601951629,-0.349699184291095,-0.143491474894095,0.0190345183950356,0.166632330012813,0.300537149126022,0.446889611989345,0.577683093631345,0.700542350261394,0.825353512246662,0.987421769225491,1.11539398797841,1.28856820470338,1.46881955913999,1.69255284939815,2.0263975633682,2.5235701810618
68,1.23372969456351,0.767743807605488,-0.703290229054205,-0.387619947096221,-0.133940787360729,0.0564289855853355,0.203274388043199,0.365210888101671,0.497730390013664,0.6435143829834,0.773188967515043,0.904464942746145,1.03907350795906,1.17199063015577,1.32688824813358,1.48435626389876,1.69611180297154,1.93595579296886,2.24492215389789,2.80183420314701
69,0.413709477310038,0.740237816738107,-0.791375024362181,-0.437918679064082,-0.202937592438357,-0.00797030439165425,0.176914643548835,0.317723953463287,0.454326131484657,0.589012190403462,0.717714832535546,0.844600117545466,0.983160601843029,1.11835988923903,1.27725792806519,1.45161733899513,1.64257505682501,1.83789312839314,2.16974816724508,2.71360056941507
70,0.580421387121191,0.248225686386023,-1.28931762436164,-0.983042749902226,-0.697961339040578,-0.497029634420939,-0.3108197241498,-0.160539218148192,-0.0158073560422713,0.127180437076714,0.255693665738687,0.392331954570968,0.515154416621599,0.646047015004417,0.796231246484975,0.951485743775466,1.15263606378726,1.37294212394165,1.68758819694123,2.18546740231686
71,1.48984316499197,0.348252832272715,-1.10167804344146,-0.818898473036062,-0.571693039321777,-0.371025529667859,-0.213924266241257,-0.0744836267091186,0.0625094248224794,0.197547447955961,0.330838207143054,0.459196878850165,0.582181709082366,0.719938416130415,0.892866080894751,1.07321934716066,1.26534391864206,1.49293934345557,1.78703857920861,2.333530950137
72,1.2313550769035,0.893905898995181,-0.576132981664209,-0.264094426907853,-0.0283426151299188,0.165862769922585,0.334279331657049,0.471390185207066,0.613693705547139,0.762246332380721,0.893846104531942,1.02408552026729,1.14758123498484,1.288300708245,1.43424070431284,1.59801437296951,1.80589899161718,2.04315812391372,2.3456492768077,2.89674406197851
73,-0.574320573224186,0.738813046142099,-0.710463880117381,-0.405501829676579,-0.17676279300445,0.0118805401044798,0.178591585004192,0.335085272233167,0.473953346793898,0.608794054190777,0.733238469224117,0.852844430885815,0.987635587113796,1.14069202696503,1.28378560477102,1.44451756852087,1.63187592313545,1.85686985938389,2.21938727065,2.72263018757643
74,0.65615629087313,-0.344592343934512,-1.78056241363264,-1.4584649285917,-1.2311961767334,-1.05493778264342,-0.885470269620381,-0.741144931146161,-0.590559882773477,-0.45410679760409,-0.327677883005213,-0.198747335931534,-0.071298581709631,0.0739177015203376,0.232963463965294,0.389120845056959,0.570142206670101,0.805417104225131,1.11869993432393,1.68947947663732
75,0.648377836475299,0.393693774523878,-1.09788367657702,-0.755733879313212,-0.526438029258933,-0.346778772583315,-0.168426454016549,-0.0249204968331022,0.116755249045749,0.273377047817094,0.408904440286983,0.536792113770255,0.673264569458875,0.823809658060562,0.972605114685729,1.12544190679089,1.34353067789276,1.57284816194759,1.88272961302559,2.42100882379144
76,1.59007090641579,0.389026701885179,-1.09085454318082,-0.775937508893542,-0.533923930531982,-0.349758704151991,-0.192620144285104,-0.0387892227919352,0.10720280351494,0.223807516634607,0.372594816136765,0.51235349748086,0.626080875519604,0.768957536033583,0.90839525143709,1.0995244777008,1.28359079864572,1.50433292758912,1.81230726546139,2.35472169431584
77,1.27989216298908,0.954042543849473,-0.526627410074513,-0.226012087873406,0.00241723493961401,0.198834029720226,0.361128059000457,0.512667868742468,0.665537006376895,0.810030441304312,0.954645128909625,1.07776790450645,1.21437167326878,1.35792680286109,1.50439874571468,1.68736606585702,1.87386276815626,2.10952040580667,2.41586447236669,2.99785422842547
78,1.10070424013865,0.767935297793446,-0.662985387469753,-0.374114368480197,-0.149199002970701,0.0304443216259861,0.199034031758716,0.344209342648268,0.500741506424969,0.654804845617646,0.792557183551747,0.922561112685347,1.06562316122878,1.21296377589089,1.37190612090046,1.54039967263236,1.74240033683438,1.9770117309155,2.28137597671281,2.7732042242063
79,-0.0528153584311358,0.660422544083188,-0.817411477353879,-0.490075969144955,-0.256220047762435,-0.082617172886815,0.0846308521563117,0.245604818070213,0.373617864949883,0.514469022572183,0.638485788387154,0.763249529775164,0.891971062255438,1.02909377205629,1.18286036232971,1.35200675361801,1.51915194094354,1.76011530659981,2.07850455274605,2.55928042673496
80,-2.57716255098226,-0.0316892150586815,-1.5684935915816,-1.22596736328437,-0.992850229995424,-0.786945463657941,-0.617552715805305,-0.461358585703203,-0.323933214035148,-0.193038155372826,-0.041817322596814,0.0918890272492766,0.23421789438958,0.371188224257052,0.501319331666195,0.675217736532701,0.873359113076796,1.097878103517,1.38970875733229,1.92181775819219
