"t","y","mu","q_010","q_015","q_020","q_025","q_030","q_035","q_040","q_045","q_050","q_055","q_060","q_065","q_070","q_075","q_080","q_085","q_090","q_095"
1,-0.981280422170373,-2.57515008511632,-4.02929227212631,-3.71624334457439,-3.48611961853919,-3.29579914709406,-3.13339351688779,-2.9910382166428,-2.84776643100235,-2.71576949921534,-2.59613050221777,-2.44648734994363,-2.310813307212,-2.18151557420243,-2.0260021066045,-1.86277577086997,-1.68669671662419,-1.43667006167196,-1.11687383507601,-0.594732355619235
2,-1.20804738900377,-0.588768253302223,-2.08506921589002,-1.7685407017645,-1.5230116444467,-1.32350613721815,-1.16241465039699,-1.0171097054433,-0.873943369066695,-0.745240076397518,-0.616659091359948,-0.470933915070771,-0.340134619580156,-0.201162086680545,-0.0344413818708607,0.111546014477858,0.306934224307114,0.557514746733178,0.886238147789762,1.32622484297431
3,-1.27172730925433,-0.72482843340226,-2.14690897826525,-1.85443658488594,-1.61779489521446,-1.42706475661643,-1.25852484562863,-1.11503407950476,-0.975436199436033,-0.838328356697396,-0.718971054139224,-0.575677195150629,-0.439748637415849,-0.309750769520516,-0.165353228105034,-0.0125325760336041,0.180237019988546,0.403044406927515,0.722525463829721,1.30226046237532
4,0.310433699019839,-0.763036385552598,-2.19804728902446,-1.89405977490355,-1.6693210158895,-1.47338314215355,-1.30565072096738,-1.15111256386799,-0.99699833988222,-0.867408620637434,-0.72313389436239,-0.57164766989955,-0.437230267016568,-0.306074321640301,-0.14276960114568,0.0156622687003495,0.199316442735002,0.442963401196863,0.770876040548295,1.26953632220501
5,1.26474545748298,0.186260219411904,-1.30791546187328,-0.974276566650897,-0.743595565574997,-0.542617017383228,-0.383785204053803,-0.238012172618813,-0.0935716768648167,0.0413797121744184,0.16646705591412,0.313755477085765,0.455823305726373,0.605330886532905,0.750549728509389,0.904851792479615,1.10240923938839,1.35237787508866,1.71472550467332,2.28475876516172
6,2.69282347396686,0.758847274489789,-0.737992641765446,-0.409073179195547,-0.160808329723706,0.0449127048386555,0.206037019846507,0.354652437506459,0.494985427265751,0.637631924512902,0.764681268496194,0.896648902010015,1.02248431561467,1.15749814728557,1.29977756587775,1.45449334042826,1.6503447136665,1.88381410226222,2.17942017984663,2.75168488842219
7,1.85004808555968,1.61569408438012,0.182596945838233,0.496427658263511,0.735003632918754,0.921721141277774,1.10740769856938,1.2534678676678,1.37743665017361,1.50812131094504,1.63068496916101,1.76439716348114,1.89649412863025,2.03014460401383,2.18247233225392,2.35626496899925,2.54767673556689,2.80588303553796,3.11051719407586,3.63402805778514
8,0.839827806944846,1.11002885133581,-0.32486835997997,-0.0429684074177293,0.20479617758056,0.399806763075719,0.565277716738215,0.709856144161295,0.85079359370069,0.99533584792308,1.11469722826954,1.25168342656554,1.38454078747096,1.527918507385,1.67315402336102,1.82610444136337,2.01870975707337,2.25051570138786,2.57505209027891,3.10122523026019
9,-0.274718590394717,0.503896684166908,-0.980430909238058,-0.652325452951025,-0.450944966750978,-0.258700932033375,-0.0906661372002306,0.0497285106155748,0.191570857397193,0.337571638025825,0.484292638837816,0.616616865950834,0.758299240411894,0.89747647818644,1.05569588042808,1.23977233021323,1.44466425123206,1.69217465833741,2.00515364200034,2.52076418671491
10,-0.604911502082829,-0.16483115423683,-1.66288628527179,-1.33681240623753,-1.09203409602421,-0.896380036992372,-0.726515173537424,-0.565690763047893,-0.434377683599801,-0.304046104172251,-0.165692431794534,-0.0224628552609731,0.125330564735061,0.265788426307701,0.428514532922646,0.603236951746353,0.812288057562292,1.06617838898785,1.40972107319431,1.9442792971021
11,-0.566532449722447,-0.362946901249697,-1.85388664018969,-1.5441226995102,-1.28663918152296,-1.08162728830666,-0.911233264537484,-0.756343433961585,-0.629176941521173,-0.479583828642678,-0.341589584864043,-0.217867427805175,-0.0896872966942803,0.0505911808467238,0.218010065670797,0.381989752818925,0.547608418309587,0.77192546047893,1.08114832664446,1.5669645204188
12,-2.31615644092604,-0.339919469833468,-1.83081552252458,-1.5064269289046,-1.28645542101478,-1.10103333305305,-0.929360797637241,-0.76430937941202,-0.616230413776179,-0.474274777832191,-0.33890399716282,-0.209763083400459,-0.0760622046954515,0.0713821160340779,0.219768457228175,0.388473621261373,0.575033334540821,0.797908817352923,1.1188335061414,1.70706661576351
13,-2.12265897362435,-1.38969386455563,-2.83968901772054,-2.53567646589668,-2.28150478782756,-2.08905860304714,-1.91828286167811,-1.76091663198765,-1.6091547618741,-1.47165162485525,-1.33428516561655,-1.21536424251995,-1.09154408370211,-0.964774105943082,-0.82467745987791,-0.658513090628543,-0.461725179674129,-0.24194821441203,0.0895451504826451,0.59222925417145
14,-2.91747777114457,-1.27359538417461,-2.75975528599109,-2.42310534205196,-2.20179554300901,-1.9979706944259,-1.83865666576686,-1.68603946188845,-1.54628004150877,-1.41634837585908,-1.28186136608341,-1.14101992542582,-1.00951043556314,-0.870472422878114,-0.735177435876956,-0.567620730985613,-0.354544572982955,-0.111932480061535,0.190285966183563,0.772669068724752
15,-2.90013801809109,-1.75048666268674,-3.21316243188492,-2.89795413109778,-2.65250739195556,-2.45691574992615,-2.29789232517265,-2.14471588609562,-1.99156476098224,-1.85701244570786,-1.73136299549279,-1.59777323932278,-1.4865084847209,-1.35891376608078,-1.19366901319215,-1.04195588366027,-0.856540470590677,-0.622512393902102,-0.327558959568451,0.270619279511847
16,-1.5434413574098,-1.74008281085465,-3.23477345989407,-2.91369234612894,-2.65947317650413,-2.46557081480845,-2.28809936915818,-2.14002403149897,-2.01998602225557,-1.88368971401637,-1.74355628812055,-1.62135883231638,-1.48621864384995,-1.31958465700578,-1.17239578696573,-1.00425442580301,-0.800960319057482,-0.56541487916692,-0.211392714697131,0.417531729997702
17,-1.57952362722161,-0.92606481444588,-2.42461652982792,-2.09996144557569,-1.88878100508571,-1.6898224034151,-1.51472276899012,-1.34834951146965,-1.19322567996475,-1.05453806282179,-0.935415406705919,-0.802378321378464,-0.687599525751805,-0.555702868224076,-0.404349136341192,-0.230209802363332,-0.0308790189746709,0.199099023048686,0.557472771367282,1.1826354080017
18,-2.55338953700612,-0.947714176332965,-2.42603350261608,-2.08883257583756,-1.88875486281192,-1.67735531284941,-1.51332157310146,-1.35785865318302,-1.22769630423912,-1.09955894623727,-0.981434133122776,-0.845646374648873,-0.707017386782697,-0.557810874077181,-0.391412751427045,-0.229796367912251,-0.0631291809423637,0.168387088680132,0.479441694088613,0.971177096503082
19,-0.613763427690973,-1.53203372220367,-2.9511148397431,-2.63581142886425,-2.42880626065759,-2.24633913310709,-2.1029595717784,-1.94706987389288,-1.80915993652781,-1.67651374542984,-1.54605234036269,-1.41191851278045,-1.28323573053836,-1.14401161055829,-0.994955827709575,-0.822273606853569,-0.6289702236788,-0.422596928027776,-0.120903985878181,0.491659536345785
20,0.158087403502611,-0.368258056614584,-1.83631899188068,-1.53251337850955,-1.29937445536787,-1.09802051859945,-0.926840635368087,-0.773196319725249,-0.627069932187803,-0.491747382284284,-0.361999068078449,-0.22771688443747,-0.0783102265896415,0.0580825854746371,0.209469351843198,0.392574999717346,0.579340783066884,0.838990622754719,1.14462470109851,1.70842760906843
21,-1.3534216726542,0.0948524421015664,-1.33506883207172,-1.01743735717925,-0.784239121250177,-0.603209732200497,-0.435161893455735,-0.296639324793099,-0.167986778551916,-0.0190997963198718,0.115430564230614,0.25547869543979,0.379647389712691,0.531027310960591,0.682316740064819,0.854358388038231,1.04608835559662,1.29956954067449,1.61017559439472,2.07653009201079
22,-0.202507914796848,-0.812053003592523,-2.29256698461663,-2.00071729595934,-1.75372417939704,-1.55237759295411,-1.38231875255504,-1.24460635895251,-1.11203878645265,-0.967000460657517,-0.829428695215671,-0.696200097044965,-0.568263642443396,-0.414481839983022,-0.254844095169937,-0.0724572547297247,0.118525195052493,0.374116119643315,0.687126604457726,1.21216170768153
23,-0.517656068456899,-0.121504748878109,-1.57708635503877,-1.2830596107053,-1.04208138548802,-0.847203903486114,-0.674143730436975,-0.515951200889406,-0.394902722734012,-0.258343880781944,-0.133804082115042,-0.00791769413482495,0.123594008520279,0.267093312397313,0.431173980642192,0.600093201154808,0.786148804138554,1.05721984367794,1.40834067842817,1.93047772589934
24,0.1923314286452,-0.310593641074139,-1.75889453056194,-1.45500675833985,-1.22207573685353,-1.02287107068088,-0.843966269584392,-0.705003384593279,-0.57222263506769,-0.433353100598241,-0.297543157652284,-0.155741664621437,-0.0113265588628615,0.128727852402957,0.280729473861175,0.442461075115076,0.62957505925545,0.866191349980483,1.16373899589988,1.6763373474896
25,0.445995787690725,0.11539885718712,-1.40435665670164,-1.04123469452146,-0.804065579914655,-0.619757351204911,-0.443769884365386,-0.29331607733093,-0.153528276761344,-0.027870577871674,0.109855033633232,0.25960029636508,0.39405311215675,0.533612093484454,0.685755753244543,0.841019912863874,1.02461298617605,1.26254933676294,1.58250268254505,2.09072625083388
26,-1.41791314876519,0.267597472614435,-1.18450110201665,-0.854400150664436,-0.628397529687621,-0.443493313404699,-0.259694493103405,-0.128738239198781,0.00970272509265967,0.149588980671294,0.278166960997166,0.40567089491631,0.5437445658891,0.682174702546547,0.830802806071541,0.999600751651741,1.21778075032114,1.46216949607807,1.79965369264708,2.32370861244142
27,-1.26756956934878,-0.850747889259115,-2.3464720834158,-2.00516638549504,-1.75825251884493,-1.56242921211569,-1.41297020243006,-1.26684585752463,-1.1138533685402,-0.989832848895918,-0.867213373169147,-0.723917084088535,-0.576183490079693,-0.432146766246191,-0.278110607833042,-0.124740433261393,0.0652891219578138,0.276348558420383,0.616893502996194,1.10084672350541
28,2.57638074465046,-0.760541741609266,-2.28275153010943,-1.91364576464253,-1.66889274502617,-1.47974583182342,-1.30994679091355,-1.14529903985099,-1.00920814471789,-0.873913082299467,-0.742800311073212,-0.618292778801354,-0.488955664078573,-0.360698162989895,-0.210971900339233,-0.0445179848690974,0.138416992015613,0.36234719227928,0.708078226118454,1.24363530635525
29,1.69514926490054,1.54582844679028,0.0159398061353023,0.335861069036131,0.570858733195373,0.787109841062275,0.980548801199503,1.14593026149097,1.28236755295873,1.43191179819011,1.56069968592951,1.68266399644523,1.80559200827843,1.95987838542015,2.10681033010849,2.26254520821976,2.46262749768366,2.69994275264471,3.03164060234966,3.61169611780553
30,0.94940822727859,1.01708955894032,-0.436512210557692,-0.143967084890254,0.0880467477381808,0.280648273043784,0.42907329455237,0.591805846869617,0.740434892143754,0.874364640884081,1.00681990473496,1.14329295567956,1.27306026968598,1.41123506933565,1.57777460057617,1.74299385914153,1.95065754416449,2.16943284209541,2.46367689103173,2.96334117392157
31,1.32720201590331,0.569644936367154,-0.940061651786499,-0.586012521980761,-0.360565465715623,-0.169715162211235,0.00402212840607168,0.147865040309898,0.289391532927503,0.432887074080861,0.559712370808143,0.70444385518116,0.822330690773365,0.954673041118966,1.09599861252885,1.24163821364055,1.43313379327327,1.66942716166694,1.99245123309216,2.49975785379961
32,-0.0120971378859989,0.796321209541989,-0.624150213886629,-0.315618457051234,-0.0883344740611995,0.0871488192321594,0.239591654350098,0.373024216820923,0.524655138021324,0.673741816607718,0.799729785836363,0.930787764054403,1.05832477010942,1.19804104392878,1.34651370316695,1.50121057969672,1.72125852018895,1.95763712002738,2.29326676671002,2.81725206427939
33,6.52531500755794,-0.00725828273159932,-1.45352730774896,-1.12659113753675,-0.912457408368252,-0.720984742328338,-0.550385012058367,-0.40597460653879,-0.27486896080527,-0.14403681010952,-0.00792431297215002,0.135061405403524,0.275094166633062,0.41615982826101,0.571486619523842,0.737141423371529,0.932227407748846,1.17702530856942,1.46749155781547,1.9933533495762
34,5.54607022947359,3.91518900453476,2.38674963148358,2.73121935140489,2.99271486443485,3.16663568595658,3.33703429754725,3.50041448779405,3.63199007863605,3.77228018179714,3.90465015397724,4.03225395449581,4.16109644654515,4.29830460260289,4.44347865447389,4.60874352193305,4.80410329949537,5.04587917822384,5.37739168008022,5.90675824167008
35,4.48530097047848,3.32764213768415,1.8290918095243,2.13430700425676,2.37066825159377,2.56189788903499,2.72972167802919,2.88276954725358,3.03084315649283,3.17838893636423,3.31237572530954,3.44756357200239,3.58333360553096,3.73594093404103,3.88899140215943,4.05384286741608,4.24603647727004,4.46511354187934,4.75896754797472,5.28985272925434
36,3.92834556412179,2.69118058228709,1.1994467268614,1.52278582741346,1.73463933889726,1.91494508856466,2.08883650010632,2.25738880129179,2.3929024774024,2.52592317684397,2.65556588583029,2.788353596434,2.92398300617603,3.0801610486768,3.22393467415315,3.40125445692975,3.58892181783685,3.84112529053408,4.20511498397047,4.72055647602352
37,2.88416129697658,2.35700733847307,0.879099530772456,1.20008135591791,1.43194896609018,1.6340010757697,1.80015595113819,1.96630803797805,2.09671847033329,2.25661618008925,2.38599792597101,2.52333679555261,2.64303853937052,2.78632889342842,2.93698504549466,3.10420433385596,3.27727061263187,3.51947250123966,3.82123426546635,4.38578133767382
38,0.142250958916384,1.73049677818595,0.271136683602811,0.566055871808621,0.802366212192866,0.994303617271714,1.17165208124655,1.33264993723676,1.47517939800635,1.60951151067782,1.74425871386993,1.88958635466237,2.02444742048346,2.18070463771319,2.33106451520632,2.49778612320304,2.68586398248327,2.90880199955098,3.25499120343232,3.75163466952465
39,0.911307581294586,0.0853505753498303,-1.40338099938359,-1.09417236899625,-0.842141403845148,-0.661390479602101,-0.491833340270012,-0.319606055221235,-0.168040280075631,-0.0231070548366622,0.105084505872283,0.236852147969842,0.370871772277323,0.504284228977278,0.650264075823276,0.8259843713593,1.00828561061349,1.26997572244308,1.55661481665804,2.09982566199673
40,1.96852490568136,0.546784548776752,-0.97184731192831,-0.628447900845915,-0.405940611360575,-0.202043428837796,-0.0295153828793726,0.122038702953408,0.2580174546369,0.396960140415151,0.518786662964763,0.64725782413032,0.787154435782054,0.921930650290786,1.07564460265535,1.23830564791729,1.42339534565344,1.67337342262243,2.00418183138845,2.56249225571658
41,1.86284686668272,1.18111494340881,-0.231545672937794,0.0666370650208629,0.289157372314583,0.485053293103964,0.636286391207381,0.784557319762355,0.944414733769763,1.06794666000329,1.19491096321592,1.31244138356706,1.43444095079129,1.57811606112108,1.71706444802796,1.88419753365546,2.0963388004505,2.3266764038883,2.62402011302502,3.12347842343263
42,1.18457706025926,1.11770812000963,-0.396335691463099,-0.0335115329783888,0.199090499284941,0.390615270832492,0.561958986610704,0.715502571432873,0.844031027529779,0.97434094804128,1.10585335046038,1.22559115960865,1.36188284305936,1.50501911517966,1.64330279190439,1.80535577895761,2.00210289836273,2.26190398041539,2.64193806668102,3.17645109830266
43,1.28200125201357,0.710746236155559,-0.759652780654306,-0.452035546541753,-0.210807813130805,-0.0241917282370066,0.117363999471071,0.283708378489042,0.422017075642723,0.568354321466294,0.708553598251079,0.82873119240577,0.976708160312031,1.11337512830603,1.26422356491583,1.42034121002775,1.63581392507218,1.8746167218007,2.17906417892194,2.77153539328187
44,1.71914742689618,0.769200751208145,-0.685039594936293,-0.39690712178177,-0.158474024015607,0.0520289930807469,0.218609033012971,0.366059152817588,0.5231006211078,0.657145797016182,0.783103811318854,0.922561781686068,1.04365966235558,1.18638893414709,1.33862469464275,1.50301048202226,1.68144872482548,1.89979598871471,2.21874773457594,2.73737935903999
45,1.0588674693789,1.03148845613771,-0.431636701449461,-0.0802906477858462,0.161642021436777,0.336709606626003,0.512825633268057,0.662397012300424,0.79364376819766,0.919887838945572,1.04254449569794,1.17178530240659,1.30177107814199,1.44077620824472,1.58597688151067,1.74927700393429,1.92234248057298,2.16791322579665,2.52390294288763,3.11403865318622
46,-2.48228751699432,0.635320481627338,-0.843569345432628,-0.492161847065673,-0.283989507130827,-0.0855071291444686,0.077421433056757,0.224871333934334,0.372260097656129,0.505707058073642,0.626867568135024,0.756571276968685,0.888213970752539,1.0300977143516,1.1853189735985,1.35003967593687,1.55147756609036,1.77833713219282,2.1011437993891,2.59907866942284
47,-1.99795405606608,-1.48937251019659,-2.94335629305175,-2.62059124291606,-2.40253355494308,-2.22479304145374,-2.04794732822562,-1.89315972884864,-1.74894698619796,-1.61132140101875,-1.47652623401341,-1.34653013847695,-1.21677408195629,-1.08517469165572,-0.935281762249281,-0.771909995727727,-0.569758201813906,-0.335735127062687,0.0210046784030725,0.632658833023714
48,1.62085377550106,-1.19877243363965,-2.64359724380866,-2.31947075771154,-2.11784581712305,-1.91723507341203,-1.74915982622889,-1.61773210808068,-1.48148807605236,-1.33899257850249,-1.19315427804108,-1.06452113888188,-0.932480295818431,-0.785317822619735,-0.644430060707746,-0.479830517391179,-0.287260927701059,-0.0572575513485918,0.25334094040001,0.742609179980421
49,3.35194417840765,0.972512265300639,-0.471490583061246,-0.180837604537657,0.0667387679924748,0.263850204944897,0.417645248675782,0.573536208842104,0.728685982999332,0.849663285185497,0.973641312508322,1.12290607306691,1.26640471878286,1.40292239814473,1.55398224849773,1.73205684636566,1.93570064961945,2.18054845126564,2.49247959001687,3.00953407110079
50,0.296728295468179,2.01116650704459,0.547312054700498,0.895643879322951,1.11331470208422,1.2867642058035,1.4485823958888,1.58693855656415,1.73008359942483,1.86475984241292,1.99701270401333,2.13145329908121,2.26340831113172,2.40064828466554,2.54009422990889,2.70814123451149,2.91364119685491,3.18913524996122,3.5194240369234,4.03851578453538
