"block","family","tau_label","fit_size","prior_semantics","model","original_scenario_key","primary_accuracy_vb","primary_accuracy_mcmc","primary_accuracy_delta_mcmc_minus_vb","coverage_vb","coverage_mcmc","coverage_delta_mcmc_minus_vb","mean_ci_width_vb","mean_ci_width_mcmc","mean_ci_width_delta_mcmc_minus_vb","runtime_sec_vb","runtime_sec_mcmc","runtime_ratio_mcmc_over_vb","gate_vb","gate_mcmc","mcmc_better_accuracy","mcmc_healthier","vb_metric_source","mcmc_metric_source"
"static_paper","gausmix","0p95",1000,"paper","al","static_paper::gausmix::0p95::1000::paper",0.392593005689308,0.373118089761044,-0.019474915928264,0.298,0.6,0.302,0.300496807614897,0.670274488050812,0.369777680435915,0.238,8.724,36.655462184874,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","gausmix","0p95",1000,"paper","exal","static_paper::gausmix::0p95::1000::paper",0.808128242335826,0.647615606027886,-0.16051263630794,0.02,0.092,0.072,0.411959447637663,0.649956281359081,0.237996833721418,13.895,180.42,12.9845268082044,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p05",100,"paper","al","static_paper::laplace::0p05::100::paper",2.95959920013797,2.81119188027568,-0.14840731986229,0.13,0.35,0.22,1.34061307941705,2.69363361187355,1.3530205324565,0.0309999999999997,1.076,34.7096774193552,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p05",100,"paper","exal","static_paper::laplace::0p05::100::paper",2.86708575415728,2.12201132482493,-0.74507442933235,0.18,0.41,0.23,1.82312984799281,3.67139079640738,1.84826094841457,13.95,53.048,3.80272401433692,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p05",1000,"paper","al","static_paper::laplace::0p05::1000::paper",1.3473458153502,1.2967270190478,-0.0506187963024001,0.162,0.392,0.23,0.660707273839925,1.47763996084679,0.816932687006865,0.212,3.496,16.4905660377358,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p05",1000,"paper","exal","static_paper::laplace::0p05::1000::paper",1.63089525946764,1.24492534590157,-0.38596991356607,0.118,0.289,0.171,0.817490606218553,1.29746500051538,0.479974394296827,10.053,57.608,5.73042872774296,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p25",100,"paper","al","static_paper::laplace::0p25::100::paper",0.978693201773148,0.981031829117628,0.00233862734447998,0.76,0.92,0.16,2.2381098759365,3.15029086387062,0.91218098793412,0.0139999999999998,1.145,81.7857142857155,"PASS","PASS",FALSE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p25",100,"paper","exal","static_paper::laplace::0p25::100::paper",NA,0.598220464874655,NA,NA,0.99,NA,NA,3.01568962637157,NA,13.726,53.805,3.91993297391811,"WARN","PASS",NA,TRUE,"validation_tables","validation_tables"
"static_paper","laplace","0p25",1000,"paper","al","static_paper::laplace::0p25::1000::paper",0.709131936088342,0.705266246825305,-0.00386568926303699,0.367,0.583,0.216,0.680416204788212,1.13975103147965,0.459334826691438,0.056,28.452,508.071428571429,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p25",1000,"paper","exal","static_paper::laplace::0p25::1000::paper",NA,0.471338915243766,NA,NA,0.78,NA,NA,1.12781566430823,NA,15.397,56.17,3.6481132688186,"WARN","WARN",NA,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p95",100,"paper","al","static_paper::laplace::0p95::100::paper",3.81627628381992,3.52516597657102,-0.2911103072489,0.26,0.63,0.37,2.41067361322785,5.98640688024411,3.57573326701626,0.121,6.301,52.0743801652893,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p95",100,"paper","exal","static_paper::laplace::0p95::100::paper",1.85520859083189,1.39319968848503,-0.46200890234686,0.5,0.94,0.44,2.86804406168091,4.48428271345313,1.61623865177222,6.72,100.036,14.8863095238095,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p95",1000,"paper","al","static_paper::laplace::0p95::1000::paper",1.29667012572744,1.26401092097887,-0.0326592047485701,0.188,0.439,0.251,0.661178668046536,1.58076170935407,0.919583041307534,0.25,3.998,15.992,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","laplace","0p95",1000,"paper","exal","static_paper::laplace::0p95::1000::paper",1.83178100942835,1.44001158188397,-0.39176942754438,0.001,0.043,0.042,0.777298383404959,1.29771674074304,0.520418357338081,11.233,62.504,5.56431941600641,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p05",100,"paper","al","static_paper::normal::0p05::100::paper",1.14686726248273,1.15542070727201,0.00855344478927988,0.37,0.76,0.39,1.24603898013996,2.74050308748685,1.49446410734689,0.097,1.007,10.3814432989691,"PASS","PASS",FALSE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p05",100,"paper","exal","static_paper::normal::0p05::100::paper",1.29849905038171,0.950201840979236,-0.348297209402474,0.49,0.89,0.4,1.79189497234223,3.1121275496931,1.32023257735087,13.868,57.289,4.13102105566772,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p05",1000,"paper","al","static_paper::normal::0p05::1000::paper",0.652234882418315,0.637997348463218,-0.014237533955097,0.252,0.549,0.297,0.444001467970722,1.02517913493971,0.581177666968988,0.245,3.427,13.9877551020408,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p05",1000,"paper","exal","static_paper::normal::0p05::1000::paper",0.651084866400061,0.447530069422418,-0.203554796977643,0.279,0.683,0.404,0.588501406976623,0.95696686203584,0.368465455059217,13.084,59.387,4.53890247630694,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p25",100,"paper","al","static_paper::normal::0p25::100::paper",0.97941341672965,0.837875335887177,-0.141538080842473,0.7,0.9,0.2,2.01814769013093,3.01951665651244,1.00136896638151,0.0789999999999997,1.028,13.0126582278482,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p25",100,"paper","exal","static_paper::normal::0p25::100::paper",NA,0.982211115633573,NA,NA,0.89,NA,NA,2.96134109989703,NA,13.665,534.957,39.1479692645445,"WARN","WARN",NA,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p25",1000,"paper","al","static_paper::normal::0p25::1000::paper",0.540743114361164,0.515303961636285,-0.025439152724879,0.368,0.625,0.257,0.547956798455637,0.929773807107063,0.381817008651426,0.131,4.125,31.4885496183206,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p25",1000,"paper","exal","static_paper::normal::0p25::1000::paper",NA,0.34469973734278,NA,NA,0.827,NA,NA,0.953532581327569,NA,15.414,138.084,8.958349552355,"WARN","PASS",NA,TRUE,"validation_tables","validation_tables"
"static_paper","normal","0p95",100,"paper","al","static_paper::normal::0p95::100::paper",1.76435534399846,1.69709367804667,-0.06726166595179,0.35,0.57,0.22,1.16349090836343,2.56316291984766,1.39967201148423,0.107,0.998,9.32710280373832,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p95",100,"paper","exal","static_paper::normal::0p95::100::paper",1.61433792047079,1.19510655584118,-0.41923136462961,0.44,0.76,0.32,1.60456675806412,2.96752640330995,1.36295964524583,13.317,52.908,3.97296688443343,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p95",1000,"paper","al","static_paper::normal::0p95::1000::paper",0.614891795745133,0.582358080646993,-0.03253371509814,0.255,0.591,0.336,0.441817786654883,1.00999419316126,0.568176406506377,0.229,9.809,42.8340611353712,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_paper","normal","0p95",1000,"paper","exal","static_paper::normal::0p95::1000::paper",0.810491162636825,0.604983577443073,-0.205507585193752,0.115,0.425,0.31,0.577164770197573,0.919892987614928,0.342728217417355,12.269,183.427,14.950444208982,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p05",100,"rhs_ns","al","static_shrink::gausmix::0p05::100::rhs_ns",1.01478052053253,0.878828587513323,-0.135951933019207,NA,NA,NA,NA,NA,NA,0.884,16.554,18.7262443438914,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p05",100,"rhs_ns","exal","static_shrink::gausmix::0p05::100::rhs_ns",1.01541602476308,0.979107579742542,-0.0363084450205379,NA,NA,NA,NA,NA,NA,16.601,80.296,4.8368170592133,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p05",100,"ridge","al","static_shrink::gausmix::0p05::100::ridge",1.31770980782968,1.20565883110206,-0.11205097672762,0.32,0.68,0.36,1.13119065936927,2.66525340654939,1.53406274718012,0.171,82.003,479.549707602339,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p05",100,"ridge","exal","static_shrink::gausmix::0p05::100::ridge",1.30940637954416,1.04800411395602,-0.26140226558814,0.44,0.81,0.37,1.5395354109424,2.73031618837247,1.19078077743007,11.957,54.619,4.56795182738145,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p05",1000,"rhs_ns","al","static_shrink::gausmix::0p05::1000::rhs_ns",0.711142692632194,0.691062415945199,-0.020080276686995,NA,NA,NA,NA,NA,NA,1.213,9.471,7.80791426215993,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p05",1000,"rhs_ns","exal","static_shrink::gausmix::0p05::1000::rhs_ns",0.672927875820735,0.535561847016403,-0.137366028804332,NA,NA,NA,NA,NA,NA,12.643,112.909,8.93055445701179,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p05",1000,"ridge","al","static_shrink::gausmix::0p05::1000::ridge",0.756392050138816,0.779243077469802,0.022851027330986,0.184,0.388,0.204,0.372855253631148,0.788418918424843,0.415563664793695,2.478,9.258,3.73607748184019,"PASS","PASS",FALSE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p05",1000,"ridge","exal","static_shrink::gausmix::0p05::1000::ridge",0.692917119609715,0.561679611385721,-0.131237508223994,0.217,0.474,0.257,0.531933686197121,0.860961216108413,0.329027529911292,12.036,790.54,65.6812894649385,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p25",100,"rhs_ns","al","static_shrink::gausmix::0p25::100::rhs_ns",0.851136273214928,0.974073426028139,0.122937152813211,NA,NA,NA,NA,NA,NA,0.624,6.365,10.2003205128205,"PASS","WARN",FALSE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p25",100,"rhs_ns","exal","static_shrink::gausmix::0p25::100::rhs_ns",NA,1.06962857518981,NA,NA,NA,NA,NA,NA,NA,30.093,80.371,2.6707539959459,"WARN","PASS",NA,TRUE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p25",100,"ridge","al","static_shrink::gausmix::0p25::100::ridge",0.970356135408259,0.931992892116399,-0.03836324329186,0.66,0.78,0.12,1.91726662015497,2.69882108106033,0.78155446090536,0.0529999999999999,19.916,375.773584905661,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p25",100,"ridge","exal","static_shrink::gausmix::0p25::100::ridge",NA,0.93870322513157,NA,NA,0.87,NA,NA,2.89415553611664,NA,13.777,73.53,5.33715612978152,"WARN","WARN",NA,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p25",1000,"rhs_ns","al","static_shrink::gausmix::0p25::1000::rhs_ns",0.2951734454516,0.284377357275203,-0.010796088176397,NA,NA,NA,NA,NA,NA,0.966,9.448,9.78053830227743,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p25",1000,"rhs_ns","exal","static_shrink::gausmix::0p25::1000::rhs_ns",NA,0.321082537722167,NA,NA,NA,NA,NA,NA,NA,37.727,293.829,7.78829485514353,"WARN","WARN",NA,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p25",1000,"ridge","al","static_shrink::gausmix::0p25::1000::ridge",0.325973004208534,0.332826815849055,0.00685381164052101,0.556,0.765,0.209,0.493698672721529,0.781633528446821,0.287934855725292,4.877,706.565,144.876973549313,"PASS","PASS",FALSE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p25",1000,"ridge","exal","static_shrink::gausmix::0p25::1000::ridge",NA,0.348711798855511,NA,NA,0.782,NA,NA,0.844586894641634,NA,17.614,136.497,7.74934711025321,"WARN","WARN",NA,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p95",100,"rhs_ns","al","static_shrink::gausmix::0p95::100::rhs_ns",0.90923629761894,0.866373257534272,-0.042863040084668,NA,NA,NA,NA,NA,NA,0.973,6.926,7.11819116135663,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p95",100,"rhs_ns","exal","static_shrink::gausmix::0p95::100::rhs_ns",0.850179085198734,0.860263070949829,0.010083985751095,NA,NA,NA,NA,NA,NA,23.925,107.293,4.48455590386625,"PASS","WARN",FALSE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p95",100,"ridge","al","static_shrink::gausmix::0p95::100::ridge",0.983322528631245,0.912754779553419,-0.070567749077826,0.41,0.81,0.4,1.08278671126485,2.54977912011169,1.46699240884684,0.115,1.106,9.61739130434783,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p95",100,"ridge","exal","static_shrink::gausmix::0p95::100::ridge",0.986569801157206,0.946917512079535,-0.039652289077671,0.52,0.81,0.29,1.57158132334225,2.67566187438574,1.10408055104349,17.224,56.011,3.25191593125871,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p95",1000,"rhs_ns","al","static_shrink::gausmix::0p95::1000::rhs_ns",0.503457111208223,0.490651726891751,-0.012805384316472,NA,NA,NA,NA,NA,NA,1.206,9.821,8.14344941956882,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p95",1000,"rhs_ns","exal","static_shrink::gausmix::0p95::1000::rhs_ns",0.827401054299986,0.690084879948714,-0.137316174351272,NA,NA,NA,NA,NA,NA,15.237,102.111,6.70151604646584,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","gausmix","0p95",1000,"ridge","al","static_shrink::gausmix::0p95::1000::ridge",0.538160810832257,0.515384661462663,-0.0227761493695939,0.266,0.585,0.319,0.382913211300826,0.866935345438387,0.484022134137561,0.256,4.082,15.9453125,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","gausmix","0p95",1000,"ridge","exal","static_shrink::gausmix::0p95::1000::ridge",0.836886271466028,0.689449665614564,-0.147436605851464,0.072,0.272,0.2,0.519845317211556,0.868187187649729,0.348341870438173,12.37,186.661,15.0898140662894,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p05",100,"rhs_ns","al","static_shrink::laplace::0p05::100::rhs_ns",0.933723700629096,0.826115287115283,-0.107608413513813,NA,NA,NA,NA,NA,NA,0.907,6.701,7.38809261300992,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p05",100,"rhs_ns","exal","static_shrink::laplace::0p05::100::rhs_ns",0.71443281421508,0.582598566764588,-0.131834247450492,NA,NA,NA,NA,NA,NA,14.333,70.091,4.89018349263936,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p05",100,"ridge","al","static_shrink::laplace::0p05::100::ridge",0.977380353622489,0.991852862118018,0.0144725084955291,0.25,0.58,0.33,0.720297252984601,1.61451458069498,0.894217327710379,0.0449999999999999,1.132,25.1555555555556,"PASS","PASS",FALSE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p05",100,"ridge","exal","static_shrink::laplace::0p05::100::ridge",0.896445164828423,0.551024710755273,-0.34542045407315,0.39,0.93,0.54,1.07275392793568,1.92734981583008,0.8545958878944,11.397,52.228,4.58260945862946,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p05",1000,"rhs_ns","al","static_shrink::laplace::0p05::1000::rhs_ns",0.366935075765827,0.347002167523964,-0.019932908241863,NA,NA,NA,NA,NA,NA,1.136,9.202,8.10035211267606,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p05",1000,"rhs_ns","exal","static_shrink::laplace::0p05::1000::rhs_ns",0.569000079267141,0.471244920644153,-0.097755158622988,NA,NA,NA,NA,NA,NA,12.894,101.801,7.89522258414767,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p05",1000,"ridge","al","static_shrink::laplace::0p05::1000::ridge",0.395272549256489,0.38168581491391,-0.013586734342579,0.289,0.625,0.336,0.292872504929332,0.682022355310069,0.389149850380737,0.274,9.275,33.8503649635037,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p05",1000,"ridge","exal","static_shrink::laplace::0p05::1000::ridge",0.562229391736632,0.430425108045642,-0.13180428369099,0.046,0.26,0.214,0.352016170866227,0.567377104277296,0.215360933411069,10.888,140.797,12.9313923585599,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p25",100,"rhs_ns","al","static_shrink::laplace::0p25::100::rhs_ns",0.593089983458767,0.581938642735781,-0.011151340722986,NA,NA,NA,NA,NA,NA,0.617,6.358,10.3047001620746,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p25",100,"rhs_ns","exal","static_shrink::laplace::0p25::100::rhs_ns",NA,0.330382957799441,NA,NA,NA,NA,NA,NA,NA,28.711,76.847,2.67656995576608,"WARN","PASS",NA,TRUE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p25",100,"ridge","al","static_shrink::laplace::0p25::100::ridge",0.625471815120959,0.605365446230098,-0.0201063688908609,0.72,0.85,0.13,1.3198265385147,1.84944560240464,0.52961906388994,0.0169999999999999,1.155,67.9411764705886,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p25",100,"ridge","exal","static_shrink::laplace::0p25::100::ridge",NA,0.379210305706525,NA,NA,0.99,NA,NA,1.76834470869212,NA,13.751,52.19,3.79536033743,"WARN","PASS",NA,TRUE,"validation_tables","validation_tables"
"static_shrink","laplace","0p25",1000,"rhs_ns","al","static_shrink::laplace::0p25::1000::rhs_ns",0.145175179051323,0.145829457715202,0.000654278663879015,NA,NA,NA,NA,NA,NA,1.028,9.286,9.03307392996109,"PASS","PASS",FALSE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p25",1000,"rhs_ns","exal","static_shrink::laplace::0p25::1000::rhs_ns",NA,0.0973254066282305,NA,NA,NA,NA,NA,NA,NA,35.742,71.004,1.98657042135303,"WARN","PASS",NA,TRUE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p25",1000,"ridge","al","static_shrink::laplace::0p25::1000::ridge",0.144729432227311,0.140423389212526,-0.00430604301478499,0.709,0.943,0.234,0.309006516746847,0.527574999084591,0.218568482337744,0.085,3.688,43.3882352941176,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p25",1000,"ridge","exal","static_shrink::laplace::0p25::1000::ridge",NA,0.115551807500978,NA,NA,0.968,NA,NA,0.472207665852409,NA,16.185,55.318,3.41785603954279,"WARN","PASS",NA,TRUE,"validation_tables","validation_tables"
"static_shrink","laplace","0p95",100,"rhs_ns","al","static_shrink::laplace::0p95::100::rhs_ns",1.2870720208525,1.20137595773005,-0.0856960631224499,NA,NA,NA,NA,NA,NA,0.864,6.647,7.69328703703704,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p95",100,"rhs_ns","exal","static_shrink::laplace::0p95::100::rhs_ns",0.649195328142622,0.525160576064904,-0.124034752077718,NA,NA,NA,NA,NA,NA,13.951,73.02,5.23403340262347,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p95",100,"ridge","al","static_shrink::laplace::0p95::100::ridge",1.45456798231618,1.37739666429731,-0.07717131801887,0.27,0.53,0.26,0.837776942766505,1.76483794036251,0.927060997596005,0.117,6.638,56.7350427350427,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p95",100,"ridge","exal","static_shrink::laplace::0p95::100::ridge",1.15771127434427,0.696661118154703,-0.461050156189567,0.38,0.88,0.5,1.15793603049488,2.13067345443706,0.97273742394218,6.343,53.852,8.48998896421252,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p95",1000,"rhs_ns","al","static_shrink::laplace::0p95::1000::rhs_ns",0.287380885833066,0.276605533691821,-0.010775352141245,NA,NA,NA,NA,NA,NA,1.447,9.658,6.67449896337249,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p95",1000,"rhs_ns","exal","static_shrink::laplace::0p95::1000::rhs_ns",0.657041535925449,0.54031257363454,-0.116728962290909,NA,NA,NA,NA,NA,NA,13.087,72.218,5.51830060365248,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","laplace","0p95",1000,"ridge","al","static_shrink::laplace::0p95::1000::ridge",0.326606231691798,0.333127061641484,0.006520829949686,0.287,0.589,0.302,0.260878363740088,0.577913151262707,0.317034787522619,0.26,10.493,40.3576923076923,"PASS","PASS",FALSE,FALSE,"validation_tables","validation_tables"
"static_shrink","laplace","0p95",1000,"ridge","exal","static_shrink::laplace::0p95::1000::ridge",0.663386775087131,0.538503801045552,-0.124882974041579,0.008,0.064,0.056,0.323705099038548,0.519645919626941,0.195940820588393,11.213,61.591,5.49282083296174,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p05",100,"rhs_ns","al","static_shrink::normal::0p05::100::rhs_ns",0.561396022112212,0.50995452709509,-0.0514414950171219,NA,NA,NA,NA,NA,NA,2.685,6.974,2.59739292364991,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p05",100,"rhs_ns","exal","static_shrink::normal::0p05::100::rhs_ns",0.542985298411856,0.425139524163126,-0.11784577424873,NA,NA,NA,NA,NA,NA,13.259,33.518,2.52794328380723,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p05",100,"ridge","al","static_shrink::normal::0p05::100::ridge",0.789463780884338,0.698012840455857,-0.091450940428481,0.26,0.71,0.45,0.578302140271327,1.45993835888925,0.881636218617923,0.125,7.187,57.496,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p05",100,"ridge","exal","static_shrink::normal::0p05::100::ridge",0.673416217549967,0.521623222045446,-0.151792995504521,0.37,0.78,0.41,0.793380745681618,1.37536099769124,0.581980252009622,11.315,28.692,2.53574900574459,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p05",1000,"rhs_ns","al","static_shrink::normal::0p05::1000::rhs_ns",0.230156775317431,0.224859060494508,-0.00529771482292302,NA,NA,NA,NA,NA,NA,0.976,9.212,9.43852459016393,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
