"block","root_kind","family","tau_label","fit_size","prior_semantics","model","inference","original_case_key","original_scenario_key","gate_overall","healthy","runtime_sec","primary_accuracy","coverage","mean_ci_width","mae","bias","corr","cie","beta_rmse_mean","beta_coverage_gap","metric_source","metric_error"
"static_shrink","static_shrink","laplace","0p25",1000,"rhs_ns","al","vb","static_shrink::laplace::0p25::1000::rhs_ns::al::vb","static_shrink::laplace::0p25::1000::rhs_ns","PASS",TRUE,1.028,0.145175179051323,NA,NA,NA,NA,NA,0.857142857142857,0.0443247041901792,0.164285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p25",1000,"rhs_ns","exal","vb","static_shrink::laplace::0p25::1000::rhs_ns::exal::vb","static_shrink::laplace::0p25::1000::rhs_ns","WARN",TRUE,35.742,NA,NA,NA,NA,NA,NA,0.571428571428571,0.312142857142857,0.592857142857143,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p95",100,"rhs_ns","al","mcmc","static_shrink::laplace::0p95::100::rhs_ns::al::mcmc","static_shrink::laplace::0p95::100::rhs_ns","WARN",TRUE,6.647,1.20137595773005,NA,NA,NA,NA,NA,0.667857142857143,0.391801054332288,0.45,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p95",100,"rhs_ns","exal","mcmc","static_shrink::laplace::0p95::100::rhs_ns::exal::mcmc","static_shrink::laplace::0p95::100::rhs_ns","WARN",TRUE,73.02,0.525160576064904,NA,NA,NA,NA,NA,0.768928571428571,0.19088676841939,0.0214285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p95",100,"rhs_ns","al","vb","static_shrink::laplace::0p95::100::rhs_ns::al::vb","static_shrink::laplace::0p95::100::rhs_ns","PASS",TRUE,0.864,1.2870720208525,NA,NA,NA,NA,NA,0.664785714285714,0.363672411183871,0.592857142857143,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p95",100,"rhs_ns","exal","vb","static_shrink::laplace::0p95::100::rhs_ns::exal::vb","static_shrink::laplace::0p95::100::rhs_ns","PASS",TRUE,13.951,0.649195328142622,NA,NA,NA,NA,NA,0.828214285714286,0.140214202622972,0.0214285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p95",1000,"rhs_ns","al","mcmc","static_shrink::laplace::0p95::1000::rhs_ns::al::mcmc","static_shrink::laplace::0p95::1000::rhs_ns","PASS",TRUE,9.658,0.276605533691821,NA,NA,NA,NA,NA,0.873214285714286,0.070844738600549,0.0928571428571429,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p95",1000,"rhs_ns","exal","mcmc","static_shrink::laplace::0p95::1000::rhs_ns::exal::mcmc","static_shrink::laplace::0p95::1000::rhs_ns","WARN",TRUE,72.218,0.54031257363454,NA,NA,NA,NA,NA,0.894,0.0541395304863927,0.0214285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p95",1000,"rhs_ns","al","vb","static_shrink::laplace::0p95::1000::rhs_ns::al::vb","static_shrink::laplace::0p95::1000::rhs_ns","PASS",TRUE,1.447,0.287380885833066,NA,NA,NA,NA,NA,0.886357142857143,0.0511241681614762,0.45,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","laplace","0p95",1000,"rhs_ns","exal","vb","static_shrink::laplace::0p95::1000::rhs_ns::exal::vb","static_shrink::laplace::0p95::1000::rhs_ns","PASS",TRUE,13.087,0.657041535925449,NA,NA,NA,NA,NA,0.909285714285714,0.0466181640271414,0.307142857142857,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p05",100,"rhs_ns","al","mcmc","static_shrink::normal::0p05::100::rhs_ns::al::mcmc","static_shrink::normal::0p05::100::rhs_ns","PASS",TRUE,6.974,0.50995452709509,NA,NA,NA,NA,NA,0.766357142857143,0.171727603409115,0.0214285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p05",100,"rhs_ns","exal","mcmc","static_shrink::normal::0p05::100::rhs_ns::exal::mcmc","static_shrink::normal::0p05::100::rhs_ns","WARN",TRUE,33.518,0.425139524163126,NA,NA,NA,NA,NA,0.763142857142857,0.148304082192095,0.05,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p05",100,"rhs_ns","al","vb","static_shrink::normal::0p05::100::rhs_ns::al::vb","static_shrink::normal::0p05::100::rhs_ns","PASS",TRUE,2.685,0.561396022112212,NA,NA,NA,NA,NA,0.825142857142857,0.136204024445514,0.45,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p05",100,"rhs_ns","exal","vb","static_shrink::normal::0p05::100::rhs_ns::exal::vb","static_shrink::normal::0p05::100::rhs_ns","PASS",TRUE,13.259,0.542985298411856,NA,NA,NA,NA,NA,0.823357142857143,0.121301571934237,0.235714285714286,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p05",1000,"rhs_ns","al","mcmc","static_shrink::normal::0p05::1000::rhs_ns::al::mcmc","static_shrink::normal::0p05::1000::rhs_ns","PASS",TRUE,9.212,0.224859060494508,NA,NA,NA,NA,NA,0.927571428571429,0.0570346622542454,0.235714285714286,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p05",1000,"rhs_ns","exal","mcmc","static_shrink::normal::0p05::1000::rhs_ns::exal::mcmc","static_shrink::normal::0p05::1000::rhs_ns","WARN",TRUE,131.43,0.207558711672621,NA,NA,NA,NA,NA,0.905238095238095,0.0464361119832502,0.0214285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p05",1000,"rhs_ns","al","vb","static_shrink::normal::0p05::1000::rhs_ns::al::vb","static_shrink::normal::0p05::1000::rhs_ns","PASS",TRUE,0.976,0.230156775317431,NA,NA,NA,NA,NA,0.928571428571429,0.0504373945942189,0.521428571428571,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p05",1000,"rhs_ns","exal","vb","static_shrink::normal::0p05::1000::rhs_ns::exal::vb","static_shrink::normal::0p05::1000::rhs_ns","PASS",TRUE,14.207,0.258601795480292,NA,NA,NA,NA,NA,0.897142857142857,0.0462048533214223,0.45,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p25",100,"rhs_ns","al","mcmc","static_shrink::normal::0p25::100::rhs_ns::al::mcmc","static_shrink::normal::0p25::100::rhs_ns","PASS",TRUE,6.461,0.444429033907687,NA,NA,NA,NA,NA,0.805285714285714,0.142573777662593,0.0214285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p25",100,"rhs_ns","exal","mcmc","static_shrink::normal::0p25::100::rhs_ns::exal::mcmc","static_shrink::normal::0p25::100::rhs_ns","WARN",TRUE,74.232,0.313551974917207,NA,NA,NA,NA,NA,0.816488095238095,0.13646773000224,0.05,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p25",100,"rhs_ns","al","vb","static_shrink::normal::0p25::100::rhs_ns::al::vb","static_shrink::normal::0p25::100::rhs_ns","PASS",TRUE,1.442,0.56498240139359,NA,NA,NA,NA,NA,0.775785714285714,0.144577044643006,0.45,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p25",100,"rhs_ns","exal","vb","static_shrink::normal::0p25::100::rhs_ns::exal::vb","static_shrink::normal::0p25::100::rhs_ns","WARN",TRUE,28.876,NA,NA,NA,NA,NA,NA,0.571428571428571,0.312142857142857,0.592857142857143,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p25",1000,"rhs_ns","al","mcmc","static_shrink::normal::0p25::1000::rhs_ns::al::mcmc","static_shrink::normal::0p25::1000::rhs_ns","PASS",TRUE,10.04,0.172763339548643,NA,NA,NA,NA,NA,0.912,0.0552489393361535,0.0928571428571429,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p25",1000,"rhs_ns","exal","mcmc","static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","static_shrink::normal::0p25::1000::rhs_ns","WARN",TRUE,133.111,0.103419167250588,NA,NA,NA,NA,NA,0.909090909090909,0.0434824804295534,0.05,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p25",1000,"rhs_ns","al","vb","static_shrink::normal::0p25::1000::rhs_ns::al::vb","static_shrink::normal::0p25::1000::rhs_ns","PASS",TRUE,0.984,0.17568440929421,NA,NA,NA,NA,NA,0.926571428571429,0.0449523217228891,0.307142857142857,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p25",1000,"rhs_ns","exal","vb","static_shrink::normal::0p25::1000::rhs_ns::exal::vb","static_shrink::normal::0p25::1000::rhs_ns","WARN",TRUE,35.285,NA,NA,NA,NA,NA,NA,0.571428571428571,0.312142857142857,0.592857142857143,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p95",100,"rhs_ns","al","mcmc","static_shrink::normal::0p95::100::rhs_ns::al::mcmc","static_shrink::normal::0p95::100::rhs_ns","PASS",TRUE,6.836,0.63430942373119,NA,NA,NA,NA,NA,0.719428571428571,0.203901958356108,0.0214285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p95",100,"rhs_ns","exal","mcmc","static_shrink::normal::0p95::100::rhs_ns::exal::mcmc","static_shrink::normal::0p95::100::rhs_ns","WARN",TRUE,68.52,0.388585030528027,NA,NA,NA,NA,NA,0.803714285714286,0.156105037368333,0.05,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p95",100,"rhs_ns","al","vb","static_shrink::normal::0p95::100::rhs_ns::al::vb","static_shrink::normal::0p95::100::rhs_ns","PASS",TRUE,1.07,0.667687321863581,NA,NA,NA,NA,NA,0.782357142857143,0.148246141154108,0.378571428571429,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p95",100,"rhs_ns","exal","vb","static_shrink::normal::0p95::100::rhs_ns::exal::vb","static_shrink::normal::0p95::100::rhs_ns","PASS",TRUE,10.411,0.465703942626559,NA,NA,NA,NA,NA,0.875857142857143,0.134666112760094,0.307142857142857,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p95",1000,"rhs_ns","al","mcmc","static_shrink::normal::0p95::1000::rhs_ns::al::mcmc","static_shrink::normal::0p95::1000::rhs_ns","PASS",TRUE,8.982,0.184940024967043,NA,NA,NA,NA,NA,0.911857142857143,0.063142029812723,0.164285714285714,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p95",1000,"rhs_ns","exal","mcmc","static_shrink::normal::0p95::1000::rhs_ns::exal::mcmc","static_shrink::normal::0p95::1000::rhs_ns","WARN",TRUE,76.62,0.22106285437248,NA,NA,NA,NA,NA,0.885857142857143,0.0425933124243468,0.05,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p95",1000,"rhs_ns","al","vb","static_shrink::normal::0p95::1000::rhs_ns::al::vb","static_shrink::normal::0p95::1000::rhs_ns","PASS",TRUE,1.06,0.176780181920657,NA,NA,NA,NA,NA,0.918714285714286,0.0473223013546765,0.45,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","normal","0p95",1000,"rhs_ns","exal","vb","static_shrink::normal::0p95::1000::rhs_ns::exal::vb","static_shrink::normal::0p95::1000::rhs_ns","PASS",TRUE,14.851,0.284551306849419,NA,NA,NA,NA,NA,0.867214285714286,0.0415005451789289,0.45,"rhsns_wave_metrics",NA
"static_shrink","static_shrink","gausmix","0p05",100,"ridge","al","mcmc","static_shrink::gausmix::0p05::100::ridge::al::mcmc","static_shrink::gausmix::0p05::100::ridge","PASS",TRUE,82.003,1.20565883110206,0.68,2.66525340654939,0.980475194515445,0.555151190002749,0.85545168844222,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p05",100,"ridge","exal","mcmc","static_shrink::gausmix::0p05::100::ridge::exal::mcmc","static_shrink::gausmix::0p05::100::ridge","PASS",TRUE,54.619,1.04800411395602,0.81,2.73031618837247,0.867097468772916,0.592000937990354,0.887438623588155,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p05",100,"ridge","al","vb","static_shrink::gausmix::0p05::100::ridge::al::vb","static_shrink::gausmix::0p05::100::ridge","PASS",TRUE,0.171,1.31770980782968,0.32,1.13119065936927,1.07898226051968,0.637088923415552,0.843825545419181,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p05",100,"ridge","exal","vb","static_shrink::gausmix::0p05::100::ridge::exal::vb","static_shrink::gausmix::0p05::100::ridge","PASS",TRUE,11.957,1.30940637954416,0.44,1.5395354109424,1.03260156743557,0.877390487684296,0.870083410145969,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p05",1000,"ridge","al","mcmc","static_shrink::gausmix::0p05::1000::ridge::al::mcmc","static_shrink::gausmix::0p05::1000::ridge","PASS",TRUE,9.258,0.779243077469802,0.388,0.788418918424843,0.616550756385093,-0.131551378701107,0.938686611225488,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p05",1000,"ridge","exal","mcmc","static_shrink::gausmix::0p05::1000::ridge::exal::mcmc","static_shrink::gausmix::0p05::1000::ridge","WARN",TRUE,790.54,0.561679611385721,0.474,0.860961216108413,0.469652883763067,0.411534768447039,0.978829548941973,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p05",1000,"ridge","al","vb","static_shrink::gausmix::0p05::1000::ridge::al::vb","static_shrink::gausmix::0p05::1000::ridge","PASS",TRUE,2.478,0.756392050138816,0.184,0.372855253631148,0.599120757316541,-0.121629928216756,0.941277515952313,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p05",1000,"ridge","exal","vb","static_shrink::gausmix::0p05::1000::ridge::exal::vb","static_shrink::gausmix::0p05::1000::ridge","PASS",TRUE,12.036,0.692917119609715,0.217,0.531933686197121,0.592344304721313,0.550151005233535,0.977657840156621,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p25",100,"ridge","al","mcmc","static_shrink::gausmix::0p25::100::ridge::al::mcmc","static_shrink::gausmix::0p25::100::ridge","PASS",TRUE,19.916,0.931992892116399,0.78,2.69882108106033,0.726958951435866,0.0684796477637638,0.870056862543504,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p25",100,"ridge","exal","mcmc","static_shrink::gausmix::0p25::100::ridge::exal::mcmc","static_shrink::gausmix::0p25::100::ridge","WARN",TRUE,73.53,0.93870322513157,0.87,2.89415553611664,0.774016751392349,0.243491129569808,0.874978196454615,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p25",100,"ridge","al","vb","static_shrink::gausmix::0p25::100::ridge::al::vb","static_shrink::gausmix::0p25::100::ridge","PASS",TRUE,0.0529999999999999,0.970356135408259,0.66,1.91726662015497,0.749532330495549,0.103215782267757,0.860834764756245,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p25",100,"ridge","exal","vb","static_shrink::gausmix::0p25::100::ridge::exal::vb","static_shrink::gausmix::0p25::100::ridge","WARN",TRUE,13.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p25",1000,"ridge","al","mcmc","static_shrink::gausmix::0p25::1000::ridge::al::mcmc","static_shrink::gausmix::0p25::1000::ridge","PASS",TRUE,706.565,0.332826815849055,0.765,0.781633528446821,0.263757982467682,-0.0104784727441017,0.982281623757807,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p25",1000,"ridge","exal","mcmc","static_shrink::gausmix::0p25::1000::ridge::exal::mcmc","static_shrink::gausmix::0p25::1000::ridge","WARN",TRUE,136.497,0.348711798855511,0.782,0.844586894641634,0.281284537381253,0.106850121758515,0.978648555547192,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p25",1000,"ridge","al","vb","static_shrink::gausmix::0p25::1000::ridge::al::vb","static_shrink::gausmix::0p25::1000::ridge","PASS",TRUE,4.877,0.325973004208534,0.556,0.493698672721529,0.259127020744244,0.000254137157327138,0.982966130750509,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p25",1000,"ridge","exal","vb","static_shrink::gausmix::0p25::1000::ridge::exal::vb","static_shrink::gausmix::0p25::1000::ridge","WARN",TRUE,17.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p95",100,"ridge","al","mcmc","static_shrink::gausmix::0p95::100::ridge::al::mcmc","static_shrink::gausmix::0p95::100::ridge","PASS",TRUE,1.106,0.912754779553419,0.81,2.54977912011169,0.701941434146274,-0.15262880850779,0.897492290093093,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p95",100,"ridge","exal","mcmc","static_shrink::gausmix::0p95::100::ridge::exal::mcmc","static_shrink::gausmix::0p95::100::ridge","PASS",TRUE,56.011,0.946917512079535,0.81,2.67566187438574,0.767196988637413,-0.203376552869542,0.877575953412943,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p95",100,"ridge","al","vb","static_shrink::gausmix::0p95::100::ridge::al::vb","static_shrink::gausmix::0p95::100::ridge","PASS",TRUE,0.115,0.983322528631245,0.41,1.08278671126485,0.769456075289797,-0.260201266509105,0.90351722186329,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p95",100,"ridge","exal","vb","static_shrink::gausmix::0p95::100::ridge::exal::vb","static_shrink::gausmix::0p95::100::ridge","PASS",TRUE,17.224,0.986569801157206,0.52,1.57158132334225,0.796305204131438,-0.425051516958077,0.887323108399609,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p95",1000,"ridge","al","mcmc","static_shrink::gausmix::0p95::1000::ridge::al::mcmc","static_shrink::gausmix::0p95::1000::ridge","PASS",TRUE,4.082,0.515384661462663,0.585,0.866935345438387,0.410619943660334,-0.197831380767247,0.962603145913892,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p95",1000,"ridge","exal","mcmc","static_shrink::gausmix::0p95::1000::ridge::exal::mcmc","static_shrink::gausmix::0p95::1000::ridge","WARN",TRUE,186.661,0.689449665614564,0.272,0.868187187649729,0.620166022175775,-0.612709099972412,0.981338421067467,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p95",1000,"ridge","al","vb","static_shrink::gausmix::0p95::1000::ridge::al::vb","static_shrink::gausmix::0p95::1000::ridge","PASS",TRUE,0.256,0.538160810832257,0.266,0.382913211300826,0.430813124604816,-0.219886951322829,0.961144749041376,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","gausmix","0p95",1000,"ridge","exal","vb","static_shrink::gausmix::0p95::1000::ridge::exal::vb","static_shrink::gausmix::0p95::1000::ridge","PASS",TRUE,12.37,0.836886271466028,0.072,0.519845317211556,0.765022570391872,-0.761700474759905,0.977684613475221,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p05",100,"ridge","al","mcmc","static_shrink::laplace::0p05::100::ridge::al::mcmc","static_shrink::laplace::0p05::100::ridge","PASS",TRUE,1.132,0.991852862118018,0.58,1.61451458069498,0.784257768147985,-0.0158266522445082,0.853817752887781,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p05",100,"ridge","exal","mcmc","static_shrink::laplace::0p05::100::ridge::exal::mcmc","static_shrink::laplace::0p05::100::ridge","PASS",TRUE,52.228,0.551024710755273,0.93,1.92734981583008,0.444908524591549,0.11216050791933,0.95614749889561,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p05",100,"ridge","al","vb","static_shrink::laplace::0p05::100::ridge::al::vb","static_shrink::laplace::0p05::100::ridge","PASS",TRUE,0.0449999999999999,0.977380353622489,0.25,0.720297252984601,0.778904534222607,0.0779323092133052,0.855588231004302,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p05",100,"ridge","exal","vb","static_shrink::laplace::0p05::100::ridge::exal::vb","static_shrink::laplace::0p05::100::ridge","PASS",TRUE,11.397,0.896445164828423,0.39,1.07275392793568,0.725144313881947,0.121098790948679,0.881490451760526,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p05",1000,"ridge","al","mcmc","static_shrink::laplace::0p05::1000::ridge::al::mcmc","static_shrink::laplace::0p05::1000::ridge","PASS",TRUE,9.275,0.38168581491391,0.625,0.682022355310069,0.303043033223473,0.0109183317521693,0.971336977572948,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p05",1000,"ridge","exal","mcmc","static_shrink::laplace::0p05::1000::ridge::exal::mcmc","static_shrink::laplace::0p05::1000::ridge","PASS",TRUE,140.797,0.430425108045642,0.26,0.567377104277296,0.397599068621404,0.39675841381514,0.994556446086306,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p05",1000,"ridge","al","vb","static_shrink::laplace::0p05::1000::ridge::al::vb","static_shrink::laplace::0p05::1000::ridge","PASS",TRUE,0.274,0.395272549256489,0.289,0.292872504929332,0.312028364293907,0.0203420022171983,0.969252725326481,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p05",1000,"ridge","exal","vb","static_shrink::laplace::0p05::1000::ridge::exal::vb","static_shrink::laplace::0p05::1000::ridge","PASS",TRUE,10.888,0.562229391736632,0.046,0.352016170866227,0.52642249615476,0.526389488698381,0.992365665424537,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p25",100,"ridge","al","mcmc","static_shrink::laplace::0p25::100::ridge::al::mcmc","static_shrink::laplace::0p25::100::ridge","PASS",TRUE,1.155,0.605365446230098,0.85,1.84944560240464,0.468093465660853,-0.363106645441379,0.96784016650729,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p25",100,"ridge","exal","mcmc","static_shrink::laplace::0p25::100::ridge::exal::mcmc","static_shrink::laplace::0p25::100::ridge","PASS",TRUE,52.19,0.379210305706525,0.99,1.76834470869212,0.29895906397783,-0.211128235907739,0.988368319067385,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p25",100,"ridge","al","vb","static_shrink::laplace::0p25::100::ridge::al::vb","static_shrink::laplace::0p25::100::ridge","PASS",TRUE,0.0169999999999999,0.625471815120959,0.72,1.3198265385147,0.489233105078578,-0.332667792825321,0.963062224219542,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p25",100,"ridge","exal","vb","static_shrink::laplace::0p25::100::ridge::exal::vb","static_shrink::laplace::0p25::100::ridge","WARN",TRUE,13.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p25",1000,"ridge","al","mcmc","static_shrink::laplace::0p25::1000::ridge::al::mcmc","static_shrink::laplace::0p25::1000::ridge","PASS",TRUE,3.688,0.140423389212526,0.943,0.527574999084591,0.112165938798356,0.00468967631207783,0.99628497136963,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p25",1000,"ridge","exal","mcmc","static_shrink::laplace::0p25::1000::ridge::exal::mcmc","static_shrink::laplace::0p25::1000::ridge","PASS",TRUE,55.318,0.115551807500978,0.968,0.472207665852409,0.0907838992798121,-0.00729509044191029,0.997752148869612,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p25",1000,"ridge","al","vb","static_shrink::laplace::0p25::1000::ridge::al::vb","static_shrink::laplace::0p25::1000::ridge","PASS",TRUE,0.085,0.144729432227311,0.709,0.309006516746847,0.116067856449735,0.0111903202184727,0.996039418422676,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p25",1000,"ridge","exal","vb","static_shrink::laplace::0p25::1000::ridge::exal::vb","static_shrink::laplace::0p25::1000::ridge","WARN",TRUE,16.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p95",100,"ridge","al","mcmc","static_shrink::laplace::0p95::100::ridge::al::mcmc","static_shrink::laplace::0p95::100::ridge","PASS",TRUE,6.638,1.37739666429731,0.53,1.76483794036251,1.05240647200705,0.0902463651310989,0.777884993967458,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p95",100,"ridge","exal","mcmc","static_shrink::laplace::0p95::100::ridge::exal::mcmc","static_shrink::laplace::0p95::100::ridge","PASS",TRUE,53.852,0.696661118154703,0.88,2.13067345443706,0.561745926649239,-0.154176126155603,0.938655450937425,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p95",100,"ridge","al","vb","static_shrink::laplace::0p95::100::ridge::al::vb","static_shrink::laplace::0p95::100::ridge","PASS",TRUE,0.117,1.45456798231618,0.27,0.837776942766505,1.12444362296415,0.0204055779777822,0.761011748804824,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p95",100,"ridge","exal","vb","static_shrink::laplace::0p95::100::ridge::exal::vb","static_shrink::laplace::0p95::100::ridge","PASS",TRUE,6.343,1.15771127434427,0.38,1.15793603049488,0.919787679371285,-0.184668430237258,0.835049897955148,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p95",1000,"ridge","al","mcmc","static_shrink::laplace::0p95::1000::ridge::al::mcmc","static_shrink::laplace::0p95::1000::ridge","PASS",TRUE,10.493,0.333127061641484,0.589,0.577913151262707,0.268959370694565,-0.176440114644705,0.986811932627119,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p95",1000,"ridge","exal","mcmc","static_shrink::laplace::0p95::1000::ridge::exal::mcmc","static_shrink::laplace::0p95::1000::ridge","PASS",TRUE,61.591,0.538503801045552,0.064,0.519645919626941,0.516673700423279,-0.516673700423279,0.996374464046548,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p95",1000,"ridge","al","vb","static_shrink::laplace::0p95::1000::ridge::al::vb","static_shrink::laplace::0p95::1000::ridge","PASS",TRUE,0.26,0.326606231691798,0.287,0.260878363740088,0.263236577214179,-0.160244070823663,0.985790891556927,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","laplace","0p95",1000,"ridge","exal","vb","static_shrink::laplace::0p95::1000::ridge::exal::vb","static_shrink::laplace::0p95::1000::ridge","PASS",TRUE,11.213,0.663386775087131,0.008,0.323705099038548,0.637911299913495,-0.637911299913495,0.995227690790705,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p05",100,"ridge","al","mcmc","static_shrink::normal::0p05::100::ridge::al::mcmc","static_shrink::normal::0p05::100::ridge","PASS",TRUE,7.187,0.698012840455857,0.71,1.45993835888925,0.554564938385389,-0.0289377786505916,0.969561417329086,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p05",100,"ridge","exal","mcmc","static_shrink::normal::0p05::100::ridge::exal::mcmc","static_shrink::normal::0p05::100::ridge","WARN",TRUE,28.692,0.521623222045446,0.78,1.37536099769124,0.42640158675632,0.0561709864464885,0.975431554993429,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p05",100,"ridge","al","vb","static_shrink::normal::0p05::100::ridge::al::vb","static_shrink::normal::0p05::100::ridge","PASS",TRUE,0.125,0.789463780884338,0.26,0.578302140271327,0.641436523941107,0.0269005589578173,0.964013192638327,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p05",100,"ridge","exal","vb","static_shrink::normal::0p05::100::ridge::exal::vb","static_shrink::normal::0p05::100::ridge","PASS",TRUE,11.315,0.673416217549967,0.37,0.793380745681618,0.561047947088419,0.204030168731088,0.968575875475986,NA,NA,NA,"validation_tables",NA
