"t","y","mu","q_true_05","q_true_50","q_true_95","q_syn_05","q_syn_50","q_syn_95","window","q_model_p005","q_model_p050","q_model_p095"
1147,-8.96885047000048,-3.62601391906917,-8.58467430621671,-3.62601391906917,1.33264646807837,-8.69807122058276,-3.76512580173821,1.65018061353276,"train",-8.7442379125073,-3.88381189989431,1.1144185687217
1148,-1.38158585648372,-1.49696456511954,-6.45562468645869,-1.49696456511954,3.46169555621961,-7.64380551791693,-1.79461626671526,3.47686566825083,"train",-7.14685069647976,-1.82394710926918,3.24891936753655
1149,1.21673423609377,0.914334108290021,-4.04432574584653,0.914334108290021,5.87299396242657,-4.42182077539032,0.110775153960491,5.45334537149905,"train",-4.38358105614841,0.0815292066787199,5.42668930210949
1150,3.94650301288164,3.42538754445221,-1.53327204175428,3.42538754445221,8.38404713065869,-1.65825003476314,3.22657388027976,7.96950468663772,"train",-1.61820124819351,3.20251743283861,8.04197925930958
1151,3.63452956178055,5.89368713833918,0.9350278200772,5.89368713833918,10.8523464566012,0.190796711308152,5.01695920661113,9.45617997044937,"train",0.25723286074965,4.92967939249521,9.32627653036477
1152,12.1186938492421,8.14508099757201,3.1864219465505,8.14508099757201,13.1037400485935,2.15876843002564,8.04554627079003,11.938469811063,"train",2.17025707182326,8.19097430236795,12.0618960765014
1153,9.55120280035448,10.1279160314591,5.16925724629122,10.1279160314591,15.086574816627,4.08757309866758,9.02185395643942,14.0909331273561,"train",4.14790930998904,8.98469349437406,14.4154665559522
1154,5.55401412761754,11.6129204976521,6.65426197634194,11.6129204976521,16.5715790189622,5.31584951543841,10.8975938696454,15.5030900296127,"train",5.35231281788512,10.8765153704558,15.0907420308195
1155,15.7635532661731,12.491034200922,7.53237594097143,12.491034200922,17.4496924608725,5.58098490900332,11.3054905437735,16.0956360629049,"train",5.68809286205767,11.4496286647929,15.866165096101
1156,14.8678256492627,12.8349661510604,7.87630814960069,12.8349661510604,17.7936241525202,6.26732184085871,11.5745785757233,16.9591054556613,"train",7.29847380858888,11.5379273597955,16.9510422241554
1157,14.2771564078627,12.5033890687494,7.54473132268855,12.5033890687494,17.4620468148102,6.45233979388722,11.5312070832952,16.2992404773605,"train",6.41439885275867,11.4874263715681,16.2379979044247
1158,12.0919850626337,11.5039606991379,6.5453032053149,11.5039606991379,16.4626181929609,4.7309307028151,10.2115769368854,15.3569898777121,"train",4.91824017392502,10.2217825854299,15.3206587871048
1159,2.53421947382444,9.86322817189888,4.90457092723372,9.86322817189888,14.821885416564,3.39147696980142,8.80384144396139,13.9436306677233,"train",3.55852420190569,8.84235706098825,13.6610951633508
1160,12.7979548879415,7.58825065417995,2.6295936558122,7.58825065417995,12.5469076525477,1.04401757408675,6.83296430400518,11.4987938158218,"train",1.42490432748994,6.85092885419554,11.8150006368862
1161,10.2900659669364,4.98087024225301,0.0222134876607027,4.98087024225301,9.93952699684532,-1.26697138865018,4.14697212502166,9.5671889148293,"train",-1.05032779762348,4.16524875647427,9.56340877619445
1162,3.5159203770324,2.04662076627808,-2.91203574662853,2.04662076627808,7.00527727918468,-3.89784504167296,1.41413731872316,6.25366332929466,"train",-3.86044277479254,1.29238701798069,6.05549331252712
1163,-0.659946676501022,-1.10794680123973,-6.06660307405354,-1.10794680123973,3.85070947157407,-7.04366322271907,-2.04484872399128,2.70351258241282,"train",-6.98829716195514,-2.07709513803265,2.73783339930857
1164,-6.68729432819496,-4.30016105447913,-9.25881708826297,-4.30016105447913,0.658494979304713,-9.60478436561661,-5.18527836790026,0.549919699162891,"train",-9.51056646931076,-5.13175403705726,0.453392672618298
1165,-13.9387916877024,-7.39109014938328,-12.3497459446686,-7.39109014938328,-2.43243435409795,-13.2388095733947,-7.96278866741447,-2.76462576814023,"train",-13.2166440305899,-7.98253398614221,-2.83171877877201
1166,-5.64994404059561,-10.2444269966642,-15.2030825534806,-10.2444269966642,-5.28577143984778,-15.9776613197191,-10.9498924576859,-6.26732327579214,"train",-15.7048934064828,-10.9804445500626,-6.63740593438491
1167,-12.8038172209874,-12.5806522586989,-17.539307576632,-12.5806522586989,-7.62199694076577,-17.9006859297279,-12.9990104679133,-8.51585950528153,"train",-17.7483368865731,-13.0227284522588,-8.5827464728211
1168,-13.9951018028433,-14.449836073014,-19.4084911512875,-14.449836073014,-9.49118099474046,-19.5925368977738,-14.8522467865165,-9.58693644093298,"train",-19.426672583283,-14.7575193496271,-9.63413685965542
1169,-21.9838696202956,-15.72375681598,-20.682411653557,-15.72375681598,-10.7651019784029,-21.2745460339447,-15.6261752133738,-10.5495213363936,"train",-21.0504828490367,-15.585027420641,-10.6391591554219
1170,-15.5313328096663,-16.4329968798054,-21.3916514755023,-16.4329968798054,-11.4743422841085,-21.2162545866712,-16.4917726328775,-11.3564065166672,"train",-21.1310126262807,-16.4286067089793,-11.297060094998
1171,-23.3975272634358,-16.4381860678745,-21.3968404204802,-16.4381860678745,-11.4795317152689,-21.3716298991645,-16.5595676432612,-11.4950258444398,"train",-21.2052462785615,-16.5530046619772,-11.6993330247735
1172,-16.1897950892169,-15.9168750358029,-20.8755291441951,-15.9168750358029,-10.9582209274108,-20.8449980554595,-15.5020385866402,-10.392491991753,"train",-20.6327560352004,-15.4569389029663,-10.8497883553999
1173,-14.7077739468341,-14.7930354803359,-19.7516893435878,-14.7930354803359,-9.83438161708398,-19.6424156900808,-14.8382019519886,-9.69650845362095,"train",-19.4828263387021,-14.8828091400877,-9.72284550673062
1174,-7.1041908589258,-13.223782730444,-18.1824363479125,-13.223782730444,-8.26512911297558,-18.089474734725,-12.9776461520595,-7.68193115790369,"train",-17.7613125719269,-12.9842417183451,-7.72437646077707
1175,-10.0279866296886,-11.2736753683622,-16.2323287397519,-11.2736753683622,-6.31502199697252,-16.3694533521866,-11.2607424718604,-5.39287284694921,"train",-16.384613287088,-11.2646096209222,-5.96044409154452
1176,-11.6807015164272,-9.18365556329763,-14.1423086886968,-9.18365556329763,-4.22500243789851,-14.1975328219526,-9.0359976367947,-4.03636270342778,"train",-14.4327747809975,-9.17843888186396,-4.12918020621078
1177,-11.3959586419705,-7.0826284519207,-12.0412813318053,-7.0826284519207,-2.12397557203607,-11.5158277134483,-6.67884193236434,-1.65081788826549,"train",-11.5291445301997,-6.76582238020921,-1.72536223713522
1178,-2.59341327042029,-5.08805846725924,-10.0467111024664,-5.08805846725924,-0.12940583205205,-10.0280687104159,-4.55159914360199,0.64998202295783,"train",-9.73493479075325,-4.61116157556572,0.585439508842379
1179,-4.26784991656685,-3.24183519664151,-8.20048758831315,-3.24183519664151,1.71681719503013,-7.12281484833634,-2.38162037234782,2.41150145563544,"train",-7.15181072008779,-2.40227784612831,2.38765747477568
1180,-0.751637114988061,-1.75141643812918,-6.71006858763109,-1.75141643812918,3.20723571137272,-6.10268716229336,-1.24927205807478,3.94895458267608,"train",-6.06745527354535,-1.2868983847325,3.91544752862664
1181,-1.03185244240871,-0.644157551546001,-5.60280946036811,-0.644157551546001,4.31449435727611,-5.05519315468725,-0.196917802807729,4.80450851333873,"train",-4.96559183922323,-0.146528397001505,4.77312758665111
1182,-0.273610915178733,-0.00386517905428896,-4.96251684869924,-0.00386517905428896,4.95478649059066,-4.94128228882479,0.819861818304905,7.31713796633964,"train",-4.70410197806331,0.849935706000514,7.27001845673268
1183,0.266941959714565,0.167152109644741,-4.79149932222304,0.167152109644741,5.12580354151252,-4.37955980369381,1.49689141934473,6.33538850077082,"train",-3.96944238138443,1.50582546177372,6.25557812881668
1184,-2.64630252221641,-0.111423033135982,-5.07007422841236,-0.111423033135982,4.84722816214039,-3.86234576044132,1.15764190707608,7.3740038952764,"train",-3.83608263868629,1.20308457237134,6.72728971674562
1185,6.66242337148377,-0.81845548040613,-5.77710643996211,-0.81845548040613,4.14019547914984,-4.53159124695816,0.429774956270551,5.19600634993943,"train",-4.39226043372723,0.408934871407304,5.16271772024787
1186,-3.4717166308671,-1.75294844964085,-6.71159917394936,-1.75294844964085,3.20570227466766,-6.40985458956869,-0.696665204204829,4.43116731730033,"train",-6.01434806285604,-0.772153346599271,4.26671490448247
1187,-2.14398702556205,-3.00007137223532,-7.95872186131038,-3.00007137223532,1.95857911683975,-7.22059008692229,-1.68561902974198,3.17401498718667,"train",-7.20589304062726,-1.81526924853277,3.13077737859522
1188,-6.33315811198335,-4.32642304099804,-9.28507329436011,-4.32642304099804,0.632227212364039,-8.68012906330467,-2.99776504910712,1.82027495185008,"train",-8.64997305321075,-2.88422270270579,1.78104882188828
1189,-4.80921197321761,-5.65717017074458,-10.6158201874146,-5.65717017074458,-0.698520154074555,-10.1039082559261,-5.00279313759407,1.40928820418047,"train",-9.9705398826542,-5.12073724791016,0.705914539993603
1190,-5.42990470340857,-6.80944820718361,-11.7680979857067,-6.80944820718361,-1.85079842866053,-10.7210829435573,-5.69717286047367,-1.05817908450313,"train",-10.7937955217541,-5.72005504005858,-1.14204311567752
1191,-0.929446569697848,-7.6880392302346,-12.6466887687328,-7.6880392302346,-2.72938969173637,-11.765275690494,-6.76610649857032,-2.36969864390459,"train",-11.7469126603966,-6.68972639232224,-1.92786073234939
1192,-4.02957532153125,-8.14626461970672,-13.1049139159591,-8.14626461970672,-3.18761532345431,-12.5824447238457,-7.1920470300687,-2.47017325733108,"train",-12.5363279672249,-7.0828173235501,-2.44188296804581
1193,-5.0676725624009,-8.18706647139737,-13.1457155229433,-8.18706647139737,-3.22841741985139,-12.1721210135543,-7.58699558326997,-2.70904032865767,"train",-11.9743988075995,-7.5125530541456,-2.76004256640634
1194,-4.52219266379425,-7.74849787724921,-12.7071466815103,-7.74849787724921,-2.78984907298809,-11.6711947141555,-7.31353737675722,-2.21796139594025,"train",-11.4342610560324,-7.30405777905017,-2.25020205116463
1195,-4.74072884038584,-6.8067383600379,-11.7653869144517,-6.8067383600379,-1.84808980562415,-11.4968399043097,-6.75438853566018,-1.02775615255711,"train",-11.4559197829035,-6.65862154671341,-1.2434761497913
1196,-6.24028511773589,-5.39535866630685,-10.3540069684645,-5.39535866630685,-0.436710364149176,-10.565746891954,-5.79460718703195,-0.171218033275375,"train",-10.1510535007638,-5.73319089828926,-0.602918813565729
1197,-0.973413612656036,-3.5857369778148,-8.54438502559527,-3.5857369778148,1.37291106996567,-8.41246076247584,-3.51088111792497,1.46167357446075,"train",-8.2756592669584,-3.54941573423367,1.31085554294845
1198,-3.6897569311213,-1.40136144829159,-6.36000923998242,-1.40136144829159,3.55728634339923,-6.508117505727,-1.95868110012912,3.85587623496179,"train",-6.4020928728282,-1.89820410013458,3.69033117131385
1199,3.87530912054649,0.965499270956812,-3.99314826344092,0.965499270956812,5.92414680535454,-3.98060694204734,0.578029543184623,5.60861024182174,"train",-4.16390587533557,0.515995214275185,5.57074334869566
1200,6.03855904386473,3.48232770393612,-1.47631957254682,3.48232770393612,8.44097498041907,-2.28261110342523,3.15044292328027,7.83458375593958,"train",-2.23877048912039,3.06578928383774,7.7785963652016
1201,-0.188532449337174,5.95229233292639,0.993645314358059,5.95229233292639,10.9109393514947,0.368790782144207,5.39470415023214,9.81528947147445,"train",0.23478122455202,5.43623813576339,9.94717785374255
1202,9.21658371927465,8.15008640242446,3.191439641144,8.15008640242446,13.1087331637049,1.7837524402528,7.35272154344001,12.2268121431368,"train",1.83003456887633,7.30999791313186,12.1227643003161
1203,12.7033746652342,10.0923802981455,5.13373379293047,10.0923802981455,15.0510268033605,4.2801937684313,9.27106817986639,13.732646129048,"train",4.50443996931439,9.21476402370248,13.8163726640534
1204,10.6641689463766,11.5997624821933,6.64111623128976,11.5997624821933,16.5584087330969,5.6058766643535,10.5292376924991,15.1959006040533,"train",5.63161144326126,10.5317637067682,15.3021066023307
1205,11.1345522821276,12.5211548886228,7.56250888983759,12.5211548886228,17.479800887408,6.50740728913637,11.4501837287081,16.3805949068667,"train",6.62339952511883,11.5770018058949,16.3383828786073
1206,15.3326767321787,12.814783864209,7.85613811502448,12.814783864209,17.7734296133936,6.10582801189541,11.5613236476898,16.5667093504623,"train",6.42028624483432,11.5783938769095,16.3043265571845
1207,10.1665331128522,12.4844534640813,7.52580796178358,12.4844534640813,17.443098966379,6.03951459320246,11.6058755667879,16.260970918865,"train",6.63620108855836,11.6192223411676,16.2399988128813
1208,10.2022990759042,11.4434850764214,6.48483981823466,11.4434850764214,16.4021303346082,5.00383797710332,10.8890776432109,15.4642686807728,"train",5.02070261726617,10.8040877983437,15.3635151167254
1209,13.735731087182,9.7851645357257,4.82651951894349,9.7851645357257,14.7438095525079,3.64223318272946,8.52189578532836,13.4653840388285,"train",3.68933527046968,8.52357453674969,13.2794982277745
1210,13.3345754660833,7.61961118924804,2.66096641135467,7.61961118924804,12.5782559671414,1.37593170291327,6.62092489621243,11.9641751704533,"train",1.40241526925177,6.688423661857,11.9085779635756
1211,8.76559034055756,5.01381570566124,0.0551711644361372,5.01381570566124,9.97246024688633,-1.05909804968744,3.82742763246724,9.00384757550447,"train",-1.00487035118788,4.03635203332592,8.97977647473017
1212,3.83776724820325,2.05739234114745,-2.90125196525228,2.05739234114745,7.01603664754716,-3.86291898040921,0.846899858737469,6.32561522708393,"train",-3.63038889532274,0.806244507396604,6.63510330797152
1213,-6.13848215515968,-1.10494167234479,-6.06358574532727,-1.10494167234479,3.85370240063768,-7.05220637031571,-2.01826220077534,3.74346233886041,"train",-7.01437009660787,-2.12313102831531,3.32895124367049
1214,-9.57374926435638,-4.36397285060309,-9.32261669111215,-4.36397285060309,0.594670989905977,-11.4915937041769,-5.23157255202002,0.0352274266898486,"train",-10.6408057702037,-5.2344429110481,-0.139615047748168
1215,-5.09701672045723,-7.49693855021857,-12.4555821587324,-7.49693855021857,-2.53829494170478,-12.6728159922237,-7.99137239888677,-2.78264583876212,"train",-12.5741506064607,-8.03313771503544,-2.86991168325802
1216,-14.0176750167125,-10.2794894677684,-15.2381328443251,-10.2794894677684,-5.32084609121167,-15.7377977777306,-10.70037528707,-5.97004389877436,"train",-15.6730755616729,-10.7382644170298,-6.09555027490243
1217,-10.8518805002545,-12.7137692059411,-17.6724123501897,-12.7137692059411,-7.75512606169247,-18.8579937761595,-13.4687355371116,-8.15007821321073,"train",-18.7138676320709,-13.4774675055626,-8.21745743560145
1218,-11.952964195121,-14.579048191856,-19.5376911031284,-14.579048191856,-9.62040528058362,-19.8319300787797,-15.0873559452834,-9.97974908070722,"train",-19.7274865614242,-14.9907775274664,-10.2963695497702
1219,-8.93445941144457,-15.8471573001499,-20.8057999775497,-15.8471573001499,-10.8885146227501,-20.7368449317243,-15.8238021527641,-10.7364129130218,"train",-20.6818376249588,-15.812393717347,-10.7747498925431
1220,-13.9433525789623,-16.4444140991127,-21.4030565416153,-16.4444140991127,-11.4857716566101,-21.2978879624368,-16.6540014813179,-11.5680652793011,"train",-21.2586640966335,-16.7505493014754,-11.8549356996184
1221,-17.1012735405859,-16.4523711237664,-21.4110133303233,-16.4523711237664,-11.4937289172096,-21.5865816381344,-16.3771065004343,-11.1223538715895,"train",-21.380274254674,-16.2377887029217,-11.3629323887005
1222,-18.982823080245,-15.8907765538772,-20.8494185235181,-15.8907765538772,-10.9321345842363,-21.1122278521771,-15.7769484552128,-10.4091564277672,"train",-21.0873809578184,-15.6830938368542,-10.5130785565527
1223,-12.8653325947686,-14.8173052002162,-19.7759469321421,-14.8173052002162,-9.85866346829031,-20.220549205324,-14.5070786935136,-8.40065129491426,"train",-20.1474087311797,-14.5730425062783,-10.029857463169
1224,-9.34852772467426,-13.2532319459398,-18.2118734396,-13.2532319459398,-8.29459045227961,-18.4149523980237,-12.708770270179,-7.76131263789072,"train",-17.7706705588508,-12.8128631277059,-7.72072711572105
1225,-7.94823349539738,-11.3465190091963,-16.3051602643446,-11.3465190091963,-6.38787775404793,-15.8076473286735,-10.8906185202788,-5.77990988118848,"train",-15.7389201265785,-10.8526594356266,-6.09256027471331
1226,-8.58981403940388,-9.25442948209475,-14.2130704988207,-9.25442948209475,-4.2957884653688,-13.4289432812972,-8.98232107234504,-4.04174437740675,"train",-13.2239094470367,-8.82202964658298,-4.13009080453188
1227,-11.9630691352746,-7.13793094495837,-12.0965717236908,-7.13793094495837,-2.17929016622593,-11.6965415324537,-6.14966432700886,-2.0868958792384,"train",-11.5533031798542,-6.11509687583345,-2.01579102385134
1228,-9.83997273449506,-5.15927063836772,-10.1179111798515,-5.15927063836772,-0.200630096883989,-9.75474282938746,-4.62482858506248,0.944259888194262,"train",-9.40236142313934,-4.55204733958102,0.624290018623019
1229,-8.11105974918129,-3.38721515482995,-8.34585546007674,-3.38721515482995,1.57142515041685,-8.32003980506826,-2.63728280093862,2.45082776502081,"train",-7.83364025914929,-2.608819917094,2.50501075268781
1230,-1.2484816203034,-1.92822368662319,-6.88686375684105,-1.92822368662319,3.03041638359467,-6.42285293742187,-1.31713838594502,4.60055353442176,"train",-6.35131146739685,-1.36236442394713,4.59061626080989
1231,0.880789282246453,-0.809756288113434,-5.76839612461936,-0.809756288113434,4.14888354839249,-4.71850046740435,0.186375109273037,5.54293929214969,"train",-4.93275412826862,0.0854291889252229,5.37857272776038
1232,1.03837196361662,-0.125896902250296,-5.08453650637276,-0.125896902250296,4.83274270187216,-4.60536095648129,0.717185931271156,6.67274429856913,"train",-4.14193142718721,0.613980617428766,6.49361703453885
1233,4.04089683215932,0.0897763630466555,-4.86886300993117,0.0897763630466555,5.04841573602448,-3.96013453108634,1.22383121608069,6.38530573807102,"train",-3.92444612028042,1.27561633539121,6.44339159693736
1234,-3.40287699780504,-0.11584865587539,-5.07448779875995,-0.11584865587539,4.84279048700916,-4.76155452865483,0.925951236180563,6.01188323558627,"train",-4.73836806178051,0.976698000514012,5.99790505065151
1235,1.16122643251463,-0.792251873561397,-5.75089078712828,-0.792251873561397,4.16638704000548,-4.8470693431582,0.298194013616321,5.39291212975306,"train",-4.56391999330144,0.311887265936822,5.0235450031958
1236,3.75119109299191,-1.74120831652217,-6.69984700119806,-1.74120831652217,3.21743036815371,-5.2496799685743,-0.864180814086449,3.74903655311025,"train",-5.5507593945055,-0.863874181926563,3.66715292361368
1237,0.70885796395059,-2.88010421403828,-7.83874266984748,-2.88010421403828,2.07853424177092,-6.52300166899546,-1.71921584154964,3.31459530250416,"train",-6.61099824807754,-1.52748670175892,2.87706642841626
1238,-7.08046829280273,-4.14647537038696,-9.1051135969211,-4.14647537038696,0.81216285614718,-9.02260470544558,-3.18265538318287,2.75844160117929,"train",-8.97849928799512,-3.1457847251716,2.10772587771764
1239,-2.54728927733044,-5.45982764898754,-10.4184656454005,-5.45982764898754,-0.501189652574617,-9.9157270781533,-4.63338372383252,0.394265768561027,"train",-9.72489934530386,-4.54767066356759,0.491173005087921
1240,-9.73176722848821,-6.57441540155051,-11.5330531665794,-6.57441540155051,-1.61577763652166,-10.703541817844,-6.29210692562031,-1.47563066939034,"train",-10.8169689693061,-6.22647361250471,-1.63836457149907
1241,-2.81508710485642,-7.48866229718397,-12.4472998291959,-7.48866229718397,-2.5300247651721,-11.2273751199203,-6.92831227936476,-2.12917394679572,"train",-12.0111762425907,-6.9912346742964,-2.23495865421741
1242,-11.6818881054525,-7.96730254985096,-12.9259398469133,-7.96730254985096,-3.00866525278861,-12.1612587128791,-7.92207820579185,-2.08960112470523,"train",-12.0360619001753,-7.82394236786638,-2.14550425264308
1243,-11.8820938598241,-8.09094478305571,-13.0495818430273,-8.09094478305571,-3.13230772308415,-12.8982116316136,-7.55559726008305,-3.10126248124175,"train",-12.7484278415098,-7.41401154950811,-3.12873185997972
1244,-8.1502923916852,-7.72982687339259,-12.6884636940302,-7.72982687339259,-2.77119005275498,-13.2468315888238,-7.82008901775548,-1.70089367837399,"train",-12.540286893208,-7.79985629946062,-1.98448018543601
1245,-10.1698313168049,-6.83466725732723,-11.7933038364029,-6.83466725732723,-1.8760306782516,-11.5693985931099,-6.45374672429891,-1.56421917862683,"train",-11.1934531578268,-6.51271024281543,-1.68916496617124
1246,-2.28056207025925,-5.48526509074958,-10.4439014261707,-5.48526509074958,-0.526628755328423,-10.3292109874052,-5.12896307626048,0.082544106893504,"train",-10.2697452734394,-5.24616379091673,-0.290467979336667
1247,-9.83098522112874,-3.64316125544143,-8.60179734536778,-3.64316125544143,1.31547483448491,-9.04908285512401,-3.77355992726037,1.05249076621766,"train",-8.62730463705956,-3.81735555880992,0.638626764617247
1248,-2.3561733254749,-1.54692723822183,-6.50556308117054,-1.54692723822183,3.41170860472689,-6.84698546011379,-1.41044455742203,3.53599913243494,"train",-6.86337701113747,-1.4256950711338,3.41670357860736
1249,1.23120500069565,0.837313968124834,-4.12132162680813,0.837313968124834,5.7959495630578,-4.02401865788804,0.47852871061136,4.57645920628294,"train",-4.55345486661062,0.451407298210693,4.56879864475097
1250,2.4672355212882,3.33879368851814,-1.61984165786881,3.33879368851814,8.29742903490509,-2.30665417384543,3.22955405464683,8.18661565812787,"train",-2.0887674798703,3.18271426170654,8.17332163541056
1251,5.33982313201212,5.79132608669153,0.832690988838205,5.79132608669153,10.7499611845449,0.261625210530436,5.06559665407478,10.3589549379176,"train",0.288003545703201,5.04962342471838,10.2361882316412
1252,6.17350552444408,8.06601356815946,3.10737871828067,8.06601356815946,13.0246484180382,2.28890655146476,7.38550798728639,12.246076107938,"train",2.54676812180331,7.36565006441471,12.2157003219504
1253,8.75020336988965,10.0055438634869,5.04690926050363,10.0055438634869,14.9641784664702,3.87903474594577,9.16337482175443,14.8001869460926,"train",3.90731122632991,9.07740136713324,14.6379359271812
1254,8.51941456416004,11.5055001504168,6.54686579278573,11.5055001504168,16.4641345080478,5.38343856890942,10.6191116973251,15.8903057658649,"train",5.5777631624865,10.5836832029003,15.6664871017331
1255,10.3358295071646,12.4408990471529,7.48226493294695,12.4408990471529,17.3995331613589,6.52735905374277,11.1550118123281,16.1746929591064,"train",6.80034987456361,11.1549945429566,16.122851879081
1256,13.307930038355,12.7641636100651,7.80552973707262,12.7641636100651,17.7227974830575,6.49748646481343,12.4990094718101,17.3905895096118,"train",6.89333860948979,12.4994935412821,16.8413918847715
1257,11.9025005391283,12.4526739504983,7.49404031633538,12.4526739504983,17.4113075846612,6.60352177661604,11.5600930160633,16.3520303402594,"train",6.49075927477825,11.5481078261603,16.3209949098791
1258,13.6695091333835,11.4665282691858,6.507894871413,11.4665282691858,16.4251616669585,5.39488807894685,10.4725410729533,15.6883652151767,"train",5.50576195854195,10.4430261329893,15.6540704822196
1259,5.92815656922581,9.87628227756147,4.91764911379908,9.87628227756147,14.8349154413239,3.55664425832507,8.31498836769302,14.124157428531,"train",3.79311857949495,8.31716526839473,14.1384931254351
1260,9.38241022265474,7.66475784321573,2.70612491124967,7.66475784321573,12.6233907751818,2.12839294511952,6.43201838160804,11.7592846022815,"train",2.15593890690215,6.45813720927858,11.8999955563024
1261,6.04514447059171,5.04761694633277,0.0889842442064817,5.04761694633277,10.0062496484591,-1.13133538212459,4.10528583097198,9.64055352054422,"train",-1.13574528947685,4.11651240045206,8.97246201580233
1262,4.20869946994864,2.08892387197998,-2.86970860193291,2.08892387197998,7.04755634589287,-3.69258319065634,1.23070045577003,5.95270967553172,"train",-3.63427282507219,1.20686056373831,5.5365660198088
1263,-3.49605094095369,-1.04902512132215,-6.00765736826749,-1.04902512132215,3.90960712562319,-6.96313873262827,-1.60619760590497,3.18162034172901,"train",-7.318420017701,-1.61835639963694,3.18324451108319
1264,-8.41995871435629,-4.26632662592551,-9.22495864674244,-4.26632662592551,0.692305394891414,-10.00678040923,-4.95192270226339,0.364471707853175,"train",-10.1045444036006,-5.02396351414159,0.324209126432428
1265,-7.17232501932993,-7.37795409687682,-12.3365858919963,-7.37795409687682,-2.41932230175737,-12.5016337664172,-8.24391801461799,-3.0810226314552,"train",-12.6706160363394,-8.28126045398398,-3.15751156729357
1266,-13.2915109120521,-10.1762178854133,-15.1348494548805,-10.1762178854133,-5.21758631594604,-15.1692850281359,-10.970264853978,-5.85948614630323,"train",-15.3096620484453,-11.1476022215278,-5.92138598261025
1267,-14.1875601963718,-12.603775984232,-17.5624073277511,-12.603775984232,-7.645144640713,-18.0458348151525,-12.9100130522474,-7.95691558416735,"train",-17.8761289723892,-13.1199173731513,-7.9889423808789
1268,-12.511476275129,-14.5057250540607,-19.4643561710577,-14.5057250540607,-9.54709393706374,-19.6397768660631,-14.805975384041,-9.34338594379676,"train",-19.5462356708121,-14.7972047857322,-9.51255805736825
1269,-14.7407389638286,-15.7856106916729,-20.744241581374,-15.7856106916729,-10.8269798019717,-20.678647597648,-15.5883683733009,-11.082535243091,"train",-20.6495148474558,-15.586152007459,-11.1360846468914
1270,-22.7979858253113,-16.4458482892363,-21.4044789507557,-16.4458482892363,-11.487217627717,-21.1841122190602,-16.19467257805,-11.5481103722366,"train",-21.1578265064068,-16.3229800279142,-11.5027142203204
1271,-18.7491597526011,-16.5426800353668,-21.5013104677977,-16.5426800353668,-11.5840496029359,-21.656067651764,-16.3263975713397,-11.2247983327939,"train",-21.2778391220357,-16.3011363414393,-11.3879797879617
1272,-20.8664475655463,-15.9934547584874,-20.952084960992,-15.9934547584874,-11.0348245559828,-21.136308312619,-15.9022938412216,-10.6110357334354,"train",-20.7990617534354,-15.9060094919514,-10.6582899235312
1273,-11.3423520608806,-14.9277720166856,-19.886401988576,-14.9277720166856,-9.9691420447952,-19.093236814437,-14.56826620321,-9.29732507670613,"train",-19.0497878842826,-14.6365470322182,-9.5269120757568
1274,-13.4738114874424,-13.3317033691555,-18.2903331099615,-13.3317033691555,-8.3730736283496,-17.4836651258201,-12.692100515385,-7.46773754317083,"train",-17.4360476857354,-12.6450671932892,-7.7182106223331
1275,-10.727960026633,-11.4416035378609,-16.4002330473787,-11.4416035378609,-6.4829740283431,-16.3130813142587,-10.7743047205353,-6.41303039892092,"train",-16.1543431323692,-10.7334575487195,-6.42557031305505
1276,-4.77422019069769,-9.34622691912419,-14.3048561974439,-9.34622691912419,-4.38759764080447,-13.82162190778,-8.47763372245799,-3.67879446115312,"train",-13.8045662945927,-8.48275210452223,-3.70011213821786
1277,-3.08355642119733,-7.15730140339331,-12.1159304509021,-7.15730140339331,-2.1986723558845,-12.1202462589946,-7.11890983780172,-2.12697095461079,"train",-11.9253498151675,-7.16183188670804,-2.20620074103736
1278,-7.44635599772572,-5.05652222451783,-10.0151510418795,-5.05652222451783,-0.0978934071561772,-10.2253071137635,-4.45651164575937,0.786976081472574,"train",-9.811072779988,-4.48674588364725,0.756566951696699
1279,1.8387128354657,-3.2292157522892,-8.18784434040125,-3.2292157522892,1.72941283582286,-8.34219464961287,-2.85553750157342,3.56301056184518,"train",-7.97028374882137,-3.15341670901837,3.39921338710107
1280,-4.11360738742268,-1.64897212589799,-6.60760048583,-1.64897212589799,3.30965623403403,-7.04075612754082,-1.0757490882554,3.94187530655867,"train",-6.9793243288842,-1.18093358441006,3.87041229199878
1281,4.32451191107033,-0.544349251145564,-5.5029773840628,-0.544349251145564,4.41427888177167,-4.95751789245574,-0.266780454357281,5.05768779341816,"train",-4.90758211505625,-0.289099557115402,5.04665342327318
1282,-1.23695916462516,0.176327397050964,-4.78230051002705,0.176327397050964,5.13495530412897,-4.68947964855448,0.776296329205624,5.93324677016247,"train",-4.22414748250714,0.902361082574303,5.90573837154151
1283,-4.74343846053607,0.361780228067646,-4.59684745426843,0.361780228067646,5.32040791040372,-4.02583303634917,0.937236841433706,6.55477236014876,"train",-3.95892904988922,0.953714345026301,6.27899842416938
1284,-2.52991945911091,0.0539660670182402,-4.90466139150906,0.0539660670182402,5.01259352554554,-4.46206989026204,0.701293836896005,5.35330499491947,"train",-4.27630606956596,0.690845045443622,5.30481898905349
