"t","y","mu","q_true_05","q_true_50","q_true_95","q_syn_05","q_syn_50","q_syn_95","window","q_model_p005","q_model_p050","q_model_p095"
2476,-11.8381415720326,-8.22138550532719,-13.1798117872185,-8.22138550532719,-3.26295922343591,-13.6906722696615,-8.945065284768,-3.01634054873379,"train",-13.6447822225768,-8.92785857243364,-3.32424030168246
2477,-7.50591736007959,-6.09768869579402,-11.0561148539285,-6.09768869579402,-1.13926253765955,-11.3580674800654,-6.24266624962813,-1.02866296473338,"train",-11.3307802395763,-6.34810942738689,-1.30345154948222
2478,-4.56974739997787,-4.05791527705305,-9.01634131150866,-4.05791527705305,0.900510757402554,-9.70957977717764,-4.83771294703273,0.622181383149443,"train",-9.6522257294799,-4.81800296760906,0.134769594534654
2479,0.434257822277441,-2.23591671542077,-7.19434262628561,-2.23591671542077,2.72250919544406,-7.49178792738386,-2.64026354192328,3.17998317576092,"train",-7.31861705877937,-2.6978542032947,2.75818900485085
2480,2.03325030019254,-0.712606018313615,-5.67103180568328,-0.712606018313615,4.24581976905605,-5.64245119534547,-0.954962042266079,4.2320103478076,"train",-5.52828126668295,-1.23059215208932,4.12046139565962
2481,1.11046129446972,0.403946591272454,-4.55447907270188,0.403946591272454,5.36237225524679,-5.3456607588243,0.454014961004995,5.36434721495113,"train",-4.83448532329185,0.420043906430961,5.31930172429709
2482,-4.61577442707383,1.04544905389235,-3.91297648678702,1.04544905389235,6.00387459457172,-3.88656949486332,0.982606754158211,5.78516831196643,"train",-3.95535939093988,0.962672387948402,5.69406191161268
2483,0.0341372997447953,1.15639892444799,-3.80202649303343,1.15639892444799,6.11482434192941,-4.25429219501376,1.76309986436833,5.73810940235392,"train",-4.36793353373324,1.75381628075705,5.93442565624268
2484,0.128665304286328,0.861436764764437,-4.09698852960891,0.861436764764437,5.81986205913778,-4.22423501129848,0.827542817363843,5.6782595187663,"train",-4.16412278400355,0.840381875395127,5.64368347295127
2485,6.14969159689526,0.171006305379733,-4.78741886596485,0.171006305379733,5.12943147672431,-5.40055426255376,-0.362266762883093,5.39575288725952,"train",-4.95945635119532,-0.471376691168661,5.39509316095089
2486,4.31629936686126,-0.777212383995071,-5.73563743237674,-0.777212383995071,4.1812126643866,-5.77793165625256,-0.608234265904688,4.3790380863208,"train",-5.66849189859982,-0.612975917012958,4.36686884345266
2487,-3.26416916380158,-1.95815173809846,-6.91657666356755,-1.95815173809846,3.00027318737064,-7.26909407270858,-1.45013018281125,3.43306580562345,"train",-7.23318140135511,-1.30512703194206,3.16319285991679
2488,-2.38524365751083,-3.3099770194976,-8.26840182208776,-3.3099770194976,1.64844778309256,-7.74372588000125,-3.44956996569783,1.55939518563588,"train",-7.71281068385861,-3.56244737694373,1.45980674817289
2489,-3.2878213405842,-4.62616872061938,-9.58459340034741,-4.62616872061938,0.33225595910865,-9.65354660909152,-4.67042996446365,0.405942006548283,"train",-9.61671789792313,-4.77949478287189,0.358882207120525
2490,-6.00981128237834,-5.80167401576219,-10.760098572629,-5.80167401576219,-0.843249458895431,-10.8316550111447,-5.47895488844344,-1.07405279671572,"train",-10.8240738097652,-5.44778321216414,-1.09639437044841
2491,-3.86985946204232,-6.74159296697398,-11.7000174009663,-6.74159296697398,-1.78316853298166,-11.6430461005987,-7.1091766867035,-1.28001076548624,"train",-11.623569078039,-7.21698482996861,-1.66238950855986
2492,-12.4373169872132,-7.30459183958951,-12.263016150683,-7.30459183958951,-2.346167528496,-12.6861217464306,-7.39639320755685,-2.698974564583,"train",-12.6505692473409,-7.32390776203932,-2.7318153671869
2493,-7.06431878582893,-7.52305881132154,-12.4814829994842,-7.52305881132154,-2.56463462315886,-12.2993794645004,-7.45313858702225,-2.2686463088668,"train",-12.2022926545399,-7.48757601276618,-2.57551979180622
2494,-4.26585274056166,-7.22009754208219,-12.1785216072785,-7.22009754208219,-2.26167347688585,-12.2611796701848,-7.39469190426898,-2.21837102297078,"train",-12.3277644501788,-7.43655000716744,-2.13667273716329
2495,-5.77423439732608,-6.41275644562828,-11.3711803878237,-6.41275644562828,-1.45433250343291,-11.0881706872319,-6.43036083861724,-1.68865756059103,"train",-11.0852721515765,-6.5314648374819,-1.88634037087081
2496,-4.83319979281733,-5.16812749447698,-10.1265513136422,-5.16812749447698,-0.20970367531177,-10.3144043356306,-5.46024533037324,0.0524013065594497,"train",-10.2733275798998,-5.54111601561216,0.00111113937957212
2497,-2.19455099045632,-3.51975323747088,-8.47817693358641,-3.51975323747088,1.43867045864465,-8.88528409299929,-4.1666562456569,1.39385278884068,"train",-8.54707752803217,-4.22551875074697,1.23378552398637
2498,-4.90293824716118,-1.53775355919835,-6.49617713225817,-1.53775355919835,3.42067001386146,-6.98478343161238,-1.58739713133538,3.24535327056236,"train",-6.93179085144509,-1.51338580587166,2.78748416720184
2499,1.09271225884374,0.61652034026414,-4.34190310975052,0.61652034026414,5.5749437902788,-4.51912750760991,0.639299460964748,5.48821876574989,"train",-4.42984688611196,0.476637836946153,5.38146444836068
2500,1.10635339696079,2.90033927890983,-2.05808404808905,2.90033927890983,7.85876260590871,-1.94449823811353,2.97557203931027,7.77178891736728,"train",-1.91862187752652,2.93684058578932,7.77456290352011
2501,6.80251244439424,5.11921914513806,0.160795941105518,5.11921914513806,10.0776423491706,-0.60040006257534,4.68173767223823,9.9310360789275,"train",-0.498668584143963,4.61798599671334,9.86915881745364
2502,4.14753674131456,7.19029198112119,2.23186889998536,7.19029198112119,12.148715062257,2.37342534341556,7.172633382989,11.9417667854471,"train",2.42181843960828,7.18710650884947,12.1947775813945
2503,6.26041509310994,8.90309284046353,3.94466988213555,8.90309284046353,13.8615157987915,4.0338558611456,8.98487974603348,14.1404595858489,"train",4.04702143015484,9.02226135922423,14.0318581640882
2504,14.5139306540566,10.1908469855624,5.23242414993607,10.1908469855624,15.1492698211887,5.49512641824905,10.3433579640754,15.950451608113,"train",5.51696871757111,10.3148994076788,15.6716898049309
2505,11.7051659493208,11.0216174741946,6.06319476114939,11.0216174741946,15.9800401872399,6.41827005936924,11.6957933439311,16.5630120447034,"train",6.4580019847441,11.6709921580156,15.8821942377741
2506,12.1531920324484,11.2259250280286,6.26750243743296,11.2259250280286,16.1843476186243,5.94671051291165,11.2054939357284,16.2999420008604,"train",6.34342564677835,11.2511108118074,16.418320056381
2507,10.0941163053304,10.8069824294575,5.84855996117318,10.8069824294575,15.7654048977418,6.4252091969363,11.6725025943464,16.4970392669271,"train",6.42041137076495,11.6770221172806,16.3446521617673
2508,8.776182762355,9.74811390832424,4.78969156221052,9.74811390832424,14.706536254438,5.28697811997039,10.3035949814014,15.315135531858,"train",5.22813892049262,10.3324674588289,15.2636333162539
2509,11.6627024376903,8.09999357077473,3.14157134669277,8.09999357077473,13.0584157948567,3.74385888691012,8.28081699100391,14.1119251827879,"train",3.87567156585611,8.17767756562734,13.5666089957183
2510,6.64660499331175,5.97915221445732,1.02073011227422,5.97915221445732,10.9375743166404,1.62137017197114,6.62856053043213,11.3895895258193,"train",1.7136238590043,6.5898041907496,11.1244922753053
2511,1.15581821202646,3.41398307143145,-1.54443890897616,3.41398307143145,8.37240505183905,-1.59230195275014,3.96158375550945,8.91189021597441,"train",-1.4326557113271,3.78052432884697,8.90507801979063
2512,5.75912119766467,0.529057971789747,-4.42936388695331,0.529057971789747,5.4874798305328,-4.19168182771802,1.08630203575261,6.54376729841293,"train",-4.29935203882006,1.2026689094908,6.19629612208119
2513,-2.57248321724082,-2.43445484293563,-7.39287658011059,-2.43445484293563,2.52396689423931,-6.36149664852282,-2.62703643205972,3.25991672989066,"train",-6.28907708687635,-2.63387769772009,3.20227048770198
2514,-4.84900702721542,-5.45111613235357,-10.4095377480413,-5.45111613235357,-0.492694516665868,-10.0825081502826,-4.65862811919955,-0.0146666050322471,"train",-9.87762873855169,-4.96656738272745,-0.303847388447404
